file_name	variation	column	list_number	base	log_odds	prompt	variant1	variant2	nsyl	suffix	sample_number	word_rank	top_20	bottom_20	reg_rate	reg_dist	esp_response
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	prihegszik / prihegedik	-0.1941560144409575	János imád prihegedni, ezért sokat prihegszik. Ők ritkán...	prihegszenek	prihegednek	2	nek	1	39	FALSE	FALSE	high	reversed	prihegszenek
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	prugorzik / prugorozik	-0.7985076962177716	János imád prugorozni, ezért sokat prugorzik. Ti ritkán...	prugorzotok	prugoroztok	2	tek	1	53	FALSE	TRUE	high	reversed	prugorzotok
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	ribegszik / ribegedik	-0.2876820724517809	János imád ribegedni, ezért sokat ribegszik. Ti ritkán...	ribegszetek	ribegedtek	2	tek	1	42	FALSE	TRUE	high	reversed	ribegszetek
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	spivejlik / spivejezik	-0.3483066942682157	János imád spivejezni, ezért sokat spivejlik. Ők ritkán...	spivejlenek	spivejeznek	2	nek	1	46	FALSE	TRUE	high	reversed	spivejlenek
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	sprebzik / sprebezik	0.1941560144409574	János imád sprebezni, ezért sokat sprebzik. Ők ritkán...	sprebzenek	sprebeznek	1	nek	1	24	FALSE	FALSE	high	reversed	sprebzenek
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	spuborzik / spuborozik	-0.4353180712578455	János imád spuborozni, ezért sokat spuborzik. Ők ritkán...	spuborzanak	spuboroznak	2	nek	1	47	FALSE	TRUE	high	reversed	spuborzanak
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	sűjlik / sűjözik	0.5877866649021191	János imád sűjözni, ezért sokat sűjlik. Mi ritkán...	sűjlünk	sűjözünk	1	ünk	1	10	TRUE	FALSE	high	reversed	sűjözünk
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	sztredlik / sztredezik	0.28768207245178085	János imád sztredezni, ezért sokat sztredlik. Ti ritkán...	sztredletek	sztredeztek	1	tek	1	21	FALSE	FALSE	high	reversed	sztredletek
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	töglik / tögözik	1.2321436812926323	János imád tögözni, ezért sokat töglik. Ők ritkán...	töglenek	tögöznek	1	nek	1	1	TRUE	FALSE	high	reversed	tögöznek
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	trálaklik / trálakozik	0	János imád trálakozni, ezért sokat trálaklik. Ők ritkán...	trálaklanak	trálakoznak	2	nek	1	32	FALSE	FALSE	high	reversed	trálaklanak
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	trálszik / trálodik	0.9162907318741552	János imád trálodni, ezért sokat trálszik. Mi ritkán...	trálszunk	trálodunk	1	ünk	1	2	TRUE	FALSE	high	reversed	trálodunk
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	trilekszik / trilekedik	0.14310084364067324	János imád trilekedni, ezért sokat trilekszik. Ti ritkán...	trilekszetek	trilekedtek	2	tek	1	26	FALSE	FALSE	high	reversed	trilekszetek
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	trukszik / trukodik	0.06899287148695142	János imád trukodni, ezért sokat trukszik. Ti ritkán...	trukszotok	trukodtok	1	tek	1	29	FALSE	FALSE	high	reversed	trukszotok
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	vehékszik / vehékedik	0.7472144018302211	János imád vehékedni, ezért sokat vehékszik. Mi ritkán...	vehékszünk	vehékedünk	2	ünk	1	4	TRUE	FALSE	high	reversed	vehékedünk
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	vihapszik / vihapodik	0.49247648509779424	János imád vihapodni, ezért sokat vihapszik. Mi ritkán...	vihapszunk	vihapodunk	2	ünk	1	12	TRUE	FALSE	high	reversed	vihapodunk
cselekszenek_1_high_reversed	cselekszenek/cselekednek	1	0	vileslik / vilesezik	0	János imád vilesezni, ezért sokat vileslik. Mi ritkán...	vileslünk	vilesezünk	2	ünk	1	33	FALSE	FALSE	high	reversed	vileslünk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	bejzik / bejezik	-0.06899287148695143	János imád bejezni, ezért sokat bejzik. Mi ritkán...	bejzünk	bejezünk	1	ünk	1	35	FALSE	FALSE	high	typical	bejzünk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	bötőrzik / bötőrözik	0.3483066942682158	János imád bötőrözni, ezért sokat bötőrzik. Mi ritkán...	bötőrzünk	bötőrözünk	2	ünk	1	16	FALSE	FALSE	high	typical	bötőrzünk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	breslik / bresezik	0.06899287148695142	János imád bresezni, ezért sokat breslik. Ők ritkán...	breslenek	breseznek	1	nek	1	27	FALSE	FALSE	high	typical	breslenek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	bribaslik / bribasozik	-0.3483066942682157	János imád bribasozni, ezért sokat bribaslik. Ők ritkán...	bribaslanak	bribasoznak	2	nek	1	44	FALSE	TRUE	high	typical	bribasoznak
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	bribékszik / bribékedik	-0.1941560144409575	János imád bribékedni, ezért sokat bribékszik. Ti ritkán...	bribékszetek	bribékedtek	2	tek	1	38	FALSE	FALSE	high	typical	bribékszetek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	brűklik / brűközik	0.14310084364067324	János imád brűközni, ezért sokat brűklik. Ti ritkán...	brűklötök	brűköztök	1	tek	1	25	FALSE	FALSE	high	typical	brűklötök
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	brürzik / brürözik	-0.1431008436406733	János imád brürözni, ezért sokat brürzik. Ők ritkán...	brürzenek	brüröznek	1	nek	1	37	FALSE	FALSE	high	typical	brürzenek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	bügzik / bügözik	0.6418538861723947	János imád bügözni, ezért sokat bügzik. Ők ritkán...	bügzenek	bügöznek	1	nek	1	6	TRUE	FALSE	high	typical	bügzenek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	dibáglik / dibágozik	0.1941560144409574	János imád dibágozni, ezért sokat dibáglik. Ti ritkán...	dibáglotok	dibágoztok	2	tek	1	23	FALSE	FALSE	high	typical	dibáglotok
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	döjlik / döjözik	0.5877866649021191	János imád döjözni, ezért sokat döjlik. Ők ritkán...	döjlenek	döjöznek	1	nek	1	9	TRUE	FALSE	high	typical	döjlenek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	dralágzik / dralágozik	0.4353180712578455	János imád dralágozni, ezért sokat dralágzik. Mi ritkán...	dralágzunk	dralágozunk	2	ünk	1	14	TRUE	FALSE	high	typical	dralágzunk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	flátlik / flátozik	-0.2876820724517809	János imád flátozni, ezért sokat flátlik. Ti ritkán...	flátlotok	flátoztok	1	tek	1	41	FALSE	TRUE	high	typical	flátoztok
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	flerékszik / flerékedik	0.32542240043462795	János imád flerékedni, ezért sokat flerékszik. Mi ritkán...	flerékszünk	flerékedünk	2	ünk	1	18	FALSE	FALSE	high	typical	flerékszünk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	flodlik / flodozik	-0.325422400434628	János imád flodozni, ezért sokat flodlik. Ti ritkán...	flodlotok	flodoztok	1	tek	1	43	FALSE	TRUE	high	typical	flodoztok
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	flugonylik / flugonyozik	0	János imád flugonyozni, ezért sokat flugonylik. Ők ritkán...	flugonylanak	flugonyoznak	2	nek	1	31	FALSE	FALSE	high	typical	flugonylanak
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	frélegzik / frélegezik	0.7985076962177716	János imád frélegezni, ezért sokat frélegzik. Mi ritkán...	frélegzünk	frélegezünk	2	ünk	1	3	TRUE	FALSE	high	typical	frélegzünk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	frinylik / frinyozik	-0.06899287148695143	János imád frinyozni, ezért sokat frinylik. Mi ritkán...	frinylunk	frinyozunk	1	ünk	1	36	FALSE	FALSE	high	typical	frinylunk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	frirzik / frirozik	-0.3483066942682157	János imád frirozni, ezért sokat frirzik. Mi ritkán...	frirzunk	frirozunk	1	ünk	1	45	FALSE	TRUE	high	typical	frirozunk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	frorlik / frorozik	0.49247648509779424	János imád frorozni, ezért sokat frorlik. Ők ritkán...	frorlanak	froroznak	1	nek	1	11	TRUE	FALSE	high	typical	frorlanak
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	géreglik / géregezik	-0.6418538861723948	János imád géregezni, ezért sokat géreglik. Ti ritkán...	géregletek	géregeztek	2	tek	1	51	FALSE	TRUE	high	typical	géregeztek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	gihamlik / gihamozik	0.32542240043462795	János imád gihamozni, ezért sokat gihamlik. Ők ritkán...	gihamlanak	gihamoznak	2	nek	1	19	FALSE	FALSE	high	typical	gihamlanak
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	hiragzik / hiragozik	0.20763936477824457	János imád hiragozni, ezért sokat hiragzik. Ők ritkán...	hiragzanak	hiragoznak	2	nek	1	22	FALSE	FALSE	high	typical	hiragzanak
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	hubonylik / hubonyozik	-0.5978370007556204	János imád hubonyozni, ezért sokat hubonylik. Ti ritkán...	hubonylotok	hubonyoztok	2	tek	1	50	FALSE	TRUE	high	typical	hubonyoztok
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	játlik / játozik	0.5978370007556204	János imád játozni, ezért sokat játlik. Mi ritkán...	játlunk	játozunk	1	ünk	1	8	TRUE	FALSE	high	typical	játlunk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	jurlik / jurozik	0.06899287148695142	János imád jurozni, ezért sokat jurlik. Mi ritkán...	jurlunk	jurozunk	1	ünk	1	28	FALSE	FALSE	high	typical	jurlunk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	kláragszik / kláragodik	0.28768207245178085	János imád kláragodni, ezért sokat kláragszik. Ti ritkán...	kláragszotok	kláragodtok	2	tek	1	20	FALSE	FALSE	high	typical	kláragszotok
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	kléglik / klégezik	0.4353180712578455	János imád klégezni, ezért sokat kléglik. Mi ritkán...	kléglünk	klégezünk	1	ünk	1	15	TRUE	FALSE	high	typical	kléglünk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	klihaslik / klihasozik	-0.2076393647782445	János imád klihasozni, ezért sokat klihaslik. Ti ritkán...	klihaslotok	klihasoztok	2	tek	1	40	FALSE	TRUE	high	typical	klihasoztok
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	klűmlik / klűmözik	-0.4595323293784402	János imád klűmözni, ezért sokat klűmlik. Ti ritkán...	klűmlötök	klűmöztök	1	tek	1	48	FALSE	TRUE	high	typical	klűmöztök
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	metégszik / metégedik	0.06453852113757116	János imád metégedni, ezért sokat metégszik. Ők ritkán...	metégszenek	metégednek	2	nek	1	30	FALSE	FALSE	high	typical	metégszenek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	nivárzik / nivározik	-0.916290731874155	János imád nivározni, ezért sokat nivárzik. Ti ritkán...	nivárzotok	nivároztok	2	tek	1	54	FALSE	TRUE	high	typical	nivároztok
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	nuroklik / nurokozik	0.7419373447293773	János imád nurokozni, ezért sokat nuroklik. Mi ritkán...	nuroklunk	nurokozunk	2	ünk	1	5	TRUE	FALSE	high	typical	nuroklunk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	nyádlik / nyádozik	0.4595323293784402	János imád nyádozni, ezért sokat nyádlik. Ők ritkán...	nyádlanak	nyádoznak	1	nek	1	13	TRUE	FALSE	high	typical	nyádlanak
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	nyizlik / nyizozik	0.6418538861723947	János imád nyizozni, ezért sokat nyizlik. Mi ritkán...	nyizlunk	nyizozunk	1	ünk	1	7	TRUE	FALSE	high	typical	nyizlunk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	nyöbzik / nyöbözik	-0.06453852113757118	János imád nyöbözni, ezért sokat nyöbzik. Ők ritkán...	nyöbzenek	nyöböznek	1	nek	1	34	FALSE	FALSE	high	typical	nyöbzenek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	nyülöklik / nyülöközik	0.3483066942682158	János imád nyülöközni, ezért sokat nyülöklik. Ők ritkán...	nyülöklenek	nyülököznek	2	nek	1	17	FALSE	FALSE	high	typical	nyülöklenek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	pibegzik / pibegezik	-0.7472144018302211	János imád pibegezni, ezért sokat pibegzik. Ők ritkán...	pibegzenek	pibegeznek	2	nek	1	52	FALSE	TRUE	high	typical	pibegeznek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	plibzik / plibozik	-0.49247648509779407	János imád plibozni, ezért sokat plibzik. Ti ritkán...	plibzotok	pliboztok	1	tek	1	49	FALSE	TRUE	high	typical	pliboztok
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	prihegszik / prihegedik	-0.1941560144409575	János imád prihegedni, ezért sokat prihegszik. Ők ritkán...	prihegszenek	prihegednek	2	nek	1	39	FALSE	FALSE	high	typical	prihegszenek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	prugorzik / prugorozik	-0.7985076962177716	János imád prugorozni, ezért sokat prugorzik. Ti ritkán...	prugorzotok	prugoroztok	2	tek	1	53	FALSE	TRUE	high	typical	prugoroztok
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	ribegszik / ribegedik	-0.2876820724517809	János imád ribegedni, ezért sokat ribegszik. Ti ritkán...	ribegszetek	ribegedtek	2	tek	1	42	FALSE	TRUE	high	typical	ribegedtek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	spivejlik / spivejezik	-0.3483066942682157	János imád spivejezni, ezért sokat spivejlik. Ők ritkán...	spivejlenek	spivejeznek	2	nek	1	46	FALSE	TRUE	high	typical	spivejeznek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	sprebzik / sprebezik	0.1941560144409574	János imád sprebezni, ezért sokat sprebzik. Ők ritkán...	sprebzenek	sprebeznek	1	nek	1	24	FALSE	FALSE	high	typical	sprebzenek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	spuborzik / spuborozik	-0.4353180712578455	János imád spuborozni, ezért sokat spuborzik. Ők ritkán...	spuborzanak	spuboroznak	2	nek	1	47	FALSE	TRUE	high	typical	spuboroznak
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	sűjlik / sűjözik	0.5877866649021191	János imád sűjözni, ezért sokat sűjlik. Mi ritkán...	sűjlünk	sűjözünk	1	ünk	1	10	TRUE	FALSE	high	typical	sűjlünk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	sztredlik / sztredezik	0.28768207245178085	János imád sztredezni, ezért sokat sztredlik. Ti ritkán...	sztredletek	sztredeztek	1	tek	1	21	FALSE	FALSE	high	typical	sztredletek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	töglik / tögözik	1.2321436812926323	János imád tögözni, ezért sokat töglik. Ők ritkán...	töglenek	tögöznek	1	nek	1	1	TRUE	FALSE	high	typical	töglenek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	trálaklik / trálakozik	0	János imád trálakozni, ezért sokat trálaklik. Ők ritkán...	trálaklanak	trálakoznak	2	nek	1	32	FALSE	FALSE	high	typical	trálaklanak
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	trálszik / trálodik	0.9162907318741552	János imád trálodni, ezért sokat trálszik. Mi ritkán...	trálszunk	trálodunk	1	ünk	1	2	TRUE	FALSE	high	typical	trálszunk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	trilekszik / trilekedik	0.14310084364067324	János imád trilekedni, ezért sokat trilekszik. Ti ritkán...	trilekszetek	trilekedtek	2	tek	1	26	FALSE	FALSE	high	typical	trilekszetek
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	trukszik / trukodik	0.06899287148695142	János imád trukodni, ezért sokat trukszik. Ti ritkán...	trukszotok	trukodtok	1	tek	1	29	FALSE	FALSE	high	typical	trukszotok
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	vehékszik / vehékedik	0.7472144018302211	János imád vehékedni, ezért sokat vehékszik. Mi ritkán...	vehékszünk	vehékedünk	2	ünk	1	4	TRUE	FALSE	high	typical	vehékszünk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	vihapszik / vihapodik	0.49247648509779424	János imád vihapodni, ezért sokat vihapszik. Mi ritkán...	vihapszunk	vihapodunk	2	ünk	1	12	TRUE	FALSE	high	typical	vihapszunk
cselekszenek_1_high_typical	cselekszenek/cselekednek	2	1	vileslik / vilesezik	0	János imád vilesezni, ezért sokat vileslik. Mi ritkán...	vileslünk	vilesezünk	2	ünk	1	33	FALSE	FALSE	high	typical	vileslünk
cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	2	bejzik / bejezik	-0.06899287148695143	János imád bejezni, ezért sokat bejzik. Mi ritkán...	bejzünk	bejezünk	1	ünk	1	35	FALSE	FALSE	low	reversed	bejezünk
cselekszenek_1_low_reversed	cselekszenek/cselekednek	3	2	bötőrzik / bötőrözik	0.3483066942682158	János imád bötőrözni, ezért sokat bötőrzik. Mi ritkán...	bötőrzünk	bötőrözünk	2	ünk	1	16	FALSE	FALSE	low	reversed	bötőrözünk
