base	cat1_weight	base_tr	variation	type	variant1	variant2	resp1	resp2	log_odds	derivational	nsyl	vowel	suffix	lemma_freq_corrected	stem_vowel	long_cluster	consonants
tükröződik	NA	tükröződik	lakok/lakom	real word corpus freq	tükröződök	tükröződöm	1	62	-3.4499875458315876	NA	3	NA	NA	50822	NA	NA	NA
túlórázik	NA	túlórázik	lakok/lakom	real word corpus freq	túlórázok	túlórázom	111	83	0.28768207245178085	-zik	3	NA	NA	9066	NA	NA	NA
tündöklik	NA	tündöklik	lakok/lakom	real word corpus freq	tündöklök	tündöklöm	38	2	2.5649493574615367	-lik	2	NA	NA	3078	NA	NA	NA
tűnődik	NA	tűnődik	lakok/lakom	real word corpus freq	tűnődök	tűnődöm	318	2913	-2.2120908839703057	NA	2	NA	NA	27459	NA	NA	NA
túrázik	NA	túrázik	lakok/lakom	real word corpus freq	túrázok	túrázom	1261	1166	0.07826141081460257	-zik	2	NA	NA	49897	NA	NA	NA
türelmetlenkedik	NA	türelmetlenkedik	lakok/lakom	real word corpus freq	türelmetlenkedek	türelmetlenkedem	71	55	0.25131442828090617	NA	5	NA	NA	3453	NA	NA	NA
turistáskodik	NA	turistáskodik	lakok/lakom	real word corpus freq	turistáskodok	turistáskodom	11	34	-1.0704414117014134	NA	4	NA	NA	1689	NA	NA	NA
tüsténkedik	NA	tüsténkedik	lakok/lakom	real word corpus freq	tüsténkedek	tüsténkedem	14	28	-0.6592456288842639	NA	3	NA	NA	2685	NA	NA	NA
tüzeskedik	NA	tüzeskedik	lakok/lakom	real word corpus freq	tüzeskedek	tüzeskedem	2	4	-0.5108256237659907	NA	3	NA	NA	242	NA	NA	NA
udvariaskodik	NA	udvariaskodik	lakok/lakom	real word corpus freq	udvariaskodok	udvariaskodom	12	33	-0.9614111671546248	NA	5	NA	NA	1591	NA	NA	NA
ugrándozik	NA	ugrándozik	lakok/lakom	real word corpus freq	ugrándozok	ugrándozom	52	75	-0.3604414267342093	-zik	3	NA	NA	8866	NA	NA	NA
ügyesedik	NA	ü©esedik	lakok/lakom	real word corpus freq	ügyesedek	ügyesedem	8	8	0	NA	3	NA	NA	2539	NA	NA	NA
ügyeskedik	NA	ü©eskedik	lakok/lakom	real word corpus freq	ügyeskedek	ügyeskedem	105	67	0.44393138893596046	NA	3	NA	NA	11033	NA	NA	NA
ügyetlenkedik	NA	ü©etlenkedik	lakok/lakom	real word corpus freq	ügyetlenkedek	ügyetlenkedem	57	38	0.39688136441677296	NA	4	NA	NA	1969	NA	NA	NA
ügyködik	NA	ü©ködik	lakok/lakom	real word corpus freq	ügyködök	ügyködöm	210	342	-0.48587231368987344	NA	2	NA	NA	11226	NA	NA	NA
ügyvédkedik	NA	ü©védkedik	lakok/lakom	real word corpus freq	ügyvédkedek	ügyvédkedem	5	5	0	NA	3	NA	NA	263	NA	NA	NA
ultizik	NA	ultizik	lakok/lakom	real word corpus freq	ultizok	ultizom	16	6	0.8873031950009027	-zik	2	NA	NA	1092	NA	NA	NA
unatkozik	NA	unatkozik	lakok/lakom	real word corpus freq	unatkozok	unatkozom	685	4510	-1.8833965096825107	-zik	3	NA	NA	103069	NA	NA	NA
undokoskodik	NA	undokoskodik	lakok/lakom	real word corpus freq	undokoskodok	undokoskodom	1	4	-0.916290731874155	NA	4	NA	NA	79	NA	NA	NA
undorodik	NA	undorodik	lakok/lakom	real word corpus freq	undorodok	undorodom	270	1265	-1.5414987818244206	NA	3	NA	NA	14293	NA	NA	NA
uralkodik	NA	uralkodik	lakok/lakom	real word corpus freq	uralkodok	uralkodom	252	393	-0.4429614205704136	NA	3	NA	NA	204714	NA	NA	NA
úszik	NA	úßik	lakok/lakom	real word corpus freq	úszok	úszom	2060	3809	-0.6144378872302877	-szik	1	NA	NA	228752	NA	NA	NA
utálkozik	NA	utálkozik	lakok/lakom	real word corpus freq	utálkozok	utálkozom	19	77	-1.3609765531356008	-zik	3	NA	NA	2391	NA	NA	NA
utazik	NA	utazik	lakok/lakom	real word corpus freq	utazok	utazom	6397	18616	-1.0680897002624337	-zik	2	NA	NA	732800	NA	NA	NA
ütközik	NA	ütközik	lakok/lakom	real word corpus freq	ütközök	ütközöm	709	1476	-0.7325033124960186	-zik	2	NA	NA	225302	NA	NA	NA
ütődik	NA	ütődik	lakok/lakom	real word corpus freq	ütődök	ütődöm	1	18	-2.2512917986064953	NA	2	NA	NA	5543	NA	NA	NA
vackolódik	NA	vackolódik	lakok/lakom	real word corpus freq	vackolódok	vackolódom	1	3	-0.6931471805599453	NA	3	NA	NA	577	NA	NA	NA
vacsorázik	NA	vaçorázik	lakok/lakom	real word corpus freq	vacsorázok	vacsorázom	258	627	-0.8857121047686609	-zik	3	NA	NA	50661	NA	NA	NA
vádaskodik	NA	vádaskodik	lakok/lakom	real word corpus freq	vádaskodok	vádaskodom	48	64	-0.2825669717850105	NA	3	NA	NA	5755	NA	NA	NA
vadászik	NA	vadáßik	lakok/lakom	real word corpus freq	vadászok	vadászom	61	2658	-3.758571006197928	-szik	2	NA	NA	98441	NA	NA	NA
vagdalkozik	NA	vagdalkozik	lakok/lakom	real word corpus freq	vagdalkozok	vagdalkozom	33	49	-0.3856624808119846	-zik	3	NA	NA	3657	NA	NA	NA
vágódik	NA	vágódik	lakok/lakom	real word corpus freq	vágódok	vágódom	93	60	0.4324209180966926	NA	2	NA	NA	11694	NA	NA	NA
vágyakozik	NA	vá©akozik	lakok/lakom	real word corpus freq	vágyakozok	vágyakozom	141	1038	-1.9901869334979667	-zik	3	NA	NA	33026	NA	NA	NA
vágyik	NA	vá©ik	lakok/lakom	real word corpus freq	vágyok	vágyom	7697	47925	-1.828697599788822	NA	1	NA	NA	579400	NA	NA	NA
vágyódik	NA	vá©ódik	lakok/lakom	real word corpus freq	vágyódok	vágyódom	53	1364	-3.2299256610547857	NA	2	NA	NA	14271	NA	NA	NA
vakaródzik	NA	vakaródzik	lakok/lakom	real word corpus freq	vakaródzok	vakaródzom	13	26	-0.6567795363890705	-zik	3	NA	NA	3785	NA	NA	NA
vakoskodik	NA	vakoskodik	lakok/lakom	real word corpus freq	vakoskodok	vakoskodom	1	6	-1.252762968495368	NA	3	NA	NA	297	NA	NA	NA
vállalkozik	NA	vállalkozik	lakok/lakom	real word corpus freq	vállalkozok	vállalkozom	632	4722	-2.009729047751941	-zik	3	NA	NA	141984	NA	NA	NA
vállasodik	NA	vállasodik	lakok/lakom	real word corpus freq	vállasodok	vállasodom	1	3	-0.6931471805599453	NA	3	NA	NA	49	NA	NA	NA
változik	NA	változik	lakok/lakom	real word corpus freq	változok	változom	851	2697	-1.1526795099383855	-zik	2	NA	NA	1725689	NA	NA	NA
várakozik	NA	várakozik	lakok/lakom	real word corpus freq	várakozok	várakozom	475	764	-0.4744579795951158	-zik	3	NA	NA	96850	NA	NA	NA
vastagszik	NA	vastagßik	lakok/lakom	real word corpus freq	vastagszok	vastagszom	1	1	0	-szik	2	NA	NA	4356	NA	NA	NA
vasutazik	NA	vasutazik	lakok/lakom	real word corpus freq	vasutazok	vasutazom	4	3	0.22314355131420976	-zik	3	NA	NA	163	NA	NA	NA
védekezik	NA	védekezik	lakok/lakom	real word corpus freq	védekezek	védekezem	452	366	0.21053027742846367	-zik	3	NA	NA	166798	NA	NA	NA
végrendelkezik	NA	végrendelkezik	lakok/lakom	real word corpus freq	végrendelkezek	végrendelkezem	7	32	-1.4170660197866445	-zik	4	NA	NA	4099	NA	NA	NA
végződik	NA	végződik	lakok/lakom	real word corpus freq	végződök	végződöm	12	47	-1.3062516534463542	NA	2	NA	NA	106685	NA	NA	NA
vékonyodik	NA	véko¥odik	lakok/lakom	real word corpus freq	vékonyodok	vékonyodom	2	4	-0.5108256237659907	NA	3	NA	NA	4362	NA	NA	NA
vélekedik	NA	vélekedik	lakok/lakom	real word corpus freq	vélekedek	vélekedem	720	334	0.7665086054598828	NA	3	NA	NA	123148	NA	NA	NA
vélekszik	NA	vélekßik	lakok/lakom	real word corpus freq	vélekszek	vélekszem	8	15	-0.5753641449035618	-szik	2	NA	NA	123148	NA	NA	NA
vendégeskedik	NA	vendégeskedik	lakok/lakom	real word corpus freq	vendégeskedek	vendégeskedem	27	43	-0.45198512374305727	NA	4	NA	NA	21782	NA	NA	NA
verejtékezik	NA	verejtékezik	lakok/lakom	real word corpus freq	verejtékezek	verejtékezem	31	17	0.5753641449035618	-zik	4	NA	NA	3711	NA	NA	NA
verekszik	NA	verekßik	lakok/lakom	real word corpus freq	verekszek	verekszem	23	279	-2.456735772821304	-szik	2	NA	NA	32024	NA	NA	NA
vergődik	NA	vergődik	lakok/lakom	real word corpus freq	vergődök	vergődöm	416	452	-0.08280590368423253	NA	2	NA	NA	27292	NA	NA	NA
verődik	NA	verődik	lakok/lakom	real word corpus freq	verődök	verődöm	17	8	0.6931471805599453	NA	2	NA	NA	17097	NA	NA	NA
veselkedik	NA	veselkedik	lakok/lakom	real word corpus freq	veselkedek	veselkedem	65	26	0.8938178760220965	NA	3	NA	NA	2295	NA	NA	NA
veszekszik	NA	veßekßik	lakok/lakom	real word corpus freq	veszekszek	veszekszem	82	630	-2.0284652547446154	-szik	2	NA	NA	39570	NA	NA	NA
veszkődik	NA	veßkődik	lakok/lakom	real word corpus freq	veszkődök	veszkődöm	3	22	-1.749199854809259	NA	2	NA	NA	353	NA	NA	NA
veszik	NA	veßik	lakok/lakom	real word corpus freq	veszök	veszöm	5	2	0.6931471805599453	-szik	1	NA	NA	11594685	NA	NA	NA
vesződik	NA	veßődik	lakok/lakom	real word corpus freq	vesződök	vesződöm	113	232	-0.714840005171205	NA	2	NA	NA	11429	NA	NA	NA
vetekszik	NA	vetekßik	lakok/lakom	real word corpus freq	vetekszek	vetekszem	5	13	-0.8472978603872037	-szik	2	NA	NA	28843	NA	NA	NA
vetélkedik	NA	vetélkedik	lakok/lakom	real word corpus freq	vetélkedek	vetélkedem	14	4	1.0986122886681098	NA	3	NA	NA	10217	NA	NA	NA
vetemedik	NA	vetemedik	lakok/lakom	real word corpus freq	vetemedek	vetemedem	271	154	0.5623769493767508	NA	3	NA	NA	15187	NA	NA	NA
vetkezik	NA	vetkezik	lakok/lakom	real word corpus freq	vetkezek	vetkezem	10	21	-0.6931471805599453	-zik	2	NA	NA	11392	NA	NA	NA
vétkezik	NA	vétkezik	lakok/lakom	real word corpus freq	vétkezek	vétkezem	85	359	-1.4317567351966478	-zik	2	NA	NA	32653	NA	NA	NA
vetkőzik	NA	vetkőzik	lakok/lakom	real word corpus freq	vetkőzök	vetkőzöm	146	47	1.119231575870845	-zik	2	NA	NA	24481	NA	NA	NA
vetődik	NA	vetődik	lakok/lakom	real word corpus freq	vetődök	vetődöm	140	173	-0.2102954088363608	NA	2	NA	NA	46975	NA	NA	NA
viaskodik	NA	viaskodik	lakok/lakom	real word corpus freq	viaskodok	viaskodom	50	137	-0.995428052432879	NA	3	NA	NA	10940	NA	NA	NA
viccelődik	NA	viccelődik	lakok/lakom	real word corpus freq	viccelődök	viccelődöm	226	270	-0.17716880339829824	NA	3	NA	NA	25569	NA	NA	NA
vigadozik	NA	vigadozik	lakok/lakom	real word corpus freq	vigadozok	vigadozom	8	5	0.4054651081081644	-zik	3	NA	NA	1583	NA	NA	NA
vigasztalódik	NA	vigaßtalódik	lakok/lakom	real word corpus freq	vigasztalódok	vigasztalódom	22	82	-1.283346391867448	NA	4	NA	NA	7309	NA	NA	NA
világosodik	NA	világosodik	lakok/lakom	real word corpus freq	világosodok	világosodom	24	8	1.0216512475319812	NA	4	NA	NA	9640	NA	NA	NA
villanyozódik	NA	villa¥ozódik	lakok/lakom	real word corpus freq	villanyozódok	villanyozódom	2	6	-0.8472978603872037	NA	4	NA	NA	154	NA	NA	NA
virágzik	NA	virágzik	lakok/lakom	real word corpus freq	virágzok	virágzom	18	45	-0.8842024173226546	-zik	2	NA	NA	83044	NA	NA	NA
virgonckodik	NA	virgonckodik	lakok/lakom	real word corpus freq	virgonckodok	virgonckodom	10	5	0.6061358035703155	NA	3	NA	NA	557	NA	NA	NA
virtuskodik	NA	virtuskodik	lakok/lakom	real word corpus freq	virtuskodok	virtuskodom	2	3	-0.2876820724517809	NA	3	NA	NA	206	NA	NA	NA
viselkedik	NA	viselkedik	lakok/lakom	real word corpus freq	viselkedek	viselkedem	1559	2816	-0.5909866676327898	NA	3	NA	NA	307068	NA	NA	NA
visszakozik	NA	visßakozik	lakok/lakom	real word corpus freq	visszakozok	visszakozom	50	54	-0.07550755250814517	-zik	3	NA	NA	8527	NA	NA	NA
viszálykodik	NA	vißá¬kodik	lakok/lakom	real word corpus freq	viszálykodok	viszálykodom	1	1	0	NA	3	NA	NA	672	NA	NA	NA
viszik	NA	vißik	lakok/lakom	real word corpus freq	viszok	viszom	28	3	1.9810014688665831	-szik	1	NA	NA	2117715	NA	NA	NA
viszik	NA	vißik	lakok/lakom	real word corpus freq	viszök	viszöm	10	6	0.4519851237430572	-szik	1	NA	NA	2117715	NA	NA	NA
vitatkozik	NA	vitatkozik	lakok/lakom	real word corpus freq	vitatkozok	vitatkozom	862	4221	-1.5876495373248378	-zik	3	NA	NA	147337	NA	NA	NA
vitázik	NA	vitázik	lakok/lakom	real word corpus freq	vitázok	vitázom	574	565	0.0157759625941674	-zik	2	NA	NA	46729	NA	NA	NA
vitézkedik	NA	vitézkedik	lakok/lakom	real word corpus freq	vitézkedek	vitézkedem	14	22	-0.4274440148269396	NA	3	NA	NA	4493	NA	NA	NA
vitorlázik	NA	vitorlázik	lakok/lakom	real word corpus freq	vitorlázok	vitorlázom	423	167	0.9257694758286988	-zik	3	NA	NA	19586	NA	NA	NA
vívódik	NA	vívódik	lakok/lakom	real word corpus freq	vívódok	vívódom	189	184	0.02666824708216127	NA	2	NA	NA	5972	NA	NA	NA
vizesedik	NA	vizesedik	lakok/lakom	real word corpus freq	vizesedek	vizesedem	78	11	1.8845412026790211	NA	3	NA	NA	3171	NA	NA	NA
vízilabdázik	NA	vízilabdázik	lakok/lakom	real word corpus freq	vízilabdázok	vízilabdázom	37	54	-0.3697470255060851	-zik	4	NA	NA	3094	NA	NA	NA
vizsgálódik	NA	viΩgálódik	lakok/lakom	real word corpus freq	vizsgálódok	vizsgálódom	44	104	-0.8472978603872037	NA	3	NA	NA	22746	NA	NA	NA
vizsgázik	NA	viΩgázik	lakok/lakom	real word corpus freq	vizsgázok	vizsgázom	313	698	-0.800257756325557	-zik	2	NA	NA	61681	NA	NA	NA
vonakodik	NA	vonakodik	lakok/lakom	real word corpus freq	vonakodok	vonakodom	56	214	-1.3275867602931126	NA	3	NA	NA	22619	NA	NA	NA
vonatozik	NA	vonatozik	lakok/lakom	real word corpus freq	vonatozok	vonatozom	211	199	0.05826890812397582	-zik	3	NA	NA	10066	NA	NA	NA
vonszolódik	NA	vonßolódik	lakok/lakom	real word corpus freq	vonszolódok	vonszolódom	2	4	-0.5108256237659907	NA	3	NA	NA	354	NA	NA	NA
vonzódik	NA	vonzódik	lakok/lakom	real word corpus freq	vonzódok	vonzódom	305	4003	-2.5714640384827305	NA	2	NA	NA	41981	NA	NA	NA
vörösödik	NA	vörösödik	lakok/lakom	real word corpus freq	vörösödök	vörösödöm	38	48	-0.2282586519809802	NA	3	NA	NA	2652	NA	NA	NA
zárkózik	NA	zárkózik	lakok/lakom	real word corpus freq	zárkózok	zárkózom	187	766	-1.406044838537307	-zik	2	NA	NA	34767	NA	NA	NA
záródik	NA	záródik	lakok/lakom	real word corpus freq	záródok	záródom	9	2	1.203972804325936	NA	2	NA	NA	24424	NA	NA	NA
zongorázik	NA	zongorázik	lakok/lakom	real word corpus freq	zongorázok	zongorázom	211	1813	-2.1467033560030693	-zik	3	NA	NA	30452	NA	NA	NA
zötykölődik	NA	zö†kölődik	lakok/lakom	real word corpus freq	zötykölődök	zötykölődöm	65	97	-0.3953127366441464	NA	3	NA	NA	3597	NA	NA	NA
zsarnokoskodik	NA	Ωarnokoskodik	lakok/lakom	real word corpus freq	zsarnokoskodok	zsarnokoskodom	1	9	-1.6094379124341005	NA	4	NA	NA	1288	NA	NA	NA
zsírosodik	NA	Ωírosodik	lakok/lakom	real word corpus freq	zsírosodok	zsírosodom	51	22	0.8157495026522776	NA	3	NA	NA	5118	NA	NA	NA
zsonglőrködik	NA	Ωonglőrködik	lakok/lakom	real word corpus freq	zsonglőrködök	zsonglőrködöm	15	95	-1.791759469228055	NA	3	NA	NA	3950	NA	NA	NA
zsörtölődik	NA	Ωörtölődik	lakok/lakom	real word corpus freq	zsörtölődök	zsörtölődöm	32	68	-0.7375989431307791	NA	3	NA	NA	3330	NA	NA	NA
zsúfolódik	NA	Ωúfolódik	lakok/lakom	real word corpus freq	zsúfolódok	zsúfolódom	2	2	0	NA	3	NA	NA	4651	NA	NA	NA
zúgolódik	NA	zúgolódik	lakok/lakom	real word corpus freq	zúgolódok	zúgolódom	20	29	-0.35667494393873245	NA	3	NA	NA	6221	NA	NA	NA
zuhanyozik	NA	zuha¥ozik	lakok/lakom	real word corpus freq	zuhanyozok	zuhanyozom	113	131	-0.1466034741918754	-zik	3	NA	NA	20011	NA	NA	NA
játék	NA	játék	hotelban/hotelben	real word corpus freq	játékban	játékben	203167	99	7.616618315982085	NA	NA	é	ban	3685489	á	FALSE	NA
játék	NA	játék	hotelban/hotelben	real word corpus freq	játékra	játékre	87601	24	8.161683282845885	NA	NA	é	NA	3685489	á	FALSE	NA
játék	NA	játék	hotelban/hotelben	real word corpus freq	játékba	játékbe	60196	10	8.607482523369749	NA	NA	é	NA	3685489	á	FALSE	NA
játék	NA	játék	hotelban/hotelben	real word corpus freq	játéknak	játéknek	57218	10	8.556746017246166	NA	NA	é	nak	3685489	á	FALSE	NA
kastély	NA	kasté¬	hotelban/hotelben	real word corpus freq	kastélyban	kastélyben	33676	13	7.7855130611395085	NA	NA	é	ban	320792	a	TRUE	NA
szomszéd	NA	ßomßéd	hotelban/hotelben	real word corpus freq	szomszédban	szomszédben	23555	26	6.771298978060132	NA	NA	é	ban	463192	o	TRUE	NA
tányér	NA	tá¥ér	hotelban/hotelben	real word corpus freq	tányérra	tányérre	22065	25	6.743696703298769	NA	NA	é	NA	157436	á	FALSE	NA
árnyék	NA	ár¥ék	hotelban/hotelben	real word corpus freq	árnyékban	árnyékben	21244	43	6.179687218630651	NA	NA	é	ban	251729	á	TRUE	NA
húsvét	NA	húsvét	hotelban/hotelben	real word corpus freq	húsvétra	húsvétre	18684	12	7.270526984458048	NA	NA	é	NA	195283	ú	TRUE	NA
szomszéd	NA	ßomßéd	hotelban/hotelben	real word corpus freq	szomszédba	szomszédbe	13246	3	8.105232029564371	NA	NA	é	NA	463192	o	TRUE	NA
pótlék	NA	pótlék	hotelban/hotelben	real word corpus freq	pótlékra	pótlékre	13158	1	8.791714033590194	NA	NA	é	NA	138201	ó	TRUE	NA
játék	NA	játék	hotelban/hotelben	real word corpus freq	játéknál	játéknél	12208	14	6.701878462566645	NA	NA	é	nál	3685489	á	FALSE	NA
fazék	NA	fazék	hotelban/hotelben	real word corpus freq	fazékba	fazékbe	10788	3	7.899988014431449	NA	NA	é	NA	47132	a	FALSE	NA
fazék	NA	fazék	hotelban/hotelben	real word corpus freq	fazékban	fazékben	9920	23	6.0243551713019565	NA	NA	é	ban	47132	a	FALSE	NA
árnyék	NA	ár¥ék	hotelban/hotelben	real word corpus freq	árnyékba	árnyékbe	8169	4	7.3987862754199485	NA	NA	é	NA	251729	á	TRUE	NA
szomszéd	NA	ßomßéd	hotelban/hotelben	real word corpus freq	szomszédnak	szomszédnek	6602	2	7.696667081526462	NA	NA	é	nak	463192	o	TRUE	NA
tányér	NA	tá¥ér	hotelban/hotelben	real word corpus freq	tányérba	tányérbe	6270	8	6.546466533206802	NA	NA	é	NA	157436	á	FALSE	NA
szándék	NA	ßándék	hotelban/hotelben	real word corpus freq	szándéknak	szándéknek	6201	1	8.03947991910045	NA	NA	é	nak	734342	á	TRUE	NA
panel	NA	panel	hotelban/hotelben	real word corpus freq	panelban	panelben	4832	4651	0.03817015820652909	NA	NA	e	ban	223571	a	FALSE	NA
poén	NA	poén	hotelban/hotelben	real word corpus freq	poénnak	poénnek	4075	15	5.540282672102834	NA	NA	é	nak	131624	o	NA	NA
fotel	NA	fotel	hotelban/hotelben	real word corpus freq	fotelban	fotelben	4069	8185	-0.6987823786157077	NA	NA	e	ban	70961	o	FALSE	NA
hotel	NA	hotel	hotelban/hotelben	real word corpus freq	hotelban	hotelben	4069	57356	-2.6456518942138727	NA	NA	e	ban	789022	o	FALSE	NA
szándék	NA	ßándék	hotelban/hotelben	real word corpus freq	szándékra	szándékre	3820	1	7.555120266886955	NA	NA	é	NA	734342	á	TRUE	NA
pótlék	NA	pótlék	hotelban/hotelben	real word corpus freq	pótlékban	pótlékben	3549	10	5.776807609671091	NA	NA	é	ban	138201	ó	TRUE	NA
kastély	NA	kasté¬	hotelban/hotelben	real word corpus freq	kastélynak	kastélynek	3275	1	7.401231264413015	NA	NA	é	nak	320792	a	TRUE	NA
haver	NA	haver	hotelban/hotelben	real word corpus freq	havernak	havernek	3259	161	3.001886139128369	NA	NA	e	nak	165801	a	FALSE	NA
fotel	NA	fotel	hotelban/hotelben	real word corpus freq	fotelba	fotelbe	3232	3212	0.00620541860957467	NA	NA	e	NA	70961	o	FALSE	NA
tányér	NA	tá¥ér	hotelban/hotelben	real word corpus freq	tányérban	tányérben	2603	1	7.171656822768514	NA	NA	é	ban	157436	á	FALSE	NA
páncél	NA	páncél	hotelban/hotelben	real word corpus freq	páncélba	páncélbe	2586	2	6.7596418935179194	NA	NA	é	NA	48853	á	TRUE	NA
farmer	NA	farmer	hotelban/hotelben	real word corpus freq	farmerban	farmerben	2327	3390	-0.3761153332743102	NA	NA	e	ban	82647	a	TRUE	NA
honvéd	NA	honvéd	hotelban/hotelben	real word corpus freq	honvédban	honvédben	2305	125	2.9069877938775264	NA	NA	é	ban	186978	o	TRUE	NA
honvéd	NA	honvéd	hotelban/hotelben	real word corpus freq	honvédnak	honvédnek	2175	750	1.0638379562116984	NA	NA	é	nak	186978	o	TRUE	NA
poén	NA	poén	hotelban/hotelben	real word corpus freq	poénra	poénre	2084	14	4.9344739331306915	NA	NA	é	NA	131624	o	NA	NA
páncél	NA	páncél	hotelban/hotelben	real word corpus freq	páncélban	páncélben	2025	2	6.515206396140519	NA	NA	é	ban	48853	á	TRUE	NA
árnyék	NA	ár¥ék	hotelban/hotelben	real word corpus freq	árnyékra	árnyékre	1715	1	6.754604099487962	NA	NA	é	NA	251729	á	TRUE	NA
acél	NA	acél	hotelban/hotelben	real word corpus freq	acélra	acélre	1651	2	6.311129665412814	NA	NA	é	NA	172196	a	FALSE	NA
hotel	NA	hotel	hotelban/hotelben	real word corpus freq	hotelba	hotelbe	1640	10613	-1.866868072297749	NA	NA	e	NA	789022	o	FALSE	NA
honvéd	NA	honvéd	hotelban/hotelben	real word corpus freq	honvédnál	honvédnél	1592	116	2.6112003751122925	NA	NA	é	nál	186978	o	TRUE	NA
szomszéd	NA	ßomßéd	hotelban/hotelben	real word corpus freq	szomszédnál	szomszédnél	1446	1	6.5841005460715385	NA	NA	é	nál	463192	o	TRUE	NA
panel	NA	panel	hotelban/hotelben	real word corpus freq	panelba	panelbe	1393	1112	0.2251182400449244	NA	NA	e	NA	223571	a	FALSE	NA
szomszéd	NA	ßomßéd	hotelban/hotelben	real word corpus freq	szomszédra	szomszédre	1383	1	6.539585955617669	NA	NA	é	NA	463192	o	TRUE	NA
húsvét	NA	húsvét	hotelban/hotelben	real word corpus freq	húsvétnak	húsvétnek	1284	5	5.366754528101265	NA	NA	é	nak	195283	ú	TRUE	NA
acél	NA	acél	hotelban/hotelben	real word corpus freq	acélnál	acélnél	1041	2	5.850284933645202	NA	NA	é	nál	172196	a	FALSE	NA
pótlék	NA	pótlék	hotelban/hotelben	real word corpus freq	pótléknak	pótléknek	1036	3	5.557792847109637	NA	NA	é	nak	138201	ó	TRUE	NA
panel	NA	panel	hotelban/hotelben	real word corpus freq	panelra	panelre	994	2955	-1.0888495449094997	NA	NA	e	NA	223571	a	FALSE	NA
árnyék	NA	ár¥ék	hotelban/hotelben	real word corpus freq	árnyéknak	árnyéknek	946	3	5.467004732066187	NA	NA	é	nak	251729	á	TRUE	NA
acél	NA	acél	hotelban/hotelben	real word corpus freq	acélnak	acélnek	903	3	5.420534999272286	NA	NA	é	nak	172196	a	FALSE	NA
balek	NA	balek	hotelban/hotelben	real word corpus freq	baleknak	baleknek	860	143	1.7882812048517305	NA	NA	e	nak	13062	a	FALSE	NA
haver	NA	haver	hotelban/hotelben	real word corpus freq	havernál	havernél	844	26	3.443499761352845	NA	NA	e	nál	165801	a	FALSE	NA
hóhér	NA	hóhér	hotelban/hotelben	real word corpus freq	hóhérnak	hóhérnek	820	3	5.324228748332538	NA	NA	é	nak	21404	ó	FALSE	NA
koktél	NA	koktél	hotelban/hotelben	real word corpus freq	koktélra	koktélre	812	3	5.31443674842792	NA	NA	é	NA	70915	o	TRUE	NA
blues	NA	blues	hotelban/hotelben	real word corpus freq	bluesban	bluesben	797	2	5.583496308781699	NA	NA	e	ban	77971	u	NA	NA
honvéd	NA	honvéd	hotelban/hotelben	real word corpus freq	honvédba	honvédbe	789	37	3.0344467857346813	NA	NA	é	NA	186978	o	TRUE	NA
matek	NA	matek	hotelban/hotelben	real word corpus freq	matekra	matekre	755	18	3.6836023970130927	NA	NA	e	NA	47606	a	FALSE	NA
fater	NA	fater	hotelban/hotelben	real word corpus freq	faternak	faternek	718	80	2.183412203048608	NA	NA	e	nak	15751	a	FALSE	NA
matek	NA	matek	hotelban/hotelben	real word corpus freq	matekban	matekben	672	18	3.567306350478287	NA	NA	e	ban	47606	a	FALSE	NA
konkrét	NA	konkrét	hotelban/hotelben	real word corpus freq	konkrétnak	konkrétnek	654	13	3.8455779060199937	NA	NA	é	nak	915418	o	TRUE	NA
koktél	NA	koktél	hotelban/hotelben	real word corpus freq	koktélnak	koktélnek	651	7	4.400603020246817	NA	NA	é	nak	70915	o	TRUE	NA
balett	NA	balett	hotelban/hotelben	real word corpus freq	balettra	balettre	564	638	-0.12307872323109388	NA	NA	e	NA	87544	a	FALSE	NA
karéj	NA	karéj	hotelban/hotelben	real word corpus freq	karéjban	karéjben	563	1	5.641907070938114	NA	NA	é	ban	6812	a	FALSE	NA
skanzen	NA	skanzen	hotelban/hotelben	real word corpus freq	skanzenban	skanzenben	563	6571	-2.4555192276591	NA	NA	e	ban	26458	a	TRUE	NA
skanzen	NA	skanzen	hotelban/hotelben	real word corpus freq	skanzenban	skanzen	563	1	5.641907070938114	NA	NA	e	ban	26458	a	TRUE	NA
manézs	NA	manéΩ	hotelban/hotelben	real word corpus freq	manézsban	manézsben	528	5	4.479228962630245	NA	NA	é	ban	1722	a	FALSE	NA
bunker	NA	bunker	hotelban/hotelben	real word corpus freq	bunkerban	bunkerben	497	2292	-1.5270162058332517	NA	NA	e	ban	25691	u	TRUE	NA
maszek	NA	maßek	hotelban/hotelben	real word corpus freq	maszekban	maszekben	493	23	3.0244816868399766	NA	NA	e	ban	9770	a	FALSE	NA
borbély	NA	borbé¬	hotelban/hotelben	real word corpus freq	borbélynál	borbélynél	429	1	5.3706380281276624	NA	NA	é	nál	59299	o	TRUE	NA
szolfézs	NA	ßolféΩ	hotelban/hotelben	real word corpus freq	szolfézsra	szolfézsre	416	72	1.7426267806504103	NA	NA	é	NA	7287	o	TRUE	NA
koktél	NA	koktél	hotelban/hotelben	real word corpus freq	koktélba	koktélbe	397	3	4.600157644164547	NA	NA	é	NA	70915	o	TRUE	NA
blues	NA	blues	hotelban/hotelben	real word corpus freq	bluesnak	bluesnek	386	4	4.3489867805956814	NA	NA	e	nak	77971	u	NA	NA
