trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
NA,1,posttest trial,88,"[""spélszem"",""spélszek""]",8,139,Te bizony sokat spélszel. Én is sokat...,NA,spélszem,NA
NA,1,posttest trial,88,"[""prohódzok"",""prohódzom""]",8,140,Te bizony sokat prohódzol. Én is sokat...,NA,prohódzom,NA
NA,1,posttest trial,88,"[""fligzok"",""fligzom""]",8,141,Te bizony sokat fligzol. Én is sokat...,NA,fligzom,NA
NA,1,posttest trial,88,"[""trihagzom"",""trihagzok""]",8,142,Te bizony sokat trihagzol. Én is sokat...,NA,trihagzom,NA
NA,1,posttest trial,88,"[""aglom"",""aglok""]",8,143,Te bizony sokat aglasz. Én is sokat...,NA,aglom,NA
NA,1,posttest trial,88,"[""huklok"",""huklom""]",8,144,Te bizony sokat huklasz. Én is sokat...,NA,huklom,NA
NA,1,posttest trial,88,"[""gyibakszok"",""gyibakszom""]",8,145,Te bizony sokat gyibakszol. Én is sokat...,NA,gyibakszom,NA
NA,0,posttest trial,88,"[""bivejlek"",""bivejlem""]",8,146,Te bizony sokat bivejlesz. Én is sokat...,NA,bivejlek,NA
NA,0,posttest trial,88,"[""ibáglom"",""ibáglok""]",8,147,Te bizony sokat ibáglasz. Én is sokat...,NA,ibáglok,NA
NA,0,posttest trial,88,"[""praslok"",""praslom""]",8,148,Te bizony sokat praslasz. Én is sokat...,NA,praslok,NA
NA,1,posttest trial,88,"[""csólorzom"",""csólorzok""]",8,149,Te bizony sokat csólorzol. Én is sokat...,NA,csólorzom,NA
NA,0,posttest trial,88,"[""flözlöm"",""flözlök""]",8,150,Te bizony sokat flözlesz. Én is sokat...,NA,flözlök,NA
NA,1,posttest trial,88,"[""spatszok"",""spatszom""]",8,151,Te bizony sokat spatszol. Én is sokat...,NA,spatszom,NA
NA,0,posttest trial,88,"[""zödlök"",""zödlöm""]",8,152,Te bizony sokat zödlesz. Én is sokat...,NA,zödlök,NA
NA,0,posttest trial,88,"[""klidlok"",""klidlom""]",8,153,Te bizony sokat klidlasz. Én is sokat...,NA,klidlok,NA
NA,1,posttest trial,88,"[""plágadzok"",""plágadzom""]",8,154,Te bizony sokat plágadzol. Én is sokat...,NA,plágadzom,NA
NA,0,posttest trial,88,"[""gerénylem"",""gerénylek""]",8,155,Te bizony sokat gerénylesz. Én is sokat...,NA,gerénylek,NA
NA,0,posttest trial,88,"[""prezlek"",""prezlem""]",8,156,Te bizony sokat prezlesz. Én is sokat...,NA,prezlek,NA
NA,1,posttest trial,88,"[""flibekszek"",""flibekszem""]",8,157,Te bizony sokat flibekszel. Én is sokat...,NA,flibekszem,NA
NA,0,posttest trial,88,"[""péleslek"",""péleslem""]",8,158,Te bizony sokat péleslesz. Én is sokat...,NA,péleslek,NA
NA,1,posttest trial,88,"[""plövőrzöm"",""plövőrzök""]",8,159,Te bizony sokat plövőrzöl. Én is sokat...,NA,plövőrzöm,NA
NA,1,posttest trial,88,"[""friszlom"",""friszlok""]",8,160,Te bizony sokat friszlasz. Én is sokat...,NA,friszlom,NA
NA,1,posttest trial,88,"[""tuboklom"",""tuboklok""]",8,161,Te bizony sokat tuboklasz. Én is sokat...,NA,tuboklom,NA
NA,1,posttest trial,88,"[""spülöklöm"",""spülöklök""]",8,162,Te bizony sokat spülöklesz. Én is sokat...,NA,spülöklöm,NA
NA,1,posttest trial,88,"[""fliraklom"",""fliraklok""]",8,163,Te bizony sokat fliraklasz. Én is sokat...,NA,fliraklom,NA
NA,0,posttest trial,88,"[""flérlem"",""flérlek""]",8,164,Te bizony sokat flérlesz. Én is sokat...,NA,flérlek,NA
NA,0,posttest trial,88,"[""vűjlök"",""vűjlöm""]",8,165,Te bizony sokat vűjlesz. Én is sokat...,NA,vűjlök,NA
NA,1,posttest trial,88,"[""drügzök"",""drügzöm""]",8,166,Te bizony sokat drügzöl. Én is sokat...,NA,drügzöm,NA
NA,0,posttest trial,88,"[""sprédlem"",""sprédlek""]",8,167,Te bizony sokat sprédlesz. Én is sokat...,NA,sprédlek,NA
NA,1,posttest trial,88,"[""spüszlöm"",""spüszlök""]",8,168,Te bizony sokat spüszlesz. Én is sokat...,NA,spüszlöm,NA
NA,0,posttest trial,88,"[""brarlom"",""brarlok""]",8,169,Te bizony sokat brarlasz. Én is sokat...,NA,brarlok,NA
NA,1,posttest trial,88,"[""livaklom"",""livaklok""]",8,170,Te bizony sokat livaklasz. Én is sokat...,NA,livaklom,NA
