trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
NA,1,esp trial,80,"[""tínylok"",""tínylom""]",3,46,Te bizony sokat tínylasz. Én is sokat...,tínylom,tínylom,1
NA,1,esp trial,58,"[""brüjlöm"",""brüjlök""]",3,48,Te bizony sokat brüjlesz. Én is sokat...,brüjlök,brüjlöm,0
NA,1,esp trial,76,"[""flagárzom"",""flagárzok""]",3,50,Te bizony sokat flagárzol. Én is sokat...,flagárzom,flagárzom,1
NA,1,esp trial,95,"[""sprökszök"",""sprökszöm""]",3,52,Te bizony sokat sprökszöl. Én is sokat...,sprökszöm,sprökszöm,1
NA,1,esp trial,95,"[""ruslom"",""ruslok""]",3,54,Te bizony sokat ruslasz. Én is sokat...,ruslok,ruslom,0
NA,1,esp trial,70,"[""trilszom"",""trilszok""]",3,56,Te bizony sokat trilszol. Én is sokat...,trilszom,trilszom,1
NA,1,esp trial,90,"[""prűrlök"",""prűrlöm""]",3,58,Te bizony sokat prűrlesz. Én is sokat...,prűrlök,prűrlöm,0
NA,1,esp trial,87,"[""narjárzok"",""narjárzom""]",3,60,Te bizony sokat narjárzol. Én is sokat...,narjárzom,narjárzom,1
NA,0,esp trial,85,"[""büglök"",""büglöm""]",3,62,Te bizony sokat büglesz. Én is sokat...,büglök,büglök,1
NA,0,esp trial,50,"[""spéslem"",""spéslek""]",3,64,Te bizony sokat spéslesz. Én is sokat...,spéslek,spéslek,1
NA,1,esp trial,86,"[""herégszem"",""herégszek""]",3,66,Te bizony sokat herégszel. Én is sokat...,herégszem,herégszem,1
NA,1,esp trial,93,"[""driládzom"",""driládzok""]",3,68,Te bizony sokat driládzol. Én is sokat...,driládzom,driládzom,1
NA,0,esp trial,98,"[""fibamlom"",""fibamlok""]",3,70,Te bizony sokat fibamlasz. Én is sokat...,fibamlok,fibamlok,1
NA,1,esp trial,92,"[""ribzok"",""ribzom""]",3,72,Te bizony sokat ribzol. Én is sokat...,ribzom,ribzom,1
NA,0,esp trial,92,"[""jüslök"",""jüslöm""]",3,74,Te bizony sokat jüslesz. Én is sokat...,jüslök,jüslök,1
NA,1,esp trial,61,"[""sprogzom"",""sprogzok""]",3,76,Te bizony sokat sprogzol. Én is sokat...,sprogzom,sprogzom,1
NA,1,esp trial,51,"[""brágaklom"",""brágaklok""]",3,78,Te bizony sokat brágaklasz. Én is sokat...,brágaklom,brágaklom,1
NA,1,esp trial,80,"[""marzok"",""marzom""]",3,80,Te bizony sokat marzol. Én is sokat...,marzok,marzom,0
NA,0,esp trial,60,"[""sztremlek"",""sztremlem""]",3,82,Te bizony sokat sztremlesz. Én is sokat...,sztremlek,sztremlek,1
NA,1,esp trial,70,"[""piragszom"",""piragszok""]",3,84,Te bizony sokat piragszol. Én is sokat...,piragszom,piragszom,1
NA,1,esp trial,64,"[""prilegzem"",""prilegzek""]",3,86,Te bizony sokat prilegzel. Én is sokat...,prilegzem,prilegzem,1
NA,0,esp trial,73,"[""pratánylom"",""pratánylok""]",3,88,Te bizony sokat pratánylasz. Én is sokat...,pratánylok,pratánylok,1
NA,1,esp trial,69,"[""vilakszok"",""vilakszom""]",3,90,Te bizony sokat vilakszol. Én is sokat...,vilakszom,vilakszom,1
NA,1,esp trial,98,"[""frilegszek"",""frilegszem""]",3,92,Te bizony sokat frilegszel. Én is sokat...,frilegszem,frilegszem,1
NA,0,esp trial,86,"[""flagánylok"",""flagánylom""]",3,94,Te bizony sokat flagánylasz. Én is sokat...,flagánylok,flagánylok,1
NA,1,esp trial,66,"[""klörlök"",""klörlöm""]",3,96,Te bizony sokat klörlesz. Én is sokat...,klörlöm,klörlöm,1
NA,1,esp trial,78,"[""juszlok"",""juszlom""]",3,98,Te bizony sokat juszlasz. Én is sokat...,juszlom,juszlom,1
NA,0,esp trial,75,"[""femlek"",""femlem""]",3,100,Te bizony sokat femlesz. Én is sokat...,femlek,femlek,1
NA,1,esp trial,60,"[""lorjódzok"",""lorjódzom""]",3,102,Te bizony sokat lorjódzol. Én is sokat...,lorjódzom,lorjódzom,1
NA,1,esp trial,79,"[""pivegszek"",""pivegszem""]",3,104,Te bizony sokat pivegszel. Én is sokat...,pivegszem,pivegszem,1
NA,1,esp trial,94,"[""drubódzom"",""drubódzok""]",3,106,Te bizony sokat drubódzol. Én is sokat...,drubódzom,drubódzom,1
NA,1,esp trial,91,"[""ribegzek"",""ribegzem""]",3,108,Te bizony sokat ribegzel. Én is sokat...,ribegzem,ribegzem,1
NA,1,esp trial,50,"[""spibaklom"",""spibaklok""]",3,110,Te bizony sokat spibaklasz. Én is sokat...,spibaklom,spibaklom,1
NA,1,esp trial,83,"[""spilágzom"",""spilágzok""]",3,112,Te bizony sokat spilágzol. Én is sokat...,spilágzom,spilágzom,1
NA,1,esp trial,52,"[""sűzlök"",""sűzlöm""]",3,114,Te bizony sokat sűzlesz. Én is sokat...,sűzlöm,sűzlöm,1
NA,1,posttest trial,58,"[""pribagszom"",""pribagszok""]",4,117,Te bizony sokat pribagszol. Én is sokat...,NA,pribagszom,NA
NA,1,posttest trial,58,"[""spihegzek"",""spihegzem""]",4,118,Te bizony sokat spihegzel. Én is sokat...,NA,spihegzem,NA
NA,0,posttest trial,58,"[""klaráglok"",""klaráglom""]",4,119,Te bizony sokat klaráglasz. Én is sokat...,NA,klaráglok,NA
NA,0,posttest trial,58,"[""treglek"",""treglem""]",4,120,Te bizony sokat treglesz. Én is sokat...,NA,treglek,NA
NA,1,posttest trial,58,"[""nűröklöm"",""nűröklök""]",4,121,Te bizony sokat nűröklesz. Én is sokat...,NA,nűröklöm,NA
NA,0,posttest trial,58,"[""spubonylok"",""spubonylom""]",4,122,Te bizony sokat spubonylasz. Én is sokat...,NA,spubonylok,NA
NA,0,posttest trial,58,"[""spáraklom"",""spáraklok""]",4,123,Te bizony sokat spáraklasz. Én is sokat...,NA,spáraklok,NA
NA,1,posttest trial,58,"[""lörűdzök"",""lörűdzöm""]",4,124,Te bizony sokat lörűdzöl. Én is sokat...,NA,lörűdzöm,NA
NA,1,posttest trial,58,"[""sztrijzom"",""sztrijzok""]",4,125,Te bizony sokat sztrijzol. Én is sokat...,NA,sztrijzom,NA
NA,1,posttest trial,58,"[""narádzok"",""narádzom""]",4,126,Te bizony sokat narádzol. Én is sokat...,NA,narádzom,NA
NA,1,posttest trial,58,"[""sztrozlom"",""sztrozlok""]",4,127,Te bizony sokat sztrozlasz. Én is sokat...,NA,sztrozlom,NA
NA,1,posttest trial,58,"[""bivégszek"",""bivégszem""]",4,128,Te bizony sokat bivégszel. Én is sokat...,NA,bivégszem,NA
NA,0,posttest trial,58,"[""spihemlek"",""spihemlem""]",4,129,Te bizony sokat spihemlesz. Én is sokat...,NA,spihemlek,NA
NA,0,posttest trial,58,"[""gyibeslem"",""gyibeslek""]",4,130,Te bizony sokat gyibeslesz. Én is sokat...,NA,gyibeslek,NA
NA,1,posttest trial,58,"[""ibékszek"",""ibékszem""]",4,131,Te bizony sokat ibékszel. Én is sokat...,NA,ibékszem,NA
NA,1,posttest trial,58,"[""filágzom"",""filágzok""]",4,132,Te bizony sokat filágzol. Én is sokat...,NA,filágzom,NA
NA,1,posttest trial,58,"[""flehékszem"",""flehékszek""]",4,133,Te bizony sokat flehékszel. Én is sokat...,NA,flehékszem,NA
NA,0,posttest trial,58,"[""huroslom"",""huroslok""]",4,134,Te bizony sokat huroslasz. Én is sokat...,NA,huroslok,NA
NA,0,posttest trial,58,"[""flűmlök"",""flűmlöm""]",4,135,Te bizony sokat flűmlesz. Én is sokat...,NA,flűmlök,NA
NA,1,posttest trial,58,"[""trádlom"",""trádlok""]",4,136,Te bizony sokat trádlasz. Én is sokat...,NA,trádlom,NA
NA,0,posttest trial,58,"[""jonylok"",""jonylom""]",4,137,Te bizony sokat jonylasz. Én is sokat...,NA,jonylok,NA
NA,0,posttest trial,58,"[""flitlok"",""flitlom""]",4,138,Te bizony sokat flitlasz. Én is sokat...,NA,flitlok,NA
NA,0,posttest trial,58,"[""vanylom"",""vanylok""]",4,139,Te bizony sokat vanylasz. Én is sokat...,NA,vanylok,NA
NA,1,posttest trial,58,"[""brubzom"",""brubzok""]",4,140,Te bizony sokat brubzol. Én is sokat...,NA,brubzom,NA
NA,0,posttest trial,58,"[""figlom"",""figlok""]",4,141,Te bizony sokat figlasz. Én is sokat...,NA,figlok,NA
NA,1,posttest trial,58,"[""düjzöm"",""düjzök""]",4,142,Te bizony sokat düjzöl. Én is sokat...,NA,düjzöm,NA
NA,0,posttest trial,58,"[""bihánylok"",""bihánylom""]",4,143,Te bizony sokat bihánylasz. Én is sokat...,NA,bihánylok,NA
NA,1,posttest trial,58,"[""tragzom"",""tragzok""]",4,144,Te bizony sokat tragzol. Én is sokat...,NA,tragzom,NA
NA,1,posttest trial,58,"[""spülűdzöm"",""spülűdzök""]",4,145,Te bizony sokat spülűdzöl. Én is sokat...,NA,spülűdzöm,NA
NA,1,posttest trial,58,"[""klétszem"",""klétszek""]",4,146,Te bizony sokat klétszel. Én is sokat...,NA,klétszem,NA
NA,1,posttest trial,58,"[""vülődzöm"",""vülődzök""]",4,147,Te bizony sokat vülődzöl. Én is sokat...,NA,vülődzöm,NA
NA,0,posttest trial,58,"[""szibánylok"",""szibánylom""]",4,148,Te bizony sokat szibánylasz. Én is sokat...,NA,szibánylok,NA
NA,0,posttest trial,58,"[""prínylom"",""prínylok""]",4,149,Te bizony sokat prínylasz. Én is sokat...,NA,prínylok,NA
NA,0,posttest trial,58,"[""píjlom"",""píjlok""]",4,150,Te bizony sokat píjlasz. Én is sokat...,NA,píjlok,NA
NA,1,posttest trial,58,"[""hűgzök"",""hűgzöm""]",4,151,Te bizony sokat hűgzöl. Én is sokat...,NA,hűgzöm,NA
NA,1,posttest trial,58,"[""rokszom"",""rokszok""]",4,152,Te bizony sokat rokszol. Én is sokat...,NA,rokszom,NA
NA,1,posttest trial,58,"[""sztrűkszöm"",""sztrűkszök""]",4,153,Te bizony sokat sztrűkszöl. Én is sokat...,NA,sztrűkszöm,NA
NA,0,posttest trial,58,"[""spüjzök"",""spüjzöm""]",4,154,Te bizony sokat spüjzöl. Én is sokat...,NA,spüjzök,NA
NA,1,posttest trial,58,"[""rájzom"",""rájzok""]",4,155,Te bizony sokat rájzol. Én is sokat...,NA,rájzom,NA
NA,1,posttest trial,58,"[""plugzok"",""plugzom""]",4,156,Te bizony sokat plugzol. Én is sokat...,NA,plugzom,NA
NA,1,posttest trial,58,"[""pítszom"",""pítszok""]",4,157,Te bizony sokat pítszol. Én is sokat...,NA,pítszom,NA
NA,0,posttest trial,58,"[""plűbzöm"",""plűbzök""]",4,158,Te bizony sokat plűbzöl. Én is sokat...,NA,plűbzök,NA
NA,0,posttest trial,58,"[""pribemlem"",""pribemlek""]",4,159,Te bizony sokat pribemlesz. Én is sokat...,NA,pribemlek,NA
NA,1,posttest trial,58,"[""bűtszöm"",""bűtszök""]",4,160,Te bizony sokat bűtszöl. Én is sokat...,NA,bűtszöm,NA
NA,0,posttest trial,58,"[""klivaslom"",""klivaslok""]",4,161,Te bizony sokat klivaslasz. Én is sokat...,NA,klivaslok,NA
NA,1,posttest trial,58,"[""trehégszem"",""trehégszek""]",4,162,Te bizony sokat trehégszel. Én is sokat...,NA,trehégszem,NA
NA,1,posttest trial,58,"[""hurjorzok"",""hurjorzom""]",4,163,Te bizony sokat hurjorzol. Én is sokat...,NA,hurjorzom,NA
NA,1,posttest trial,58,"[""brobódzok"",""brobódzom""]",4,164,Te bizony sokat brobódzol. Én is sokat...,NA,brobódzom,NA
NA,1,posttest trial,58,"[""flátszom"",""flátszok""]",4,165,Te bizony sokat flátszol. Én is sokat...,NA,flátszom,NA
NA,1,posttest trial,58,"[""salárzom"",""salárzok""]",4,166,Te bizony sokat salárzol. Én is sokat...,NA,salárzom,NA
NA,1,posttest trial,58,"[""brivegzem"",""brivegzek""]",4,167,Te bizony sokat brivegzel. Én is sokat...,NA,brivegzem,NA
NA,1,posttest trial,58,"[""spröbzök"",""spröbzöm""]",4,168,Te bizony sokat spröbzöl. Én is sokat...,NA,spröbzöm,NA
NA,0,posttest trial,58,"[""frodlom"",""frodlok""]",4,169,Te bizony sokat frodlasz. Én is sokat...,NA,frodlok,NA
NA,0,posttest trial,58,"[""flehénylek"",""flehénylem""]",4,170,Te bizony sokat flehénylesz. Én is sokat...,NA,flehénylek,NA
