trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
NA,1,esp trial,78,"[""klétszem"",""klétszek""]",4,96,Te bizony sokat klétszel. Én is sokat...,klétszek,klétszem,0
NA,0,esp trial,54,"[""spihemlem"",""spihemlek""]",4,98,Te bizony sokat spihemlesz. Én is sokat...,spihemlem,spihemlek,0
NA,1,esp trial,86,"[""sztrozlom"",""sztrozlok""]",4,100,Te bizony sokat sztrozlasz. Én is sokat...,sztrozlok,sztrozlom,0
NA,0,esp trial,85,"[""bihánylom"",""bihánylok""]",4,102,Te bizony sokat bihánylasz. Én is sokat...,bihánylom,bihánylok,0
NA,0,esp trial,98,"[""spubonylom"",""spubonylok""]",4,104,Te bizony sokat spubonylasz. Én is sokat...,spubonylom,spubonylok,0
NA,1,esp trial,72,"[""brubzom"",""brubzok""]",4,106,Te bizony sokat brubzol. Én is sokat...,brubzok,brubzom,0
NA,1,esp trial,83,"[""nűröklöm"",""nűröklök""]",4,108,Te bizony sokat nűröklesz. Én is sokat...,nűröklök,nűröklöm,0
NA,1,esp trial,58,"[""vülődzöm"",""vülődzök""]",4,110,Te bizony sokat vülődzöl. Én is sokat...,vülődzök,vülődzöm,0
NA,1,esp trial,56,"[""brobódzok"",""brobódzom""]",4,112,Te bizony sokat brobódzol. Én is sokat...,brobódzok,brobódzom,0
NA,1,esp trial,86,"[""spüjzöm"",""spüjzök""]",4,114,Te bizony sokat spüjzöl. Én is sokat...,spüjzöm,spüjzöm,1
NA,1,posttest trial,84,"[""lihadzok"",""lihadzom""]",8,117,Te bizony sokat lihadzol. Én is sokat...,NA,lihadzom,NA
NA,0,posttest trial,84,"[""féjzem"",""féjzek""]",8,118,Te bizony sokat féjzel. Én is sokat...,NA,féjzek,NA
NA,1,posttest trial,84,"[""spélszek"",""spélszem""]",8,119,Te bizony sokat spélszel. Én is sokat...,NA,spélszem,NA
NA,1,posttest trial,84,"[""spírzom"",""spírzok""]",8,120,Te bizony sokat spírzol. Én is sokat...,NA,spírzom,NA
NA,1,posttest trial,84,"[""spüszlök"",""spüszlöm""]",8,121,Te bizony sokat spüszlesz. Én is sokat...,NA,spüszlöm,NA
NA,1,posttest trial,84,"[""flibekszem"",""flibekszek""]",8,122,Te bizony sokat flibekszel. Én is sokat...,NA,flibekszem,NA
NA,1,posttest trial,84,"[""frágapszom"",""frágapszok""]",8,123,Te bizony sokat frágapszol. Én is sokat...,NA,frágapszom,NA
NA,1,posttest trial,84,"[""fligzok"",""fligzom""]",8,124,Te bizony sokat fligzol. Én is sokat...,NA,fligzom,NA
NA,1,posttest trial,84,"[""gilárzok"",""gilárzom""]",8,125,Te bizony sokat gilárzol. Én is sokat...,NA,gilárzom,NA
NA,1,posttest trial,84,"[""klárzom"",""klárzok""]",8,126,Te bizony sokat klárzol. Én is sokat...,NA,klárzom,NA
NA,1,posttest trial,84,"[""drügzök"",""drügzöm""]",8,127,Te bizony sokat drügzöl. Én is sokat...,NA,drügzöm,NA
NA,0,posttest trial,84,"[""flérlek"",""flérlem""]",8,128,Te bizony sokat flérlesz. Én is sokat...,NA,flérlek,NA
NA,0,posttest trial,84,"[""floglok"",""floglom""]",8,129,Te bizony sokat floglasz. Én is sokat...,NA,floglok,NA
NA,1,posttest trial,84,"[""spibádzom"",""spibádzok""]",8,130,Te bizony sokat spibádzol. Én is sokat...,NA,spibádzom,NA
NA,0,posttest trial,84,"[""szűslöm"",""szűslök""]",8,131,Te bizony sokat szűslesz. Én is sokat...,NA,szűslök,NA
NA,1,posttest trial,84,"[""sprálszom"",""sprálszok""]",8,132,Te bizony sokat sprálszol. Én is sokat...,NA,sprálszom,NA
NA,0,posttest trial,84,"[""brarlok"",""brarlom""]",8,133,Te bizony sokat brarlasz. Én is sokat...,NA,brarlok,NA
NA,1,posttest trial,84,"[""spülöklöm"",""spülöklök""]",8,134,Te bizony sokat spülöklesz. Én is sokat...,NA,spülöklöm,NA
NA,0,posttest trial,84,"[""péleslem"",""péleslek""]",8,135,Te bizony sokat péleslesz. Én is sokat...,NA,péleslek,NA
NA,0,posttest trial,84,"[""pugoslom"",""pugoslok""]",8,136,Te bizony sokat pugoslasz. Én is sokat...,NA,pugoslok,NA
NA,1,posttest trial,84,"[""plövőrzöm"",""plövőrzök""]",8,137,Te bizony sokat plövőrzöl. Én is sokat...,NA,plövőrzöm,NA
NA,1,posttest trial,84,"[""táklok"",""táklom""]",8,138,Te bizony sokat táklasz. Én is sokat...,NA,táklom,NA
NA,1,posttest trial,84,"[""mékszek"",""mékszem""]",8,139,Te bizony sokat mékszel. Én is sokat...,NA,mékszem,NA
NA,1,posttest trial,84,"[""plágadzok"",""plágadzom""]",8,140,Te bizony sokat plágadzol. Én is sokat...,NA,plágadzom,NA
NA,1,posttest trial,84,"[""tuboklom"",""tuboklok""]",8,141,Te bizony sokat tuboklasz. Én is sokat...,NA,tuboklom,NA
NA,1,posttest trial,84,"[""csólorzom"",""csólorzok""]",8,142,Te bizony sokat csólorzol. Én is sokat...,NA,csólorzom,NA
NA,0,posttest trial,84,"[""sprédlek"",""sprédlem""]",8,143,Te bizony sokat sprédlesz. Én is sokat...,NA,sprédlek,NA
NA,0,posttest trial,84,"[""klidlok"",""klidlom""]",8,144,Te bizony sokat klidlasz. Én is sokat...,NA,klidlok,NA
NA,1,posttest trial,84,"[""huklok"",""huklom""]",8,145,Te bizony sokat huklasz. Én is sokat...,NA,huklom,NA
NA,0,posttest trial,84,"[""praslok"",""praslom""]",8,146,Te bizony sokat praslasz. Én is sokat...,NA,praslok,NA
NA,0,posttest trial,84,"[""bivejlek"",""bivejlem""]",8,147,Te bizony sokat bivejlesz. Én is sokat...,NA,bivejlek,NA
NA,1,posttest trial,84,"[""friszlom"",""friszlok""]",8,148,Te bizony sokat friszlasz. Én is sokat...,NA,friszlom,NA
NA,0,posttest trial,84,"[""flözlök"",""flözlöm""]",8,149,Te bizony sokat flözlesz. Én is sokat...,NA,flözlök,NA
NA,1,posttest trial,84,"[""prohódzok"",""prohódzom""]",8,150,Te bizony sokat prohódzol. Én is sokat...,NA,prohódzom,NA
NA,1,posttest trial,84,"[""gyibakszom"",""gyibakszok""]",8,151,Te bizony sokat gyibakszol. Én is sokat...,NA,gyibakszom,NA
NA,1,posttest trial,84,"[""vihepszek"",""vihepszem""]",8,152,Te bizony sokat vihepszel. Én is sokat...,NA,vihepszem,NA
NA,0,posttest trial,84,"[""gerénylem"",""gerénylek""]",8,153,Te bizony sokat gerénylesz. Én is sokat...,NA,gerénylek,NA
NA,1,posttest trial,84,"[""trihagzok"",""trihagzom""]",8,154,Te bizony sokat trihagzol. Én is sokat...,NA,trihagzom,NA
NA,0,posttest trial,84,"[""spülőrzöm"",""spülőrzök""]",8,155,Te bizony sokat spülőrzöl. Én is sokat...,NA,spülőrzök,NA
NA,1,posttest trial,84,"[""livaklom"",""livaklok""]",8,156,Te bizony sokat livaklasz. Én is sokat...,NA,livaklom,NA
NA,1,posttest trial,84,"[""sztruglok"",""sztruglom""]",8,157,Te bizony sokat sztruglasz. Én is sokat...,NA,sztruglom,NA
NA,1,posttest trial,84,"[""aglom"",""aglok""]",8,158,Te bizony sokat aglasz. Én is sokat...,NA,aglom,NA
NA,0,posttest trial,84,"[""zödlök"",""zödlöm""]",8,159,Te bizony sokat zödlesz. Én is sokat...,NA,zödlök,NA
NA,0,posttest trial,84,"[""prezlem"",""prezlek""]",8,160,Te bizony sokat prezlesz. Én is sokat...,NA,prezlek,NA
NA,1,posttest trial,84,"[""gyivádzom"",""gyivádzok""]",8,161,Te bizony sokat gyivádzol. Én is sokat...,NA,gyivádzom,NA
NA,1,posttest trial,84,"[""prihekszem"",""prihekszek""]",8,162,Te bizony sokat prihekszel. Én is sokat...,NA,prihekszem,NA
NA,0,posttest trial,84,"[""fivénylem"",""fivénylek""]",8,163,Te bizony sokat fivénylesz. Én is sokat...,NA,fivénylek,NA
NA,0,posttest trial,84,"[""kumlom"",""kumlok""]",8,164,Te bizony sokat kumlasz. Én is sokat...,NA,kumlok,NA
NA,1,posttest trial,84,"[""spatszok"",""spatszom""]",8,165,Te bizony sokat spatszol. Én is sokat...,NA,spatszom,NA
NA,0,posttest trial,84,"[""ibáglom"",""ibáglok""]",8,166,Te bizony sokat ibáglasz. Én is sokat...,NA,ibáglok,NA
NA,0,posttest trial,84,"[""vűjlök"",""vűjlöm""]",8,167,Te bizony sokat vűjlesz. Én is sokat...,NA,vűjlök,NA
NA,1,posttest trial,84,"[""fliraklom"",""fliraklok""]",8,168,Te bizony sokat fliraklasz. Én is sokat...,NA,fliraklom,NA
NA,0,posttest trial,84,"[""préleglek"",""préleglem""]",8,169,Te bizony sokat préleglesz. Én is sokat...,NA,préleglek,NA
NA,0,posttest trial,84,"[""frivajlom"",""frivajlok""]",8,170,Te bizony sokat frivajlasz. Én is sokat...,NA,frivajlok,NA
