trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
NA,0,esp trial,81,"[""flehénylek"",""flehénylem""]",5,36,Te bizony sokat flehénylesz. Én is sokat...,flehénylek,flehénylek,1
NA,1,esp trial,50,"[""flehékszem"",""flehékszek""]",5,38,Te bizony sokat flehékszel. Én is sokat...,flehékszem,flehékszem,1
NA,1,esp trial,91,"[""hurjorzom"",""hurjorzok""]",5,40,Te bizony sokat hurjorzol. Én is sokat...,hurjorzok,hurjorzom,0
NA,1,esp trial,78,"[""treglem"",""treglek""]",5,42,Te bizony sokat treglesz. Én is sokat...,treglek,treglem,0
NA,1,esp trial,52,"[""szibánylom"",""szibánylok""]",5,44,Te bizony sokat szibánylasz. Én is sokat...,szibánylok,szibánylom,0
NA,0,esp trial,80,"[""spubonylom"",""spubonylok""]",5,46,Te bizony sokat spubonylasz. Én is sokat...,spubonylok,spubonylok,1
NA,1,esp trial,71,"[""píjlom"",""píjlok""]",5,48,Te bizony sokat píjlasz. Én is sokat...,píjlok,píjlom,0
NA,1,esp trial,69,"[""nűröklöm"",""nűröklök""]",5,50,Te bizony sokat nűröklesz. Én is sokat...,nűröklök,nűröklöm,0
NA,1,esp trial,64,"[""spröbzöm"",""spröbzök""]",5,52,Te bizony sokat spröbzöl. Én is sokat...,spröbzök,spröbzöm,0
NA,1,esp trial,65,"[""trehégszek"",""trehégszem""]",5,54,Te bizony sokat trehégszel. Én is sokat...,trehégszem,trehégszem,1
NA,1,esp trial,70,"[""tragzok"",""tragzom""]",5,56,Te bizony sokat tragzol. Én is sokat...,tragzok,tragzom,0
NA,1,esp trial,73,"[""plugzok"",""plugzom""]",5,58,Te bizony sokat plugzol. Én is sokat...,plugzom,plugzom,1
NA,1,esp trial,52,"[""brubzok"",""brubzom""]",5,60,Te bizony sokat brubzol. Én is sokat...,brubzok,brubzom,0
NA,1,esp trial,59,"[""spáraklok"",""spáraklom""]",5,62,Te bizony sokat spáraklasz. Én is sokat...,spáraklok,spáraklom,0
NA,1,esp trial,93,"[""filágzom"",""filágzok""]",5,64,Te bizony sokat filágzol. Én is sokat...,filágzom,filágzom,1
NA,1,esp trial,78,"[""sztrűkszök"",""sztrűkszöm""]",5,66,Te bizony sokat sztrűkszöl. Én is sokat...,sztrűkszöm,sztrűkszöm,1
NA,1,esp trial,88,"[""prínylom"",""prínylok""]",5,68,Te bizony sokat prínylasz. Én is sokat...,prínylok,prínylom,0
NA,0,esp trial,70,"[""klivaslom"",""klivaslok""]",5,70,Te bizony sokat klivaslasz. Én is sokat...,klivaslok,klivaslok,1
NA,1,esp trial,73,"[""plűbzök"",""plűbzöm""]",5,72,Te bizony sokat plűbzöl. Én is sokat...,plűbzök,plűbzöm,0
NA,1,esp trial,93,"[""vülődzök"",""vülődzöm""]",5,74,Te bizony sokat vülődzöl. Én is sokat...,vülődzök,vülődzöm,0
NA,0,esp trial,67,"[""flűmlöm"",""flűmlök""]",5,76,Te bizony sokat flűmlesz. Én is sokat...,flűmlök,flűmlök,1
NA,0,esp trial,72,"[""flitlok"",""flitlom""]",5,78,Te bizony sokat flitlasz. Én is sokat...,flitlok,flitlok,1
NA,0,esp trial,68,"[""bihánylok"",""bihánylom""]",5,80,Te bizony sokat bihánylasz. Én is sokat...,bihánylok,bihánylok,1
NA,1,esp trial,74,"[""bűtszöm"",""bűtszök""]",5,82,Te bizony sokat bűtszöl. Én is sokat...,bűtszök,bűtszöm,0
NA,0,esp trial,94,"[""pribemlek"",""pribemlem""]",5,84,Te bizony sokat pribemlesz. Én is sokat...,pribemlek,pribemlek,1
NA,1,esp trial,100,"[""frodlok"",""frodlom""]",5,86,Te bizony sokat frodlasz. Én is sokat...,frodlok,frodlom,0
NA,1,esp trial,96,"[""düjzöm"",""düjzök""]",5,88,Te bizony sokat düjzöl. Én is sokat...,düjzök,düjzöm,0
NA,0,esp trial,84,"[""vanylok"",""vanylom""]",5,90,Te bizony sokat vanylasz. Én is sokat...,vanylok,vanylok,1
NA,0,esp trial,69,"[""klaráglom"",""klaráglok""]",5,92,Te bizony sokat klaráglasz. Én is sokat...,klaráglok,klaráglok,1
NA,1,esp trial,61,"[""bivégszek"",""bivégszem""]",5,94,Te bizony sokat bivégszel. Én is sokat...,bivégszem,bivégszem,1
NA,1,esp trial,54,"[""lörűdzöm"",""lörűdzök""]",5,96,Te bizony sokat lörűdzöl. Én is sokat...,lörűdzök,lörűdzöm,0
NA,1,esp trial,53,"[""hűgzök"",""hűgzöm""]",5,98,Te bizony sokat hűgzöl. Én is sokat...,hűgzök,hűgzöm,0
NA,1,esp trial,79,"[""narádzok"",""narádzom""]",5,100,Te bizony sokat narádzol. Én is sokat...,narádzom,narádzom,1
NA,1,esp trial,96,"[""rájzom"",""rájzok""]",5,102,Te bizony sokat rájzol. Én is sokat...,rájzok,rájzom,0
NA,0,esp trial,89,"[""spihemlem"",""spihemlek""]",5,104,Te bizony sokat spihemlesz. Én is sokat...,spihemlek,spihemlek,1
NA,1,esp trial,58,"[""pribagszom"",""pribagszok""]",5,106,Te bizony sokat pribagszol. Én is sokat...,pribagszom,pribagszom,1
NA,1,esp trial,59,"[""sztrozlok"",""sztrozlom""]",5,108,Te bizony sokat sztrozlasz. Én is sokat...,sztrozlok,sztrozlom,0
NA,1,esp trial,58,"[""figlom"",""figlok""]",5,110,Te bizony sokat figlasz. Én is sokat...,figlok,figlom,0
NA,1,esp trial,88,"[""spihegzek"",""spihegzem""]",5,112,Te bizony sokat spihegzel. Én is sokat...,spihegzek,spihegzem,0
NA,1,esp trial,70,"[""brobódzom"",""brobódzok""]",5,114,Te bizony sokat brobódzol. Én is sokat...,brobódzom,brobódzom,1
NA,0,posttest trial,62,"[""prezlek"",""prezlem""]",8,117,Te bizony sokat prezlesz. Én is sokat...,NA,prezlek,NA
NA,1,posttest trial,62,"[""huklok"",""huklom""]",8,118,Te bizony sokat huklasz. Én is sokat...,NA,huklom,NA
NA,1,posttest trial,62,"[""livaklok"",""livaklom""]",8,119,Te bizony sokat livaklasz. Én is sokat...,NA,livaklom,NA
NA,0,posttest trial,62,"[""gerénylem"",""gerénylek""]",8,120,Te bizony sokat gerénylesz. Én is sokat...,NA,gerénylek,NA
NA,1,posttest trial,62,"[""prihekszem"",""prihekszek""]",8,121,Te bizony sokat prihekszel. Én is sokat...,NA,prihekszem,NA
NA,1,posttest trial,62,"[""drügzöm"",""drügzök""]",8,122,Te bizony sokat drügzöl. Én is sokat...,NA,drügzöm,NA
NA,1,posttest trial,62,"[""csólorzom"",""csólorzok""]",8,123,Te bizony sokat csólorzol. Én is sokat...,NA,csólorzom,NA
NA,0,posttest trial,62,"[""floglok"",""floglom""]",8,124,Te bizony sokat floglasz. Én is sokat...,NA,floglok,NA
NA,1,posttest trial,62,"[""gyibakszok"",""gyibakszom""]",8,125,Te bizony sokat gyibakszol. Én is sokat...,NA,gyibakszom,NA
NA,1,posttest trial,62,"[""prohódzom"",""prohódzok""]",8,126,Te bizony sokat prohódzol. Én is sokat...,NA,prohódzom,NA
NA,1,posttest trial,62,"[""spatszom"",""spatszok""]",8,127,Te bizony sokat spatszol. Én is sokat...,NA,spatszom,NA
NA,0,posttest trial,62,"[""féjzek"",""féjzem""]",8,128,Te bizony sokat féjzel. Én is sokat...,NA,féjzek,NA
NA,1,posttest trial,62,"[""plágadzom"",""plágadzok""]",8,129,Te bizony sokat plágadzol. Én is sokat...,NA,plágadzom,NA
NA,1,posttest trial,62,"[""fligzok"",""fligzom""]",8,130,Te bizony sokat fligzol. Én is sokat...,NA,fligzom,NA
NA,0,posttest trial,62,"[""bivejlem"",""bivejlek""]",8,131,Te bizony sokat bivejlesz. Én is sokat...,NA,bivejlek,NA
NA,0,posttest trial,62,"[""kumlok"",""kumlom""]",8,132,Te bizony sokat kumlasz. Én is sokat...,NA,kumlok,NA
NA,0,posttest trial,62,"[""sprédlek"",""sprédlem""]",8,133,Te bizony sokat sprédlesz. Én is sokat...,NA,sprédlek,NA
NA,0,posttest trial,62,"[""préleglem"",""préleglek""]",8,134,Te bizony sokat préleglesz. Én is sokat...,NA,préleglek,NA
NA,0,posttest trial,62,"[""ibáglok"",""ibáglom""]",8,135,Te bizony sokat ibáglasz. Én is sokat...,NA,ibáglok,NA
NA,1,posttest trial,62,"[""mékszem"",""mékszek""]",8,136,Te bizony sokat mékszel. Én is sokat...,NA,mékszem,NA
NA,1,posttest trial,62,"[""tuboklok"",""tuboklom""]",8,137,Te bizony sokat tuboklasz. Én is sokat...,NA,tuboklom,NA
NA,1,posttest trial,62,"[""fliraklok"",""fliraklom""]",8,138,Te bizony sokat fliraklasz. Én is sokat...,NA,fliraklom,NA
NA,1,posttest trial,62,"[""sztruglom"",""sztruglok""]",8,139,Te bizony sokat sztruglasz. Én is sokat...,NA,sztruglom,NA
NA,0,posttest trial,62,"[""flözlök"",""flözlöm""]",8,140,Te bizony sokat flözlesz. Én is sokat...,NA,flözlök,NA
NA,0,posttest trial,62,"[""zödlöm"",""zödlök""]",8,141,Te bizony sokat zödlesz. Én is sokat...,NA,zödlök,NA
NA,1,posttest trial,62,"[""spibádzom"",""spibádzok""]",8,142,Te bizony sokat spibádzol. Én is sokat...,NA,spibádzom,NA
NA,1,posttest trial,62,"[""spülöklök"",""spülöklöm""]",8,143,Te bizony sokat spülöklesz. Én is sokat...,NA,spülöklöm,NA
NA,1,posttest trial,62,"[""friszlok"",""friszlom""]",8,144,Te bizony sokat friszlasz. Én is sokat...,NA,friszlom,NA
NA,0,posttest trial,62,"[""fivénylem"",""fivénylek""]",8,145,Te bizony sokat fivénylesz. Én is sokat...,NA,fivénylek,NA
NA,1,posttest trial,62,"[""gilárzom"",""gilárzok""]",8,146,Te bizony sokat gilárzol. Én is sokat...,NA,gilárzom,NA
NA,0,posttest trial,62,"[""spülőrzöm"",""spülőrzök""]",8,147,Te bizony sokat spülőrzöl. Én is sokat...,NA,spülőrzök,NA
NA,0,posttest trial,62,"[""pugoslom"",""pugoslok""]",8,148,Te bizony sokat pugoslasz. Én is sokat...,NA,pugoslok,NA
NA,0,posttest trial,62,"[""klidlok"",""klidlom""]",8,149,Te bizony sokat klidlasz. Én is sokat...,NA,klidlok,NA
NA,0,posttest trial,62,"[""szűslök"",""szűslöm""]",8,150,Te bizony sokat szűslesz. Én is sokat...,NA,szűslök,NA
NA,1,posttest trial,62,"[""plövőrzök"",""plövőrzöm""]",8,151,Te bizony sokat plövőrzöl. Én is sokat...,NA,plövőrzöm,NA
NA,1,posttest trial,62,"[""lihadzom"",""lihadzok""]",8,152,Te bizony sokat lihadzol. Én is sokat...,NA,lihadzom,NA
NA,0,posttest trial,62,"[""flérlem"",""flérlek""]",8,153,Te bizony sokat flérlesz. Én is sokat...,NA,flérlek,NA
NA,0,posttest trial,62,"[""péleslek"",""péleslem""]",8,154,Te bizony sokat péleslesz. Én is sokat...,NA,péleslek,NA
NA,0,posttest trial,62,"[""frivajlom"",""frivajlok""]",8,155,Te bizony sokat frivajlasz. Én is sokat...,NA,frivajlok,NA
NA,1,posttest trial,62,"[""frágapszom"",""frágapszok""]",8,156,Te bizony sokat frágapszol. Én is sokat...,NA,frágapszom,NA
NA,0,posttest trial,62,"[""praslom"",""praslok""]",8,157,Te bizony sokat praslasz. Én is sokat...,NA,praslok,NA
NA,1,posttest trial,62,"[""vihepszek"",""vihepszem""]",8,158,Te bizony sokat vihepszel. Én is sokat...,NA,vihepszem,NA
NA,1,posttest trial,62,"[""gyivádzom"",""gyivádzok""]",8,159,Te bizony sokat gyivádzol. Én is sokat...,NA,gyivádzom,NA
NA,1,posttest trial,62,"[""trihagzom"",""trihagzok""]",8,160,Te bizony sokat trihagzol. Én is sokat...,NA,trihagzom,NA
NA,0,posttest trial,62,"[""brarlom"",""brarlok""]",8,161,Te bizony sokat brarlasz. Én is sokat...,NA,brarlok,NA
NA,1,posttest trial,62,"[""táklom"",""táklok""]",8,162,Te bizony sokat táklasz. Én is sokat...,NA,táklom,NA
NA,1,posttest trial,62,"[""flibekszek"",""flibekszem""]",8,163,Te bizony sokat flibekszel. Én is sokat...,NA,flibekszem,NA
NA,1,posttest trial,62,"[""spüszlök"",""spüszlöm""]",8,164,Te bizony sokat spüszlesz. Én is sokat...,NA,spüszlöm,NA
NA,1,posttest trial,62,"[""spélszem"",""spélszek""]",8,165,Te bizony sokat spélszel. Én is sokat...,NA,spélszem,NA
NA,1,posttest trial,62,"[""aglom"",""aglok""]",8,166,Te bizony sokat aglasz. Én is sokat...,NA,aglom,NA
NA,1,posttest trial,62,"[""klárzok"",""klárzom""]",8,167,Te bizony sokat klárzol. Én is sokat...,NA,klárzom,NA
NA,0,posttest trial,62,"[""vűjlök"",""vűjlöm""]",8,168,Te bizony sokat vűjlesz. Én is sokat...,NA,vűjlök,NA
NA,1,posttest trial,62,"[""spírzom"",""spírzok""]",8,169,Te bizony sokat spírzol. Én is sokat...,NA,spírzom,NA
NA,1,posttest trial,62,"[""sprálszom"",""sprálszok""]",8,170,Te bizony sokat sprálszol. Én is sokat...,NA,sprálszom,NA
