trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
NA,0,posttest trial,62,"[""klivaslom"",""klivaslok""]",4,153,Te bizony sokat klivaslasz. Én is sokat...,NA,klivaslok,NA
NA,0,posttest trial,62,"[""vanylok"",""vanylom""]",4,154,Te bizony sokat vanylasz. Én is sokat...,NA,vanylok,NA
NA,1,posttest trial,62,"[""flehékszem"",""flehékszek""]",4,155,Te bizony sokat flehékszel. Én is sokat...,NA,flehékszem,NA
NA,1,posttest trial,62,"[""pribagszok"",""pribagszom""]",4,156,Te bizony sokat pribagszol. Én is sokat...,NA,pribagszom,NA
NA,1,posttest trial,62,"[""rokszom"",""rokszok""]",4,157,Te bizony sokat rokszol. Én is sokat...,NA,rokszom,NA
NA,0,posttest trial,62,"[""spüjzök"",""spüjzöm""]",4,158,Te bizony sokat spüjzöl. Én is sokat...,NA,spüjzök,NA
NA,1,posttest trial,62,"[""lörűdzöm"",""lörűdzök""]",4,159,Te bizony sokat lörűdzöl. Én is sokat...,NA,lörűdzöm,NA
NA,1,posttest trial,62,"[""tragzom"",""tragzok""]",4,160,Te bizony sokat tragzol. Én is sokat...,NA,tragzom,NA
NA,1,posttest trial,62,"[""sztrozlom"",""sztrozlok""]",4,161,Te bizony sokat sztrozlasz. Én is sokat...,NA,sztrozlom,NA
NA,0,posttest trial,62,"[""spubonylok"",""spubonylom""]",4,162,Te bizony sokat spubonylasz. Én is sokat...,NA,spubonylok,NA
NA,1,posttest trial,62,"[""vülődzök"",""vülődzöm""]",4,163,Te bizony sokat vülődzöl. Én is sokat...,NA,vülődzöm,NA
NA,0,posttest trial,62,"[""prínylom"",""prínylok""]",4,164,Te bizony sokat prínylasz. Én is sokat...,NA,prínylok,NA
NA,1,posttest trial,62,"[""bűtszöm"",""bűtszök""]",4,165,Te bizony sokat bűtszöl. Én is sokat...,NA,bűtszöm,NA
NA,0,posttest trial,62,"[""figlok"",""figlom""]",4,166,Te bizony sokat figlasz. Én is sokat...,NA,figlok,NA
NA,0,posttest trial,62,"[""huroslom"",""huroslok""]",4,167,Te bizony sokat huroslasz. Én is sokat...,NA,huroslok,NA
NA,1,posttest trial,62,"[""hurjorzok"",""hurjorzom""]",4,168,Te bizony sokat hurjorzol. Én is sokat...,NA,hurjorzom,NA
NA,1,posttest trial,62,"[""brivegzek"",""brivegzem""]",4,169,Te bizony sokat brivegzel. Én is sokat...,NA,brivegzem,NA
NA,1,posttest trial,62,"[""bivégszem"",""bivégszek""]",4,170,Te bizony sokat bivégszel. Én is sokat...,NA,bivégszem,NA
