trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
NA,0,esp trial,94,"[""klaráglom"",""klaráglok""]",7,36,Te bizony sokat klaráglasz. Én is sokat...,klaráglok,klaráglok,1
NA,0,esp trial,60,"[""bihánylok"",""bihánylom""]",7,38,Te bizony sokat bihánylasz. Én is sokat...,bihánylok,bihánylok,1
NA,1,esp trial,58,"[""spüjzöm"",""spüjzök""]",7,40,Te bizony sokat spüjzöl. Én is sokat...,spüjzök,spüjzöm,0
NA,1,esp trial,59,"[""salárzok"",""salárzom""]",7,42,Te bizony sokat salárzol. Én is sokat...,salárzom,salárzom,1
NA,1,esp trial,73,"[""pítszom"",""pítszok""]",7,44,Te bizony sokat pítszol. Én is sokat...,pítszom,pítszom,1
NA,1,esp trial,82,"[""plugzom"",""plugzok""]",7,46,Te bizony sokat plugzol. Én is sokat...,plugzom,plugzom,1
NA,1,esp trial,100,"[""pribagszok"",""pribagszom""]",7,48,Te bizony sokat pribagszol. Én is sokat...,pribagszom,pribagszom,1
NA,1,esp trial,67,"[""spülűdzöm"",""spülűdzök""]",7,50,Te bizony sokat spülűdzöl. Én is sokat...,spülűdzöm,spülűdzöm,1
NA,1,esp trial,87,"[""bűtszök"",""bűtszöm""]",7,52,Te bizony sokat bűtszöl. Én is sokat...,bűtszöm,bűtszöm,1
NA,0,esp trial,73,"[""klivaslom"",""klivaslok""]",7,54,Te bizony sokat klivaslasz. Én is sokat...,klivaslok,klivaslok,1
NA,1,esp trial,80,"[""prínylok"",""prínylom""]",7,56,Te bizony sokat prínylasz. Én is sokat...,prínylom,prínylom,1
NA,1,esp trial,95,"[""trehégszek"",""trehégszem""]",7,58,Te bizony sokat trehégszel. Én is sokat...,trehégszem,trehégszem,1
NA,1,esp trial,76,"[""plűbzök"",""plűbzöm""]",7,60,Te bizony sokat plűbzöl. Én is sokat...,plűbzöm,plűbzöm,1
NA,0,esp trial,90,"[""flitlok"",""flitlom""]",7,62,Te bizony sokat flitlasz. Én is sokat...,flitlok,flitlok,1
NA,1,esp trial,81,"[""treglem"",""treglek""]",7,64,Te bizony sokat treglesz. Én is sokat...,treglek,treglem,0
NA,1,esp trial,95,"[""ibékszek"",""ibékszem""]",7,66,Te bizony sokat ibékszel. Én is sokat...,ibékszem,ibékszem,1
NA,1,esp trial,97,"[""frodlom"",""frodlok""]",7,68,Te bizony sokat frodlasz. Én is sokat...,frodlom,frodlom,1
NA,0,esp trial,74,"[""flűmlöm"",""flűmlök""]",7,70,Te bizony sokat flűmlesz. Én is sokat...,flűmlök,flűmlök,1
NA,1,esp trial,91,"[""rokszom"",""rokszok""]",7,72,Te bizony sokat rokszol. Én is sokat...,rokszom,rokszom,1
NA,1,esp trial,56,"[""hurjorzom"",""hurjorzok""]",7,74,Te bizony sokat hurjorzol. Én is sokat...,hurjorzom,hurjorzom,1
NA,1,esp trial,82,"[""flátszom"",""flátszok""]",7,76,Te bizony sokat flátszol. Én is sokat...,flátszom,flátszom,1
NA,1,esp trial,87,"[""sztrűkszöm"",""sztrűkszök""]",7,78,Te bizony sokat sztrűkszöl. Én is sokat...,sztrűkszöm,sztrűkszöm,1
NA,1,esp trial,81,"[""píjlom"",""píjlok""]",7,80,Te bizony sokat píjlasz. Én is sokat...,píjlom,píjlom,1
NA,1,esp trial,84,"[""tragzok"",""tragzom""]",7,82,Te bizony sokat tragzol. Én is sokat...,tragzom,tragzom,1
NA,0,esp trial,75,"[""spihemlek"",""spihemlem""]",7,84,Te bizony sokat spihemlesz. Én is sokat...,spihemlek,spihemlek,1
NA,1,esp trial,91,"[""spihegzek"",""spihegzem""]",7,86,Te bizony sokat spihegzel. Én is sokat...,spihegzem,spihegzem,1
NA,1,esp trial,61,"[""spröbzök"",""spröbzöm""]",7,88,Te bizony sokat spröbzöl. Én is sokat...,spröbzöm,spröbzöm,1
NA,0,esp trial,77,"[""spubonylom"",""spubonylok""]",7,90,Te bizony sokat spubonylasz. Én is sokat...,spubonylok,spubonylok,1
NA,1,esp trial,70,"[""brobódzom"",""brobódzok""]",7,92,Te bizony sokat brobódzol. Én is sokat...,brobódzom,brobódzom,1
NA,1,esp trial,52,"[""vülődzöm"",""vülődzök""]",7,94,Te bizony sokat vülődzöl. Én is sokat...,vülődzöm,vülődzöm,1
NA,1,esp trial,67,"[""klétszem"",""klétszek""]",7,96,Te bizony sokat klétszel. Én is sokat...,klétszem,klétszem,1
NA,1,esp trial,74,"[""düjzök"",""düjzöm""]",7,98,Te bizony sokat düjzöl. Én is sokat...,düjzöm,düjzöm,1
NA,1,esp trial,55,"[""brivegzem"",""brivegzek""]",7,100,Te bizony sokat brivegzel. Én is sokat...,brivegzem,brivegzem,1
NA,1,esp trial,86,"[""sztrozlom"",""sztrozlok""]",7,102,Te bizony sokat sztrozlasz. Én is sokat...,sztrozlom,sztrozlom,1
NA,1,esp trial,71,"[""bivégszek"",""bivégszem""]",7,104,Te bizony sokat bivégszel. Én is sokat...,bivégszem,bivégszem,1
NA,1,esp trial,76,"[""nűröklök"",""nűröklöm""]",7,106,Te bizony sokat nűröklesz. Én is sokat...,nűröklöm,nűröklöm,1
NA,1,esp trial,56,"[""szibánylom"",""szibánylok""]",7,108,Te bizony sokat szibánylasz. Én is sokat...,szibánylok,szibánylom,0
NA,1,esp trial,73,"[""filágzok"",""filágzom""]",7,110,Te bizony sokat filágzol. Én is sokat...,filágzom,filágzom,1
NA,1,esp trial,84,"[""brubzok"",""brubzom""]",7,112,Te bizony sokat brubzol. Én is sokat...,brubzom,brubzom,1
NA,1,esp trial,98,"[""lörűdzök"",""lörűdzöm""]",7,114,Te bizony sokat lörűdzöl. Én is sokat...,lörűdzöm,lörűdzöm,1
NA,1,posttest trial,72,"[""csólorzok"",""csólorzom""]",8,117,Te bizony sokat csólorzol. Én is sokat...,NA,csólorzom,NA
NA,0,posttest trial,72,"[""praslom"",""praslok""]",8,118,Te bizony sokat praslasz. Én is sokat...,NA,praslok,NA
NA,1,posttest trial,72,"[""lihadzom"",""lihadzok""]",8,119,Te bizony sokat lihadzol. Én is sokat...,NA,lihadzom,NA
NA,1,posttest trial,72,"[""tuboklom"",""tuboklok""]",8,120,Te bizony sokat tuboklasz. Én is sokat...,NA,tuboklom,NA
NA,1,posttest trial,72,"[""spibádzom"",""spibádzok""]",8,121,Te bizony sokat spibádzol. Én is sokat...,NA,spibádzom,NA
NA,0,posttest trial,72,"[""prezlek"",""prezlem""]",8,122,Te bizony sokat prezlesz. Én is sokat...,NA,prezlek,NA
NA,0,posttest trial,72,"[""flérlek"",""flérlem""]",8,123,Te bizony sokat flérlesz. Én is sokat...,NA,flérlek,NA
NA,0,posttest trial,72,"[""frivajlom"",""frivajlok""]",8,124,Te bizony sokat frivajlasz. Én is sokat...,NA,frivajlok,NA
NA,0,posttest trial,72,"[""préleglem"",""préleglek""]",8,125,Te bizony sokat préleglesz. Én is sokat...,NA,préleglek,NA
NA,1,posttest trial,72,"[""mékszem"",""mékszek""]",8,126,Te bizony sokat mékszel. Én is sokat...,NA,mékszem,NA
NA,1,posttest trial,72,"[""klárzok"",""klárzom""]",8,127,Te bizony sokat klárzol. Én is sokat...,NA,klárzom,NA
NA,1,posttest trial,72,"[""huklom"",""huklok""]",8,128,Te bizony sokat huklasz. Én is sokat...,NA,huklom,NA
NA,1,posttest trial,72,"[""gyibakszom"",""gyibakszok""]",8,129,Te bizony sokat gyibakszol. Én is sokat...,NA,gyibakszom,NA
NA,1,posttest trial,72,"[""fliraklom"",""fliraklok""]",8,130,Te bizony sokat fliraklasz. Én is sokat...,NA,fliraklom,NA
NA,0,posttest trial,72,"[""szűslöm"",""szűslök""]",8,131,Te bizony sokat szűslesz. Én is sokat...,NA,szűslök,NA
NA,1,posttest trial,72,"[""trihagzom"",""trihagzok""]",8,132,Te bizony sokat trihagzol. Én is sokat...,NA,trihagzom,NA
NA,0,posttest trial,72,"[""péleslek"",""péleslem""]",8,133,Te bizony sokat péleslesz. Én is sokat...,NA,péleslek,NA
NA,0,posttest trial,72,"[""vűjlök"",""vűjlöm""]",8,134,Te bizony sokat vűjlesz. Én is sokat...,NA,vűjlök,NA
NA,1,posttest trial,72,"[""flibekszek"",""flibekszem""]",8,135,Te bizony sokat flibekszel. Én is sokat...,NA,flibekszem,NA
NA,0,posttest trial,72,"[""zödlök"",""zödlöm""]",8,136,Te bizony sokat zödlesz. Én is sokat...,NA,zödlök,NA
NA,1,posttest trial,72,"[""vihepszek"",""vihepszem""]",8,137,Te bizony sokat vihepszel. Én is sokat...,NA,vihepszem,NA
NA,0,posttest trial,72,"[""bivejlek"",""bivejlem""]",8,138,Te bizony sokat bivejlesz. Én is sokat...,NA,bivejlek,NA
NA,1,posttest trial,72,"[""spüszlöm"",""spüszlök""]",8,139,Te bizony sokat spüszlesz. Én is sokat...,NA,spüszlöm,NA
NA,1,posttest trial,72,"[""spatszok"",""spatszom""]",8,140,Te bizony sokat spatszol. Én is sokat...,NA,spatszom,NA
NA,1,posttest trial,72,"[""sztruglok"",""sztruglom""]",8,141,Te bizony sokat sztruglasz. Én is sokat...,NA,sztruglom,NA
NA,1,posttest trial,72,"[""livaklok"",""livaklom""]",8,142,Te bizony sokat livaklasz. Én is sokat...,NA,livaklom,NA
NA,1,posttest trial,72,"[""prohódzok"",""prohódzom""]",8,143,Te bizony sokat prohódzol. Én is sokat...,NA,prohódzom,NA
NA,0,posttest trial,72,"[""fivénylek"",""fivénylem""]",8,144,Te bizony sokat fivénylesz. Én is sokat...,NA,fivénylek,NA
NA,0,posttest trial,72,"[""féjzem"",""féjzek""]",8,145,Te bizony sokat féjzel. Én is sokat...,NA,féjzek,NA
NA,0,posttest trial,72,"[""floglok"",""floglom""]",8,146,Te bizony sokat floglasz. Én is sokat...,NA,floglok,NA
NA,0,posttest trial,72,"[""brarlom"",""brarlok""]",8,147,Te bizony sokat brarlasz. Én is sokat...,NA,brarlok,NA
NA,1,posttest trial,72,"[""fligzom"",""fligzok""]",8,148,Te bizony sokat fligzol. Én is sokat...,NA,fligzom,NA
NA,0,posttest trial,72,"[""flözlöm"",""flözlök""]",8,149,Te bizony sokat flözlesz. Én is sokat...,NA,flözlök,NA
NA,1,posttest trial,72,"[""gilárzok"",""gilárzom""]",8,150,Te bizony sokat gilárzol. Én is sokat...,NA,gilárzom,NA
NA,1,posttest trial,72,"[""plágadzok"",""plágadzom""]",8,151,Te bizony sokat plágadzol. Én is sokat...,NA,plágadzom,NA
NA,1,posttest trial,72,"[""gyivádzom"",""gyivádzok""]",8,152,Te bizony sokat gyivádzol. Én is sokat...,NA,gyivádzom,NA
NA,0,posttest trial,72,"[""sprédlem"",""sprédlek""]",8,153,Te bizony sokat sprédlesz. Én is sokat...,NA,sprédlek,NA
NA,1,posttest trial,72,"[""friszlok"",""friszlom""]",8,154,Te bizony sokat friszlasz. Én is sokat...,NA,friszlom,NA
NA,1,posttest trial,72,"[""táklok"",""táklom""]",8,155,Te bizony sokat táklasz. Én is sokat...,NA,táklom,NA
NA,0,posttest trial,72,"[""pugoslom"",""pugoslok""]",8,156,Te bizony sokat pugoslasz. Én is sokat...,NA,pugoslok,NA
NA,1,posttest trial,72,"[""drügzök"",""drügzöm""]",8,157,Te bizony sokat drügzöl. Én is sokat...,NA,drügzöm,NA
NA,1,posttest trial,72,"[""aglok"",""aglom""]",8,158,Te bizony sokat aglasz. Én is sokat...,NA,aglom,NA
NA,1,posttest trial,72,"[""prihekszek"",""prihekszem""]",8,159,Te bizony sokat prihekszel. Én is sokat...,NA,prihekszem,NA
NA,1,posttest trial,72,"[""spírzok"",""spírzom""]",8,160,Te bizony sokat spírzol. Én is sokat...,NA,spírzom,NA
NA,1,posttest trial,72,"[""spülöklök"",""spülöklöm""]",8,161,Te bizony sokat spülöklesz. Én is sokat...,NA,spülöklöm,NA
NA,0,posttest trial,72,"[""kumlok"",""kumlom""]",8,162,Te bizony sokat kumlasz. Én is sokat...,NA,kumlok,NA
NA,1,posttest trial,72,"[""plövőrzök"",""plövőrzöm""]",8,163,Te bizony sokat plövőrzöl. Én is sokat...,NA,plövőrzöm,NA
NA,1,posttest trial,72,"[""frágapszok"",""frágapszom""]",8,164,Te bizony sokat frágapszol. Én is sokat...,NA,frágapszom,NA
NA,1,posttest trial,72,"[""spélszek"",""spélszem""]",8,165,Te bizony sokat spélszel. Én is sokat...,NA,spélszem,NA
NA,0,posttest trial,72,"[""spülőrzök"",""spülőrzöm""]",8,166,Te bizony sokat spülőrzöl. Én is sokat...,NA,spülőrzök,NA
NA,0,posttest trial,72,"[""ibáglok"",""ibáglom""]",8,167,Te bizony sokat ibáglasz. Én is sokat...,NA,ibáglok,NA
NA,0,posttest trial,72,"[""gerénylek"",""gerénylem""]",8,168,Te bizony sokat gerénylesz. Én is sokat...,NA,gerénylek,NA
NA,1,posttest trial,72,"[""sprálszom"",""sprálszok""]",8,169,Te bizony sokat sprálszol. Én is sokat...,NA,sprálszom,NA
NA,0,posttest trial,72,"[""klidlok"",""klidlom""]",8,170,Te bizony sokat klidlasz. Én is sokat...,NA,klidlok,NA
