trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
NA,0,posttest trial,83,"[""szibánylok"",""szibánylom""]",4,134,Te bizony sokat szibánylasz. Én is sokat...,NA,szibánylok,NA
NA,1,posttest trial,83,"[""salárzok"",""salárzom""]",4,135,Te bizony sokat salárzol. Én is sokat...,NA,salárzom,NA
NA,1,posttest trial,83,"[""brivegzem"",""brivegzek""]",4,136,Te bizony sokat brivegzel. Én is sokat...,NA,brivegzem,NA
NA,1,posttest trial,83,"[""sztrozlom"",""sztrozlok""]",4,137,Te bizony sokat sztrozlasz. Én is sokat...,NA,sztrozlom,NA
NA,1,posttest trial,83,"[""pribagszok"",""pribagszom""]",4,138,Te bizony sokat pribagszol. Én is sokat...,NA,pribagszom,NA
NA,0,posttest trial,83,"[""prínylom"",""prínylok""]",4,139,Te bizony sokat prínylasz. Én is sokat...,NA,prínylok,NA
NA,0,posttest trial,83,"[""klaráglok"",""klaráglom""]",4,140,Te bizony sokat klaráglasz. Én is sokat...,NA,klaráglok,NA
NA,1,posttest trial,83,"[""spröbzöm"",""spröbzök""]",4,141,Te bizony sokat spröbzöl. Én is sokat...,NA,spröbzöm,NA
NA,1,posttest trial,83,"[""pítszok"",""pítszom""]",4,142,Te bizony sokat pítszol. Én is sokat...,NA,pítszom,NA
NA,0,posttest trial,83,"[""frodlok"",""frodlom""]",4,143,Te bizony sokat frodlasz. Én is sokat...,NA,frodlok,NA
NA,1,posttest trial,83,"[""bivégszek"",""bivégszem""]",4,144,Te bizony sokat bivégszel. Én is sokat...,NA,bivégszem,NA
NA,1,posttest trial,83,"[""sztrijzok"",""sztrijzom""]",4,145,Te bizony sokat sztrijzol. Én is sokat...,NA,sztrijzom,NA
NA,0,posttest trial,83,"[""spubonylok"",""spubonylom""]",4,146,Te bizony sokat spubonylasz. Én is sokat...,NA,spubonylok,NA
NA,1,posttest trial,83,"[""tragzok"",""tragzom""]",4,147,Te bizony sokat tragzol. Én is sokat...,NA,tragzom,NA
NA,0,posttest trial,83,"[""vanylok"",""vanylom""]",4,148,Te bizony sokat vanylasz. Én is sokat...,NA,vanylok,NA
NA,0,posttest trial,83,"[""flehénylek"",""flehénylem""]",4,149,Te bizony sokat flehénylesz. Én is sokat...,NA,flehénylek,NA
NA,0,posttest trial,83,"[""spihemlek"",""spihemlem""]",4,150,Te bizony sokat spihemlesz. Én is sokat...,NA,spihemlek,NA
NA,1,posttest trial,83,"[""flehékszek"",""flehékszem""]",4,151,Te bizony sokat flehékszel. Én is sokat...,NA,flehékszem,NA
NA,1,posttest trial,83,"[""spihegzek"",""spihegzem""]",4,152,Te bizony sokat spihegzel. Én is sokat...,NA,spihegzem,NA
NA,1,posttest trial,83,"[""hurjorzok"",""hurjorzom""]",4,153,Te bizony sokat hurjorzol. Én is sokat...,NA,hurjorzom,NA
NA,0,posttest trial,83,"[""flűmlök"",""flűmlöm""]",4,154,Te bizony sokat flűmlesz. Én is sokat...,NA,flűmlök,NA
NA,1,posttest trial,83,"[""filágzom"",""filágzok""]",4,155,Te bizony sokat filágzol. Én is sokat...,NA,filágzom,NA
NA,0,posttest trial,83,"[""spáraklok"",""spáraklom""]",4,156,Te bizony sokat spáraklasz. Én is sokat...,NA,spáraklok,NA
NA,0,posttest trial,83,"[""pribemlem"",""pribemlek""]",4,157,Te bizony sokat pribemlesz. Én is sokat...,NA,pribemlek,NA
NA,0,posttest trial,83,"[""flitlok"",""flitlom""]",4,158,Te bizony sokat flitlasz. Én is sokat...,NA,flitlok,NA
NA,1,posttest trial,83,"[""trádlom"",""trádlok""]",4,159,Te bizony sokat trádlasz. Én is sokat...,NA,trádlom,NA
NA,1,posttest trial,83,"[""vülődzöm"",""vülődzök""]",4,160,Te bizony sokat vülődzöl. Én is sokat...,NA,vülődzöm,NA
NA,0,posttest trial,83,"[""gyibeslem"",""gyibeslek""]",4,161,Te bizony sokat gyibeslesz. Én is sokat...,NA,gyibeslek,NA
NA,1,posttest trial,83,"[""brobódzom"",""brobódzok""]",4,162,Te bizony sokat brobódzol. Én is sokat...,NA,brobódzom,NA
NA,0,posttest trial,83,"[""treglem"",""treglek""]",4,163,Te bizony sokat treglesz. Én is sokat...,NA,treglek,NA
NA,1,posttest trial,83,"[""narádzom"",""narádzok""]",4,164,Te bizony sokat narádzol. Én is sokat...,NA,narádzom,NA
NA,1,posttest trial,83,"[""hűgzöm"",""hűgzök""]",4,165,Te bizony sokat hűgzöl. Én is sokat...,NA,hűgzöm,NA
NA,1,posttest trial,83,"[""flátszom"",""flátszok""]",4,166,Te bizony sokat flátszol. Én is sokat...,NA,flátszom,NA
NA,1,posttest trial,83,"[""trehégszek"",""trehégszem""]",4,167,Te bizony sokat trehégszel. Én is sokat...,NA,trehégszem,NA
NA,1,posttest trial,83,"[""ibékszem"",""ibékszek""]",4,168,Te bizony sokat ibékszel. Én is sokat...,NA,ibékszem,NA
NA,1,posttest trial,83,"[""rájzok"",""rájzom""]",4,169,Te bizony sokat rájzol. Én is sokat...,NA,rájzom,NA
NA,1,posttest trial,83,"[""plugzok"",""plugzom""]",4,170,Te bizony sokat plugzol. Én is sokat...,NA,plugzom,NA
