trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
NA,1,esp trial,94,"[""lihadzom"",""lihadzok""]",10,50,Te bizony sokat lihadzol. Én is sokat...,lihadzom,lihadzom,1
NA,1,esp trial,96,"[""csólorzom"",""csólorzok""]",10,52,Te bizony sokat csólorzol. Én is sokat...,csólorzok,csólorzom,0
NA,1,esp trial,77,"[""gyivádzom"",""gyivádzok""]",10,54,Te bizony sokat gyivádzol. Én is sokat...,gyivádzok,gyivádzom,0
NA,1,esp trial,54,"[""spülöklöm"",""spülöklök""]",10,56,Te bizony sokat spülöklesz. Én is sokat...,spülöklöm,spülöklöm,1
NA,1,esp trial,84,"[""floglom"",""floglok""]",10,58,Te bizony sokat floglasz. Én is sokat...,floglom,floglom,1
NA,1,esp trial,72,"[""huklok"",""huklom""]",10,60,Te bizony sokat huklasz. Én is sokat...,huklom,huklom,1
NA,1,esp trial,65,"[""fliraklok"",""fliraklom""]",10,62,Te bizony sokat fliraklasz. Én is sokat...,fliraklom,fliraklom,1
NA,0,esp trial,83,"[""pugoslom"",""pugoslok""]",10,64,Te bizony sokat pugoslasz. Én is sokat...,pugoslom,pugoslok,0
NA,1,esp trial,84,"[""trihagzok"",""trihagzom""]",10,66,Te bizony sokat trihagzol. Én is sokat...,trihagzok,trihagzom,0
NA,1,esp trial,55,"[""bivejlem"",""bivejlek""]",10,68,Te bizony sokat bivejlesz. Én is sokat...,bivejlem,bivejlem,1
NA,0,esp trial,88,"[""vűjlök"",""vűjlöm""]",10,70,Te bizony sokat vűjlesz. Én is sokat...,vűjlöm,vűjlök,0
NA,1,esp trial,64,"[""táklom"",""táklok""]",10,72,Te bizony sokat táklasz. Én is sokat...,táklok,táklom,0
NA,1,esp trial,69,"[""fligzok"",""fligzom""]",10,74,Te bizony sokat fligzol. Én is sokat...,fligzok,fligzom,0
NA,1,esp trial,77,"[""ibáglok"",""ibáglom""]",10,76,Te bizony sokat ibáglasz. Én is sokat...,ibáglom,ibáglom,1
NA,1,esp trial,94,"[""gilárzom"",""gilárzok""]",10,78,Te bizony sokat gilárzol. Én is sokat...,gilárzok,gilárzom,0
NA,0,esp trial,77,"[""flérlem"",""flérlek""]",10,80,Te bizony sokat flérlesz. Én is sokat...,flérlem,flérlek,0
NA,1,esp trial,64,"[""klárzom"",""klárzok""]",10,82,Te bizony sokat klárzol. Én is sokat...,klárzom,klárzom,1
NA,1,esp trial,70,"[""klidlok"",""klidlom""]",10,84,Te bizony sokat klidlasz. Én is sokat...,klidlom,klidlom,1
NA,1,esp trial,100,"[""spatszom"",""spatszok""]",10,86,Te bizony sokat spatszol. Én is sokat...,spatszok,spatszom,0
NA,1,esp trial,81,"[""flibekszek"",""flibekszem""]",10,88,Te bizony sokat flibekszel. Én is sokat...,flibekszek,flibekszem,0
NA,0,esp trial,51,"[""praslok"",""praslom""]",10,90,Te bizony sokat praslasz. Én is sokat...,praslom,praslok,0
NA,1,esp trial,97,"[""prihekszem"",""prihekszek""]",10,92,Te bizony sokat prihekszel. Én is sokat...,prihekszem,prihekszem,1
NA,1,esp trial,84,"[""gyibakszom"",""gyibakszok""]",10,94,Te bizony sokat gyibakszol. Én is sokat...,gyibakszok,gyibakszom,0
NA,1,esp trial,71,"[""spélszem"",""spélszek""]",10,96,Te bizony sokat spélszel. Én is sokat...,spélszem,spélszem,1
NA,1,esp trial,59,"[""plágadzom"",""plágadzok""]",10,98,Te bizony sokat plágadzol. Én is sokat...,plágadzok,plágadzom,0
NA,1,esp trial,54,"[""féjzek"",""féjzem""]",10,100,Te bizony sokat féjzel. Én is sokat...,féjzem,féjzem,1
NA,0,esp trial,50,"[""prezlek"",""prezlem""]",10,102,Te bizony sokat prezlesz. Én is sokat...,prezlem,prezlek,0
NA,1,esp trial,78,"[""frágapszok"",""frágapszom""]",10,104,Te bizony sokat frágapszol. Én is sokat...,frágapszok,frágapszom,0
NA,1,esp trial,78,"[""péleslem"",""péleslek""]",10,106,Te bizony sokat péleslesz. Én is sokat...,péleslem,péleslem,1
NA,1,esp trial,74,"[""livaklom"",""livaklok""]",10,108,Te bizony sokat livaklasz. Én is sokat...,livaklok,livaklom,0
NA,0,esp trial,57,"[""flözlök"",""flözlöm""]",10,110,Te bizony sokat flözlesz. Én is sokat...,flözlöm,flözlök,0
NA,1,esp trial,52,"[""spülőrzök"",""spülőrzöm""]",10,112,Te bizony sokat spülőrzöl. Én is sokat...,spülőrzöm,spülőrzöm,1
NA,0,esp trial,67,"[""gerénylek"",""gerénylem""]",10,114,Te bizony sokat gerénylesz. Én is sokat...,gerénylem,gerénylek,0
NA,1,posttest trial,98,"[""piragszom"",""piragszok""]",1,117,Te bizony sokat piragszol. Én is sokat...,NA,piragszom,NA
NA,1,posttest trial,98,"[""sojzom"",""sojzok""]",1,118,Te bizony sokat sojzol. Én is sokat...,NA,sojzom,NA
NA,0,posttest trial,98,"[""nyáslok"",""nyáslom""]",1,119,Te bizony sokat nyáslasz. Én is sokat...,NA,nyáslok,NA
NA,1,posttest trial,98,"[""lorjódzom"",""lorjódzok""]",1,120,Te bizony sokat lorjódzol. Én is sokat...,NA,lorjódzom,NA
NA,0,posttest trial,98,"[""ruslok"",""ruslom""]",1,121,Te bizony sokat ruslasz. Én is sokat...,NA,ruslok,NA
NA,0,posttest trial,98,"[""csíszlom"",""csíszlok""]",1,122,Te bizony sokat csíszlasz. Én is sokat...,NA,csíszlok,NA
NA,0,posttest trial,98,"[""jüslök"",""jüslöm""]",1,123,Te bizony sokat jüslesz. Én is sokat...,NA,jüslök,NA
NA,1,posttest trial,98,"[""trilszom"",""trilszok""]",1,124,Te bizony sokat trilszol. Én is sokat...,NA,trilszom,NA
NA,1,posttest trial,98,"[""narjárzom"",""narjárzok""]",1,125,Te bizony sokat narjárzol. Én is sokat...,NA,narjárzom,NA
NA,1,posttest trial,98,"[""prilegzem"",""prilegzek""]",1,126,Te bizony sokat prilegzel. Én is sokat...,NA,prilegzem,NA
NA,1,posttest trial,98,"[""klibamlom"",""klibamlok""]",1,127,Te bizony sokat klibamlasz. Én is sokat...,NA,klibamlom,NA
NA,0,posttest trial,98,"[""klörlök"",""klörlöm""]",1,128,Te bizony sokat klörlesz. Én is sokat...,NA,klörlök,NA
NA,0,posttest trial,98,"[""feténylem"",""feténylek""]",1,129,Te bizony sokat feténylesz. Én is sokat...,NA,feténylek,NA
NA,1,posttest trial,98,"[""driládzok"",""driládzom""]",1,130,Te bizony sokat driládzol. Én is sokat...,NA,driládzom,NA
NA,1,posttest trial,98,"[""sprökszöm"",""sprökszök""]",1,131,Te bizony sokat sprökszöl. Én is sokat...,NA,sprökszöm,NA
NA,1,posttest trial,98,"[""frilegszek"",""frilegszem""]",1,132,Te bizony sokat frilegszel. Én is sokat...,NA,frilegszem,NA
NA,1,posttest trial,98,"[""spatárzok"",""spatárzom""]",1,133,Te bizony sokat spatárzol. Én is sokat...,NA,spatárzom,NA
NA,0,posttest trial,98,"[""marzom"",""marzok""]",1,134,Te bizony sokat marzol. Én is sokat...,NA,marzok,NA
NA,0,posttest trial,98,"[""tomlok"",""tomlom""]",1,135,Te bizony sokat tomlasz. Én is sokat...,NA,tomlok,NA
NA,1,posttest trial,98,"[""pivegszem"",""pivegszek""]",1,136,Te bizony sokat pivegszel. Én is sokat...,NA,pivegszem,NA
NA,1,posttest trial,98,"[""tiregzem"",""tiregzek""]",1,137,Te bizony sokat tiregzel. Én is sokat...,NA,tiregzem,NA
NA,1,posttest trial,98,"[""drubódzom"",""drubódzok""]",1,138,Te bizony sokat drubódzol. Én is sokat...,NA,drubódzom,NA
NA,1,posttest trial,98,"[""herégszek"",""herégszem""]",1,139,Te bizony sokat herégszel. Én is sokat...,NA,herégszem,NA
NA,0,posttest trial,98,"[""juszlok"",""juszlom""]",1,140,Te bizony sokat juszlasz. Én is sokat...,NA,juszlok,NA
NA,0,posttest trial,98,"[""flagánylom"",""flagánylok""]",1,141,Te bizony sokat flagánylasz. Én is sokat...,NA,flagánylok,NA
NA,1,posttest trial,98,"[""spilágzok"",""spilágzom""]",1,142,Te bizony sokat spilágzol. Én is sokat...,NA,spilágzom,NA
NA,1,posttest trial,98,"[""bölszöm"",""bölszök""]",1,143,Te bizony sokat bölszöl. Én is sokat...,NA,bölszöm,NA
NA,0,posttest trial,98,"[""brüjlöm"",""brüjlök""]",1,144,Te bizony sokat brüjlesz. Én is sokat...,NA,brüjlök,NA
NA,1,posttest trial,98,"[""sűzlök"",""sűzlöm""]",1,145,Te bizony sokat sűzlesz. Én is sokat...,NA,sűzlöm,NA
NA,1,posttest trial,98,"[""tínylom"",""tínylok""]",1,146,Te bizony sokat tínylasz. Én is sokat...,NA,tínylom,NA
NA,0,posttest trial,98,"[""szirlom"",""szirlok""]",1,147,Te bizony sokat szirlasz. Én is sokat...,NA,szirlok,NA
NA,0,posttest trial,98,"[""sztremlem"",""sztremlek""]",1,148,Te bizony sokat sztremlesz. Én is sokat...,NA,sztremlek,NA
NA,1,posttest trial,98,"[""böjzök"",""böjzöm""]",1,149,Te bizony sokat böjzöl. Én is sokat...,NA,böjzöm,NA
NA,1,posttest trial,98,"[""málapszok"",""málapszom""]",1,150,Te bizony sokat málapszol. Én is sokat...,NA,málapszom,NA
NA,1,posttest trial,98,"[""ribegzek"",""ribegzem""]",1,151,Te bizony sokat ribegzel. Én is sokat...,NA,ribegzem,NA
NA,0,posttest trial,98,"[""büglök"",""büglöm""]",1,152,Te bizony sokat büglesz. Én is sokat...,NA,büglök,NA
NA,0,posttest trial,98,"[""fibamlom"",""fibamlok""]",1,153,Te bizony sokat fibamlasz. Én is sokat...,NA,fibamlok,NA
NA,1,posttest trial,98,"[""fretszek"",""fretszem""]",1,154,Te bizony sokat fretszel. Én is sokat...,NA,fretszem,NA
NA,1,posttest trial,98,"[""flagárzom"",""flagárzok""]",1,155,Te bizony sokat flagárzol. Én is sokat...,NA,flagárzom,NA
NA,1,posttest trial,98,"[""ribzom"",""ribzok""]",1,156,Te bizony sokat ribzol. Én is sokat...,NA,ribzom,NA
NA,1,posttest trial,98,"[""brágaklom"",""brágaklok""]",1,157,Te bizony sokat brágaklasz. Én is sokat...,NA,brágaklom,NA
NA,1,posttest trial,98,"[""sprogzok"",""sprogzom""]",1,158,Te bizony sokat sprogzol. Én is sokat...,NA,sprogzom,NA
NA,1,posttest trial,98,"[""spibaklom"",""spibaklok""]",1,159,Te bizony sokat spibaklasz. Én is sokat...,NA,spibaklom,NA
NA,1,posttest trial,98,"[""vilakszok"",""vilakszom""]",1,160,Te bizony sokat vilakszol. Én is sokat...,NA,vilakszom,NA
NA,1,posttest trial,98,"[""hilarzom"",""hilarzok""]",1,161,Te bizony sokat hilarzol. Én is sokat...,NA,hilarzom,NA
NA,0,posttest trial,98,"[""pebzek"",""pebzem""]",1,162,Te bizony sokat pebzel. Én is sokat...,NA,pebzek,NA
NA,0,posttest trial,98,"[""femlek"",""femlem""]",1,163,Te bizony sokat femlesz. Én is sokat...,NA,femlek,NA
NA,1,posttest trial,98,"[""siladzok"",""siladzom""]",1,164,Te bizony sokat siladzol. Én is sokat...,NA,siladzom,NA
NA,1,posttest trial,98,"[""flűröklöm"",""flűröklök""]",1,165,Te bizony sokat flűröklesz. Én is sokat...,NA,flűröklöm,NA
NA,0,posttest trial,98,"[""pratánylok"",""pratánylom""]",1,166,Te bizony sokat pratánylasz. Én is sokat...,NA,pratánylok,NA
NA,0,posttest trial,98,"[""flüröslöm"",""flüröslök""]",1,167,Te bizony sokat flüröslesz. Én is sokat...,NA,flüröslök,NA
NA,0,posttest trial,98,"[""prűrlök"",""prűrlöm""]",1,168,Te bizony sokat prűrlesz. Én is sokat...,NA,prűrlök,NA
NA,0,posttest trial,98,"[""spűmlök"",""spűmlöm""]",1,169,Te bizony sokat spűmlesz. Én is sokat...,NA,spűmlök,NA
NA,0,posttest trial,98,"[""spéslek"",""spéslem""]",1,170,Te bizony sokat spéslesz. Én is sokat...,NA,spéslek,NA
