trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
NA,1,esp trial,59,"[""csólorzok"",""csólorzom""]",9,70,Te bizony sokat csólorzol. Én is sokat...,csólorzom,csólorzom,1
NA,1,esp trial,52,"[""szűslök"",""szűslöm""]",9,72,Te bizony sokat szűslesz. Én is sokat...,szűslök,szűslöm,0
NA,1,esp trial,85,"[""préleglem"",""préleglek""]",9,74,Te bizony sokat préleglesz. Én is sokat...,préleglek,préleglem,0
NA,1,esp trial,79,"[""bivejlek"",""bivejlem""]",9,76,Te bizony sokat bivejlesz. Én is sokat...,bivejlek,bivejlem,0
NA,1,esp trial,85,"[""trihagzom"",""trihagzok""]",9,78,Te bizony sokat trihagzol. Én is sokat...,trihagzom,trihagzom,1
NA,0,esp trial,64,"[""flérlem"",""flérlek""]",9,80,Te bizony sokat flérlesz. Én is sokat...,flérlek,flérlek,1
NA,1,esp trial,54,"[""fivénylem"",""fivénylek""]",9,82,Te bizony sokat fivénylesz. Én is sokat...,fivénylek,fivénylem,0
NA,1,esp trial,82,"[""sztruglok"",""sztruglom""]",9,84,Te bizony sokat sztruglasz. Én is sokat...,sztruglok,sztruglom,0
NA,1,esp trial,88,"[""spélszem"",""spélszek""]",9,86,Te bizony sokat spélszel. Én is sokat...,spélszek,spélszem,0
NA,0,esp trial,74,"[""brarlok"",""brarlom""]",9,88,Te bizony sokat brarlasz. Én is sokat...,brarlok,brarlok,1
NA,1,esp trial,82,"[""plágadzok"",""plágadzom""]",9,90,Te bizony sokat plágadzol. Én is sokat...,plágadzom,plágadzom,1
NA,1,esp trial,57,"[""spírzok"",""spírzom""]",9,92,Te bizony sokat spírzol. Én is sokat...,spírzok,spírzom,0
NA,0,esp trial,96,"[""pugoslok"",""pugoslom""]",9,94,Te bizony sokat pugoslasz. Én is sokat...,pugoslok,pugoslok,1
NA,1,esp trial,85,"[""féjzem"",""féjzek""]",9,96,Te bizony sokat féjzel. Én is sokat...,féjzek,féjzem,0
NA,1,esp trial,84,"[""drügzök"",""drügzöm""]",9,98,Te bizony sokat drügzöl. Én is sokat...,drügzök,drügzöm,0
NA,1,esp trial,65,"[""mékszek"",""mékszem""]",9,100,Te bizony sokat mékszel. Én is sokat...,mékszek,mékszem,0
NA,1,esp trial,92,"[""táklok"",""táklom""]",9,102,Te bizony sokat táklasz. Én is sokat...,táklom,táklom,1
NA,1,esp trial,93,"[""prohódzok"",""prohódzom""]",9,104,Te bizony sokat prohódzol. Én is sokat...,prohódzom,prohódzom,1
NA,1,esp trial,62,"[""gyivádzom"",""gyivádzok""]",9,106,Te bizony sokat gyivádzol. Én is sokat...,gyivádzom,gyivádzom,1
NA,1,esp trial,56,"[""lihadzok"",""lihadzom""]",9,108,Te bizony sokat lihadzol. Én is sokat...,lihadzok,lihadzom,0
NA,1,esp trial,79,"[""spülöklök"",""spülöklöm""]",9,110,Te bizony sokat spülöklesz. Én is sokat...,spülöklök,spülöklöm,0
NA,1,esp trial,91,"[""spibádzom"",""spibádzok""]",9,112,Te bizony sokat spibádzol. Én is sokat...,spibádzok,spibádzom,0
NA,1,esp trial,88,"[""plövőrzök"",""plövőrzöm""]",9,114,Te bizony sokat plövőrzöl. Én is sokat...,plövőrzök,plövőrzöm,0
NA,0,posttest trial,53,"[""nyáslok"",""nyáslom""]",1,117,Te bizony sokat nyáslasz. Én is sokat...,NA,nyáslok,NA
NA,0,posttest trial,53,"[""marzok"",""marzom""]",1,118,Te bizony sokat marzol. Én is sokat...,NA,marzok,NA
NA,0,posttest trial,53,"[""szirlom"",""szirlok""]",1,119,Te bizony sokat szirlasz. Én is sokat...,NA,szirlok,NA
NA,1,posttest trial,53,"[""siladzom"",""siladzok""]",1,120,Te bizony sokat siladzol. Én is sokat...,NA,siladzom,NA
NA,1,posttest trial,53,"[""tínylom"",""tínylok""]",1,121,Te bizony sokat tínylasz. Én is sokat...,NA,tínylom,NA
NA,1,posttest trial,53,"[""narjárzok"",""narjárzom""]",1,122,Te bizony sokat narjárzol. Én is sokat...,NA,narjárzom,NA
NA,1,posttest trial,53,"[""sprogzok"",""sprogzom""]",1,123,Te bizony sokat sprogzol. Én is sokat...,NA,sprogzom,NA
NA,1,posttest trial,53,"[""ribzom"",""ribzok""]",1,124,Te bizony sokat ribzol. Én is sokat...,NA,ribzom,NA
NA,1,posttest trial,53,"[""böjzök"",""böjzöm""]",1,125,Te bizony sokat böjzöl. Én is sokat...,NA,böjzöm,NA
NA,0,posttest trial,53,"[""juszlok"",""juszlom""]",1,126,Te bizony sokat juszlasz. Én is sokat...,NA,juszlok,NA
NA,1,posttest trial,53,"[""flagárzok"",""flagárzom""]",1,127,Te bizony sokat flagárzol. Én is sokat...,NA,flagárzom,NA
NA,1,posttest trial,53,"[""spibaklok"",""spibaklom""]",1,128,Te bizony sokat spibaklasz. Én is sokat...,NA,spibaklom,NA
NA,0,posttest trial,53,"[""prűrlök"",""prűrlöm""]",1,129,Te bizony sokat prűrlesz. Én is sokat...,NA,prűrlök,NA
NA,0,posttest trial,53,"[""tomlok"",""tomlom""]",1,130,Te bizony sokat tomlasz. Én is sokat...,NA,tomlok,NA
NA,1,posttest trial,53,"[""drubódzom"",""drubódzok""]",1,131,Te bizony sokat drubódzol. Én is sokat...,NA,drubódzom,NA
NA,0,posttest trial,53,"[""flagánylom"",""flagánylok""]",1,132,Te bizony sokat flagánylasz. Én is sokat...,NA,flagánylok,NA
NA,1,posttest trial,53,"[""driládzom"",""driládzok""]",1,133,Te bizony sokat driládzol. Én is sokat...,NA,driládzom,NA
NA,0,posttest trial,53,"[""pebzem"",""pebzek""]",1,134,Te bizony sokat pebzel. Én is sokat...,NA,pebzek,NA
NA,0,posttest trial,53,"[""klörlök"",""klörlöm""]",1,135,Te bizony sokat klörlesz. Én is sokat...,NA,klörlök,NA
NA,1,posttest trial,53,"[""bölszök"",""bölszöm""]",1,136,Te bizony sokat bölszöl. Én is sokat...,NA,bölszöm,NA
NA,1,posttest trial,53,"[""herégszem"",""herégszek""]",1,137,Te bizony sokat herégszel. Én is sokat...,NA,herégszem,NA
NA,0,posttest trial,53,"[""pratánylok"",""pratánylom""]",1,138,Te bizony sokat pratánylasz. Én is sokat...,NA,pratánylok,NA
NA,1,posttest trial,53,"[""prilegzek"",""prilegzem""]",1,139,Te bizony sokat prilegzel. Én is sokat...,NA,prilegzem,NA
NA,1,posttest trial,53,"[""piragszok"",""piragszom""]",1,140,Te bizony sokat piragszol. Én is sokat...,NA,piragszom,NA
NA,1,posttest trial,53,"[""ribegzem"",""ribegzek""]",1,141,Te bizony sokat ribegzel. Én is sokat...,NA,ribegzem,NA
NA,1,posttest trial,53,"[""klibamlom"",""klibamlok""]",1,142,Te bizony sokat klibamlasz. Én is sokat...,NA,klibamlom,NA
NA,1,posttest trial,53,"[""lorjódzok"",""lorjódzom""]",1,143,Te bizony sokat lorjódzol. Én is sokat...,NA,lorjódzom,NA
NA,1,posttest trial,53,"[""flűröklöm"",""flűröklök""]",1,144,Te bizony sokat flűröklesz. Én is sokat...,NA,flűröklöm,NA
NA,0,posttest trial,53,"[""flüröslöm"",""flüröslök""]",1,145,Te bizony sokat flüröslesz. Én is sokat...,NA,flüröslök,NA
NA,1,posttest trial,53,"[""sprökszöm"",""sprökszök""]",1,146,Te bizony sokat sprökszöl. Én is sokat...,NA,sprökszöm,NA
NA,0,posttest trial,53,"[""brüjlöm"",""brüjlök""]",1,147,Te bizony sokat brüjlesz. Én is sokat...,NA,brüjlök,NA
NA,0,posttest trial,53,"[""spűmlöm"",""spűmlök""]",1,148,Te bizony sokat spűmlesz. Én is sokat...,NA,spűmlök,NA
NA,1,posttest trial,53,"[""spilágzok"",""spilágzom""]",1,149,Te bizony sokat spilágzol. Én is sokat...,NA,spilágzom,NA
NA,1,posttest trial,53,"[""málapszom"",""málapszok""]",1,150,Te bizony sokat málapszol. Én is sokat...,NA,málapszom,NA
NA,1,posttest trial,53,"[""pivegszem"",""pivegszek""]",1,151,Te bizony sokat pivegszel. Én is sokat...,NA,pivegszem,NA
NA,0,posttest trial,53,"[""büglöm"",""büglök""]",1,152,Te bizony sokat büglesz. Én is sokat...,NA,büglök,NA
NA,0,posttest trial,53,"[""femlem"",""femlek""]",1,153,Te bizony sokat femlesz. Én is sokat...,NA,femlek,NA
NA,0,posttest trial,53,"[""ruslok"",""ruslom""]",1,154,Te bizony sokat ruslasz. Én is sokat...,NA,ruslok,NA
NA,1,posttest trial,53,"[""sűzlök"",""sűzlöm""]",1,155,Te bizony sokat sűzlesz. Én is sokat...,NA,sűzlöm,NA
NA,1,posttest trial,53,"[""brágaklok"",""brágaklom""]",1,156,Te bizony sokat brágaklasz. Én is sokat...,NA,brágaklom,NA
NA,1,posttest trial,53,"[""sojzom"",""sojzok""]",1,157,Te bizony sokat sojzol. Én is sokat...,NA,sojzom,NA
NA,1,posttest trial,53,"[""fretszek"",""fretszem""]",1,158,Te bizony sokat fretszel. Én is sokat...,NA,fretszem,NA
NA,0,posttest trial,53,"[""csíszlom"",""csíszlok""]",1,159,Te bizony sokat csíszlasz. Én is sokat...,NA,csíszlok,NA
NA,1,posttest trial,53,"[""spatárzok"",""spatárzom""]",1,160,Te bizony sokat spatárzol. Én is sokat...,NA,spatárzom,NA
NA,1,posttest trial,53,"[""tiregzek"",""tiregzem""]",1,161,Te bizony sokat tiregzel. Én is sokat...,NA,tiregzem,NA
NA,0,posttest trial,53,"[""sztremlek"",""sztremlem""]",1,162,Te bizony sokat sztremlesz. Én is sokat...,NA,sztremlek,NA
NA,0,posttest trial,53,"[""fibamlok"",""fibamlom""]",1,163,Te bizony sokat fibamlasz. Én is sokat...,NA,fibamlok,NA
NA,1,posttest trial,53,"[""hilarzom"",""hilarzok""]",1,164,Te bizony sokat hilarzol. Én is sokat...,NA,hilarzom,NA
NA,1,posttest trial,53,"[""trilszom"",""trilszok""]",1,165,Te bizony sokat trilszol. Én is sokat...,NA,trilszom,NA
NA,1,posttest trial,53,"[""frilegszem"",""frilegszek""]",1,166,Te bizony sokat frilegszel. Én is sokat...,NA,frilegszem,NA
NA,0,posttest trial,53,"[""spéslek"",""spéslem""]",1,167,Te bizony sokat spéslesz. Én is sokat...,NA,spéslek,NA
NA,0,posttest trial,53,"[""jüslöm"",""jüslök""]",1,168,Te bizony sokat jüslesz. Én is sokat...,NA,jüslök,NA
NA,0,posttest trial,53,"[""feténylek"",""feténylem""]",1,169,Te bizony sokat feténylesz. Én is sokat...,NA,feténylek,NA
NA,1,posttest trial,53,"[""vilakszom"",""vilakszok""]",1,170,Te bizony sokat vilakszol. Én is sokat...,NA,vilakszom,NA
