grammar_type	nsyl	front	word
noun	2	FALSE	fólfík
noun	2	FALSE	pótíng
noun	2	FALSE	szúszur
noun	2	FALSE	káldug
noun	2	FALSE	zsázurt
noun	2	FALSE	kóntang
noun	2	FALSE	krolvik
noun	2	FALSE	tósnyínt
noun	2	FALSE	rulum
noun	2	FALSE	klamar
noun	2	FALSE	lutvunyv
noun	2	FALSE	jakuny
noun	2	FALSE	jozuz
noun	2	FALSE	flogug
noun	2	FALSE	mirsuz
noun	2	FALSE	szodog
noun	2	FALSE	tokírd
noun	2	FALSE	lanyat
noun	2	FALSE	bomím
noun	2	FALSE	tating
noun	2	FALSE	branul
noun	2	FALSE	bronun
noun	2	FALSE	lagsak
noun	2	FALSE	dazip
noun	2	FALSE	tudrad
noun	2	FALSE	szójtun
noun	2	FALSE	kájtan
noun	2	FALSE	lúnfug
noun	2	FALSE	boszog
noun	2	FALSE	szópunt
noun	2	FALSE	náprol
noun	2	FALSE	mórpok
noun	2	FALSE	rámurd
noun	2	FALSE	spurtaj
noun	2	FALSE	duzíg
noun	2	FALSE	buskuz
noun	2	FALSE	pomuj
noun	2	FALSE	zsuzsíl
noun	2	FALSE	lofap
noun	2	FALSE	szúfoft
noun	2	FALSE	ruszag
noun	2	FALSE	tágyup
noun	2	FALSE	mótluld
noun	2	FALSE	szúpalt
noun	2	FALSE	kíkan
noun	2	FALSE	ralvap
noun	2	FALSE	kuntlik
noun	2	FALSE	fúsztal
noun	2	FALSE	frutir
noun	2	FALSE	zidot
noun	2	FALSE	kúlkib
noun	2	FALSE	vusmum
noun	2	FALSE	rúzfig
noun	2	FALSE	szómid
noun	2	FALSE	rúltar
noun	2	FALSE	gófur
noun	2	FALSE	strakok
noun	2	FALSE	kánduk
noun	2	FALSE	mastík
noun	2	FALSE	línagy
noun	2	FALSE	talgunt
noun	2	FALSE	zsilud
noun	2	FALSE	doszin
noun	2	FALSE	rírdug
noun	2	FALSE	pukof
noun	2	FALSE	fobín
noun	2	FALSE	pungun
noun	2	FALSE	nósíd
noun	2	FALSE	dísztar
noun	2	FALSE	kimaj
noun	2	FALSE	sogíj
noun	2	FALSE	sítkul
noun	2	FALSE	tralíg
noun	2	FALSE	laplok
noun	2	FALSE	físzting
noun	2	FALSE	gódín
noun	2	FALSE	mínony
noun	2	FALSE	dúkszut
noun	2	FALSE	korsfaj
noun	2	FALSE	gádrut
noun	2	FALSE	nápszag
noun	2	FALSE	kárkaz
noun	2	FALSE	godvirt
noun	2	FALSE	marmun
noun	2	FALSE	digniv
noun	2	FALSE	togir
noun	2	FALSE	bipug
noun	2	FALSE	líbkug
noun	2	FALSE	jolart
noun	2	FALSE	vuszog
noun	2	FALSE	magyop
noun	2	FALSE	kuszud
noun	2	FALSE	farzsap
noun	2	FALSE	kanond
noun	2	FALSE	klodant
noun	2	FALSE	givig
noun	2	FALSE	bórgot
noun	2	FALSE	kárbig
noun	2	FALSE	vójlík
noun	2	FALSE	fózup
noun	2	FALSE	síbínz
noun	2	FALSE	szagyog
noun	2	FALSE	gápoy
noun	2	FALSE	postik
noun	2	FALSE	márvik
noun	2	FALSE	píbat
noun	2	FALSE	sújun
noun	2	FALSE	vúmuk
noun	2	FALSE	nufaz
noun	2	FALSE	múlsíj
noun	2	FALSE	súgsan
noun	2	FALSE	móboty
noun	2	FALSE	sanyor
noun	2	FALSE	vószung
noun	2	FALSE	prutip
noun	2	FALSE	pazig
noun	2	FALSE	bubrín
noun	2	FALSE	dúrank
noun	2	FALSE	kafoz
noun	2	FALSE	fosvag
noun	2	FALSE	lútirt
noun	2	FALSE	rortod
noun	2	FALSE	flítok
noun	2	FALSE	dripíg
noun	2	FALSE	rirzík
noun	2	FALSE	buvur
noun	2	FALSE	kórirt
noun	2	FALSE	rószun
noun	2	FALSE	pómíg
noun	2	FALSE	dágyar
noun	2	FALSE	nászak
noun	2	FALSE	rásztan
noun	2	FALSE	vópur
noun	2	FALSE	tafín
noun	2	FALSE	bómun
noun	2	FALSE	spínig
noun	2	FALSE	kúlan
noun	2	FALSE	púprol
noun	2	FALSE	vupilt
noun	2	FALSE	mortvat
noun	2	FALSE	pulbar
noun	2	FALSE	punyíg
noun	2	FALSE	morsont
noun	2	FALSE	szugyak
noun	2	FALSE	kulmok
noun	2	FALSE	fúvírf
noun	2	FALSE	rablud
noun	2	FALSE	mizirt
noun	2	FALSE	piznyur
noun	2	FALSE	szutríny
noun	2	FALSE	miplort
noun	2	FALSE	lolug
noun	2	FALSE	múrort
noun	2	FALSE	kubín
noun	2	FALSE	rókurd
noun	2	FALSE	vurom
noun	2	FALSE	mábop
noun	2	FALSE	szagyvut
noun	2	FALSE	móbov
noun	2	FALSE	nílot
noun	2	FALSE	záfur
noun	2	FALSE	vudold
noun	2	FALSE	mírgart
noun	2	FALSE	búprul
noun	2	FALSE	roklur
noun	2	FALSE	lastom
noun	2	FALSE	sószod
noun	2	FALSE	lambon
noun	2	FALSE	míjínt
noun	2	FALSE	túgyval
noun	2	FALSE	podur
noun	2	FALSE	tutrij
noun	2	FALSE	guszuny
noun	2	FALSE	jiraz
noun	2	FALSE	zsufal
noun	2	FALSE	nókín
noun	2	FALSE	kítrir
noun	2	FALSE	vúdony
noun	2	FALSE	kagrut
noun	2	FALSE	víbziny
noun	2	FALSE	tovunz
noun	2	FALSE	mívar
noun	2	FALSE	ranglíl
noun	2	FALSE	katrag
noun	2	FALSE	vúrnok
noun	2	FALSE	szabíg
noun	2	FALSE	tuzfolp
noun	2	FALSE	mantraz
noun	2	FALSE	rúgtom
noun	2	FALSE	szabran
noun	2	FALSE	jizut
noun	2	FALSE	lábuv
noun	2	FALSE	klúszal
noun	2	FALSE	dravít
noun	2	FALSE	kólír
noun	2	FALSE	moplind
noun	2	FALSE	kólszot
noun	2	FALSE	gruloj
noun	2	FALSE	dakang
noun	2	FALSE	múvuv
noun	2	FALSE	lóvíp
noun	2	FALSE	famplony
noun	2	FALSE	tílujt
noun	2	FALSE	plornun
noun	2	FALSE	zsulnyug
noun	2	FALSE	fapip
noun	2	FALSE	prolar
noun	2	FALSE	zsókog
noun	2	FALSE	pílít
noun	2	FALSE	sonflíld
noun	2	FALSE	fároy
noun	2	FALSE	zsoníy
noun	2	FALSE	jívot
noun	2	FALSE	válogy
noun	2	FALSE	kagzíl
noun	2	FALSE	kózdan
noun	2	FALSE	szászíng
noun	2	FALSE	vogunt
noun	2	FALSE	sóvuk
noun	2	FALSE	gólog
noun	2	FALSE	bóbug
noun	2	FALSE	gótind
noun	2	FALSE	bagruny
noun	2	FALSE	smijtont
noun	2	FALSE	glusar
noun	2	FALSE	botkad
noun	2	FALSE	ratvol
noun	2	FALSE	kormilj
noun	2	FALSE	lájuz
noun	2	FALSE	gurab
noun	2	FALSE	gritor
noun	2	FALSE	kógund
noun	2	FALSE	szófuny
noun	2	FALSE	vófor
noun	2	FALSE	jugyot
noun	2	FALSE	svúrard
noun	2	FALSE	sukníd
noun	2	FALSE	flutruk
noun	2	FALSE	szúzlor
noun	2	FALSE	bizmal
noun	2	FALSE	lúgug
noun	2	FALSE	szoztob
noun	2	FALSE	fóflug
noun	2	FALSE	kánfrag
noun	2	FALSE	kójkagy
noun	2	FALSE	fószut
noun	2	FALSE	tágyful
noun	2	FALSE	naluny
noun	2	FALSE	dányít
noun	2	FALSE	kódany
noun	2	FALSE	vidlok
noun	2	FALSE	vofad
noun	2	FALSE	pubiny
noun	2	FALSE	totuny
noun	2	FALSE	szumub
noun	2	FALSE	rálvor
noun	2	FALSE	móvuld
noun	2	FALSE	mírvag
noun	2	FALSE	pruvar
noun	2	FALSE	vanzaz
noun	2	FALSE	mándur
noun	2	FALSE	szotod
noun	2	FALSE	stinkuk
noun	2	FALSE	roním
noun	2	FALSE	gónvolt
noun	2	FALSE	bábuny
noun	2	FALSE	vástand
noun	2	FALSE	tarding
noun	2	FALSE	kádrant
noun	2	FALSE	kólsor
noun	2	FALSE	storot
noun	2	FALSE	kargart
noun	2	FALSE	kotsíg
noun	2	FALSE	mudont
noun	2	FALSE	fuprur
noun	2	FALSE	bágnor
noun	2	FALSE	puvlag
noun	2	FALSE	rúspík
noun	2	FALSE	dúfím
noun	2	FALSE	migat
noun	2	FALSE	bándup
noun	2	FALSE	plúzíl
noun	2	FALSE	pófam
noun	2	FALSE	tópszil
noun	2	FALSE	briszít
noun	2	FALSE	spáloj
noun	2	FALSE	danug
noun	2	FALSE	glagat
noun	2	FALSE	pikfím
noun	2	FALSE	tiszogy
noun	2	FALSE	sótír
noun	2	FALSE	bikim
noun	2	FALSE	futrog
noun	2	FALSE	glókíl
noun	2	FALSE	kútlul
noun	2	FALSE	zsádagy
noun	2	FALSE	jótrav
noun	2	FALSE	stovím
noun	2	FALSE	podin
noun	2	FALSE	fómkílt
noun	2	FALSE	poklil
noun	2	FALSE	szósztir
noun	2	FALSE	titrínt
noun	2	FALSE	brafnir
noun	2	FALSE	fufrak
noun	2	FALSE	fogíg
noun	2	FALSE	karkap
noun	2	FALSE	zószon
noun	2	FALSE	kíbilv
noun	2	FALSE	vúsztir
noun	2	FALSE	vomlit
noun	2	FALSE	tágyund
noun	2	FALSE	szátuv
noun	2	FALSE	miman
noun	2	FALSE	fóblir
noun	2	FALSE	jozot
noun	2	FALSE	barzsol
noun	2	FALSE	lómbult
noun	2	FALSE	plulog
noun	2	FALSE	díngig
noun	2	FALSE	szapszol
noun	2	FALSE	kirim
noun	2	FALSE	pígyiz
noun	2	FALSE	kíkip
noun	2	FALSE	tumiv
noun	2	FALSE	bádan
noun	2	FALSE	dopun
noun	2	FALSE	kífong
noun	2	FALSE	káluny
noun	2	FALSE	kíldunt
noun	2	FALSE	róklol
noun	2	FALSE	núrnuk
noun	2	FALSE	karunz
noun	2	FALSE	kúgnal
noun	2	FALSE	kójfaz
noun	2	FALSE	kunvít
noun	2	FALSE	míviv
noun	2	FALSE	gaszir
noun	2	FALSE	falmal
noun	2	FALSE	rólsuv
noun	2	FALSE	kúdpony
noun	2	FALSE	toltot
noun	2	FALSE	rúsztar
noun	2	FALSE	kimurd
noun	2	FALSE	vápind
noun	2	FALSE	blifat
noun	2	FALSE	pumbun
noun	2	FALSE	fómban
noun	2	FALSE	tafof
noun	2	FALSE	klurjuj
noun	2	FALSE	kokand
noun	2	FALSE	bújtoj
noun	2	FALSE	físztor
noun	2	FALSE	tíszkut
noun	2	FALSE	ranyav
noun	2	FALSE	siklur
noun	2	FALSE	drukar
noun	2	FALSE	vanzol
noun	2	FALSE	láprag
noun	2	FALSE	fópib
noun	2	FALSE	szazord
noun	2	FALSE	jútonz
noun	2	FALSE	plaszul
noun	2	FALSE	figílj
noun	2	FALSE	zúnglug
noun	2	FALSE	níntug
noun	2	FALSE	tuvid
noun	2	FALSE	díbity
noun	2	FALSE	súklim
noun	2	FALSE	kápziz
noun	2	FALSE	spuvot
noun	2	FALSE	migog
noun	2	FALSE	kagtujk
noun	2	FALSE	fostíp
noun	2	FALSE	fásznol
noun	2	FALSE	ságyíny
noun	2	FALSE	kalkírt
noun	2	FALSE	sófany
noun	2	FALSE	tílfap
noun	2	FALSE	mótorny
noun	2	FALSE	dúdav
noun	2	FALSE	kúgav
noun	2	FALSE	muníg
noun	2	FALSE	tórop
noun	2	FALSE	viglug
noun	2	FALSE	túsoj
noun	2	FALSE	fávug
noun	2	FALSE	jísugy
noun	2	FALSE	lútír
noun	2	FALSE	szafob
noun	2	FALSE	lizím
noun	2	FALSE	rúndot
noun	2	FALSE	szongzun
noun	2	FALSE	túszliz
noun	2	FALSE	kulíb
noun	2	FALSE	lújot
noun	2	FALSE	rílvab
noun	2	FALSE	larpat
noun	2	FALSE	vúgyag
noun	2	FALSE	kufíg
noun	2	FALSE	vazkov
noun	2	FALSE	subangy
noun	2	FALSE	malmuz
noun	2	FALSE	trídam
noun	2	FALSE	szósur
noun	2	FALSE	tugzorv
noun	2	FALSE	kógygik
noun	2	FALSE	fradig
noun	2	FALSE	szófjit
noun	2	FALSE	bózsgil
noun	2	FALSE	másvir
noun	2	FALSE	fufik
noun	2	FALSE	pumzir
noun	2	FALSE	muzan
noun	2	FALSE	szupluny
noun	2	FALSE	szazoj
noun	2	FALSE	pozogy
noun	2	FALSE	kunjír
noun	2	FALSE	prukim
noun	2	FALSE	szúvog
noun	2	FALSE	lákíny
noun	2	FALSE	káfard
noun	2	FALSE	vógnid
noun	2	FALSE	lopum
noun	2	FALSE	gnupuk
noun	2	FALSE	vujar
noun	2	FALSE	fólnur
noun	2	FALSE	pitíjt
noun	2	FALSE	forbuz
noun	2	FALSE	bornyug
noun	2	FALSE	mamíny
noun	2	FALSE	fúnyog
noun	2	FALSE	kiplín
noun	2	FALSE	szúgyíz
noun	2	FALSE	ruzsut
noun	2	FALSE	szigburv
noun	2	FALSE	kalgar
noun	2	FALSE	zagit
noun	2	FALSE	mortig
noun	2	FALSE	mosom
noun	2	FALSE	fakríl
noun	2	FALSE	prongír
noun	2	FALSE	trávil
noun	2	FALSE	vúdzsog
noun	2	FALSE	tafírt
noun	2	FALSE	múszok
noun	2	FALSE	jatug
noun	2	FALSE	tíbuld
noun	2	FALSE	funton
noun	2	FALSE	kogyolt
noun	2	FALSE	flamuz
noun	2	FALSE	dómonk
noun	2	FALSE	nilav
noun	2	FALSE	fónjon
noun	2	FALSE	foprug
noun	2	FALSE	tómím
noun	2	FALSE	vogojt
noun	2	FALSE	kúszog
noun	2	FALSE	vunugy
noun	2	FALSE	fardant
noun	2	FALSE	tivír
noun	2	FALSE	kuktun
noun	2	FALSE	dájírt
noun	2	FALSE	dáfor
noun	2	FALSE	szójszid
noun	2	FALSE	vúkoj
noun	2	FALSE	mordord
noun	2	FALSE	bagybim
noun	2	FALSE	póblal
noun	2	FALSE	bótyint
noun	2	FALSE	pífob
noun	2	FALSE	maszír
noun	2	FALSE	nuprug
noun	2	FALSE	rígnum
noun	2	FALSE	brivar
noun	2	FALSE	máglit
noun	2	FALSE	júbik
noun	2	FALSE	bokonz
noun	2	FALSE	szórlad
noun	2	FALSE	bíkag
noun	2	FALSE	túpony
noun	2	FALSE	nopon
noun	2	FALSE	nórígy
noun	2	FALSE	púgyolt
noun	2	FALSE	pludar
noun	2	FALSE	goboj
noun	2	FALSE	gudruz
noun	2	FALSE	pígyuny
noun	2	FALSE	vítvol
noun	2	FALSE	szávink
noun	2	FALSE	fókszony
noun	2	FALSE	kubany
noun	2	FALSE	dópszot
noun	2	FALSE	szúszal
noun	2	FALSE	knómugy
noun	2	FALSE	búgruk
noun	2	FALSE	bimbur
noun	2	FALSE	frúrul
noun	2	FALSE	solam
noun	2	FALSE	szpóbínd
noun	2	FALSE	munon
noun	2	FALSE	tríkít
noun	2	FALSE	tolmkom
noun	2	FALSE	pírjong
noun	2	FALSE	kasval
noun	2	FALSE	mítak
noun	2	FALSE	gukak
noun	2	FALSE	brúdtom
noun	2	FALSE	vítult
noun	2	FALSE	rótvírt
noun	2	FALSE	tórkap
noun	2	FALSE	kagog
noun	2	FALSE	szúnykalm
noun	2	FALSE	glízsod
noun	2	FALSE	míkaj
noun	2	FALSE	fásmun
noun	2	FALSE	szúszít
noun	2	FALSE	tinysíg
noun	2	FALSE	nurong
noun	2	FALSE	kanyíg
noun	2	FALSE	kidond
noun	2	FALSE	tubvín
noun	2	FALSE	vúnyiny
noun	2	FALSE	satíg
noun	2	FALSE	fatrig
noun	2	FALSE	vírgor
noun	2	FALSE	szkuszlog
noun	2	FALSE	lartod
noun	2	FALSE	túlvuft
noun	2	FALSE	rároj
noun	2	FALSE	míplur
noun	2	FALSE	turgur
noun	2	FALSE	pularf
noun	2	FALSE	bábong
noun	2	FALSE	kúrtfund
noun	2	FALSE	túnil
noun	2	FALSE	dónfig
noun	2	FALSE	zomir
noun	2	FALSE	polvir
noun	2	FALSE	vosztog
noun	2	FALSE	fríraz
noun	2	FALSE	gúnzid
noun	2	FALSE	szúdol
noun	2	FALSE	nulur
noun	2	FALSE	bóbalt
noun	2	FALSE	dujtíld
noun	2	FALSE	kumpid
noun	2	FALSE	kíbzot
noun	2	FALSE	sómug
noun	2	FALSE	kónuv
noun	2	FALSE	móníj
noun	2	FALSE	búspot
noun	2	FALSE	júszkok
noun	2	FALSE	szápfruv
noun	2	FALSE	blivuk
noun	2	FALSE	lumir
noun	2	FALSE	ruzsol
noun	2	FALSE	frokíp
noun	2	FALSE	dizur
noun	2	FALSE	túlsud
noun	2	FALSE	fufon
noun	2	FALSE	súrgok
noun	2	FALSE	mósbul
noun	2	FALSE	gúszíp
noun	2	FALSE	fogszog
noun	2	FALSE	glómbígy
noun	2	FALSE	vozuy
noun	2	FALSE	túníny
noun	2	FALSE	duldpog
noun	2	FALSE	plokaz
noun	2	FALSE	jartib
noun	2	FALSE	mugyvol
noun	2	FALSE	jábont
noun	2	FALSE	plilug
noun	2	FALSE	partarv
noun	2	FALSE	nórdur
noun	2	FALSE	kunyol
noun	2	FALSE	muzot
noun	2	FALSE	pústol
noun	2	FALSE	bótlor
noun	2	FALSE	namot
noun	2	FALSE	gobip
noun	2	FALSE	zúlir
noun	2	FALSE	púnyil
noun	2	FALSE	movílt
noun	2	FALSE	lúgmot
noun	2	FALSE	sákrog
noun	2	FALSE	túprant
noun	2	FALSE	tokald
noun	2	FALSE	pofujt
noun	2	FALSE	bílnil
noun	2	FALSE	póníl
noun	2	FALSE	klúlor
noun	2	FALSE	suklar
noun	2	FALSE	gilíp
noun	2	FALSE	frujdur
noun	2	FALSE	vazsunz
noun	2	FALSE	bukud
noun	2	FALSE	takun
noun	2	FALSE	lugyvor
noun	2	FALSE	szomad
noun	2	FALSE	bifag
noun	2	FALSE	tulfun
noun	2	FALSE	nipun
noun	2	FALSE	szajar
noun	2	FALSE	vopkurt
noun	2	FALSE	rárfor
noun	2	FALSE	kaltsam
noun	2	FALSE	stroszon
noun	2	FALSE	mupolt
noun	2	FALSE	búlam
noun	2	FALSE	bíszam
noun	2	FALSE	fívord
noun	2	FALSE	szónung
noun	2	FALSE	pladín
noun	2	FALSE	krónir
noun	2	FALSE	mizof
noun	2	FALSE	pámir
noun	2	FALSE	fapany
noun	2	FALSE	kíktím
noun	2	FALSE	porkunty
noun	2	FALSE	tuftil
noun	2	FALSE	sónyort
noun	2	FALSE	pógyap
noun	2	FALSE	lótyut
noun	2	FALSE	mazsil
noun	2	FALSE	dóbany
noun	2	FALSE	favund
noun	2	FALSE	bafjur
noun	2	FALSE	szugbal
noun	2	FALSE	szíktom
noun	2	FALSE	brusig
noun	2	FALSE	figykuk
noun	2	FALSE	dáfig
noun	2	FALSE	klúrtim
noun	2	FALSE	mísild
noun	2	FALSE	plugok
noun	2	FALSE	saszojd
noun	2	FALSE	fugylok
noun	2	FALSE	vóplop
noun	2	FALSE	buldil
noun	2	FALSE	vápíg
noun	2	FALSE	nampirt
noun	2	FALSE	tídik
noun	2	FALSE	zsujfap
noun	2	FALSE	sziksul
noun	2	FALSE	tikob
noun	2	FALSE	gómzor
noun	2	FALSE	púnyír
noun	2	FALSE	togyul
noun	2	FALSE	jóbar
noun	2	FALSE	tróspug
noun	2	FALSE	bótral
noun	2	FALSE	trotup
noun	2	FALSE	klólgak
noun	2	FALSE	krárot
noun	2	FALSE	zsutol
noun	2	FALSE	múput
noun	2	FALSE	kordirt
noun	2	FALSE	nópam
noun	2	FALSE	bótlul
noun	2	FALSE	dáztar
noun	2	FALSE	lidar
noun	2	FALSE	buním
noun	2	FALSE	dabrat
noun	2	FALSE	szmádak
noun	2	FALSE	guntip
noun	2	FALSE	fógíz
noun	2	FALSE	brulagy
noun	2	FALSE	dótrot
noun	2	FALSE	szúszvov
noun	2	FALSE	nókony
noun	2	FALSE	szákvín
noun	2	FALSE	svúgyol
noun	2	FALSE	daszur
noun	2	FALSE	jórínt
noun	2	FALSE	turvut
noun	2	FALSE	kilun
noun	2	FALSE	fákag
noun	2	FALSE	vúfuny
noun	2	FALSE	gopuf
noun	2	FALSE	dáralp
noun	2	FALSE	marvil
noun	2	FALSE	bóstul
noun	2	FALSE	lunyok
noun	2	FALSE	domont
noun	2	FALSE	szogom
noun	2	FALSE	pínyum
noun	2	FALSE	sámlun
noun	2	FALSE	lángvíg
noun	2	FALSE	katolj
noun	2	FALSE	bugany
noun	2	FALSE	mamirm
noun	2	FALSE	gópunt
noun	2	FALSE	rúkum
noun	2	FALSE	vosziny
noun	2	FALSE	búgnílt
noun	2	FALSE	puszun
noun	2	FALSE	balir
noun	2	FALSE	mírod
noun	2	FALSE	lúsztor
noun	2	FALSE	sóngín
noun	2	FALSE	nóntig
noun	2	FALSE	zsúklug
noun	2	FALSE	lúkaz
noun	2	FALSE	bodlur
noun	2	FALSE	dázdal
noun	2	FALSE	fipruk
noun	2	FALSE	muklul
noun	2	FALSE	blúmuz
noun	2	FALSE	súgyint
noun	2	FALSE	zsúsziny
noun	2	FALSE	viltor
noun	2	FALSE	rozluz
noun	2	FALSE	tóviny
noun	2	FALSE	zsílal
noun	2	FALSE	mójop
noun	2	FALSE	blulsup
noun	2	FALSE	kódrak
noun	2	FALSE	szlídun
noun	2	FALSE	kriztok
noun	2	FALSE	prasznít
noun	2	FALSE	rávir
noun	2	FALSE	kvomog
noun	2	FALSE	kúkany
noun	2	FALSE	vústav
noun	2	FALSE	szúzfol
noun	2	FALSE	dómor
noun	2	FALSE	bívant
noun	2	FALSE	bropaj
noun	2	FALSE	gusony
noun	2	FALSE	pulony
noun	2	FALSE	vírpot
noun	2	FALSE	pimput
noun	2	FALSE	rúrdan
noun	2	FALSE	fóraj
noun	2	FALSE	pógvig
noun	2	FALSE	saltik
noun	2	FALSE	szávor
noun	2	FALSE	kolim
noun	2	FALSE	dulugy
noun	2	FALSE	túdurf
noun	2	FALSE	bógyloz
noun	2	FALSE	vótany
noun	2	FALSE	tábum
noun	2	FALSE	tímum
noun	2	FALSE	tutríny
noun	2	FALSE	vonyvínt
noun	2	FALSE	góbír
noun	2	FALSE	gajtir
noun	2	FALSE	tógyang
noun	2	FALSE	zsukav
noun	2	FALSE	zsumaz
noun	2	FALSE	kosznat
noun	2	FALSE	vugyult
noun	2	FALSE	fuszíng
noun	2	FALSE	szolpoz
noun	2	FALSE	baltot
noun	2	FALSE	dószuk
noun	2	FALSE	busínt
noun	2	FALSE	salgug
noun	2	FALSE	slojud
noun	2	FALSE	szagyul
noun	2	FALSE	vózlok
noun	2	FALSE	szolnit
noun	2	FALSE	póvím
noun	2	FALSE	folfok
noun	2	FALSE	bógog
noun	2	FALSE	knászík
noun	2	FALSE	ságoj
noun	2	FALSE	gúmum
noun	2	FALSE	szóvim
noun	2	FALSE	mábílt
noun	2	FALSE	szuvinz
noun	2	FALSE	súkbuny
noun	2	FALSE	datvír
noun	2	FALSE	kákrund
noun	2	FALSE	szasund
noun	2	TRUE	sökrük
noun	2	TRUE	szítíny
noun	2	TRUE	zökem
noun	2	TRUE	fűldböny
noun	2	TRUE	zűnün
noun	2	TRUE	vürnüz
noun	2	TRUE	fegregd
noun	2	TRUE	vezüm
noun	2	TRUE	szűprik
noun	2	TRUE	lűltíg
noun	2	TRUE	szemlüg
noun	2	TRUE	tősíj
noun	2	TRUE	jilöv
noun	2	TRUE	dőlíb
noun	2	TRUE	bűpeng
noun	2	TRUE	stümöl
noun	2	TRUE	piküm
noun	2	TRUE	főlvög
noun	2	TRUE	pősört
noun	2	TRUE	letön
noun	2	TRUE	pőlönt
noun	2	TRUE	nelend
noun	2	TRUE	tőbíg
noun	2	TRUE	vösmöt
noun	2	TRUE	kürleg
noun	2	TRUE	jübög
noun	2	TRUE	mitröt
noun	2	TRUE	tűrnün
noun	2	TRUE	kőrigy
noun	2	TRUE	nemöny
noun	2	TRUE	zözet
noun	2	TRUE	dévörv
noun	2	TRUE	neszöny
noun	2	TRUE	bésmöm
noun	2	TRUE	küngen
noun	2	TRUE	köszür
noun	2	TRUE	szebön
noun	2	TRUE	sztükín
noun	2	TRUE	vérzígy
noun	2	TRUE	szömbír
noun	2	TRUE	mőnkrök
noun	2	TRUE	fínmöd
noun	2	TRUE	kőjin
noun	2	TRUE	lenyert
noun	2	TRUE	térbíg
noun	2	TRUE	pőnyürd
noun	2	TRUE	szűgig
noun	2	TRUE	szőszmír
noun	2	TRUE	zégíny
noun	2	TRUE	jilsít
noun	2	TRUE	mütrüg
noun	2	TRUE	vösnön
noun	2	TRUE	sisör
noun	2	TRUE	vüszin
noun	2	TRUE	stőmüg
noun	2	TRUE	bötkíl
noun	2	TRUE	kűrdej
noun	2	TRUE	vűsíl
noun	2	TRUE	melkíz
noun	2	TRUE	jirdült
noun	2	TRUE	lőlsönt
noun	2	TRUE	sűmög
noun	2	TRUE	krőper
noun	2	TRUE	pösdüz
noun	2	TRUE	nűvögy
noun	2	TRUE	fűfür
noun	2	TRUE	lölült
noun	2	TRUE	mürmít
noun	2	TRUE	peböm
noun	2	TRUE	műntiny
noun	2	TRUE	klíret
noun	2	TRUE	séktir
noun	2	TRUE	késkiv
noun	2	TRUE	kűszüny
noun	2	TRUE	rövilp
noun	2	TRUE	mősnüny
noun	2	TRUE	vípím
noun	2	TRUE	kűdig
noun	2	TRUE	pejsek
noun	2	TRUE	sészet
noun	2	TRUE	vüksel
noun	2	TRUE	büjügy
noun	2	TRUE	szőmen
noun	2	TRUE	töstel
noun	2	TRUE	fildír
noun	2	TRUE	nűszit
noun	2	TRUE	szényürk
noun	2	TRUE	tünfüg
noun	2	TRUE	lizün
noun	2	TRUE	vivöny
noun	2	TRUE	vények
noun	2	TRUE	lűszpöt
