form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds
ásítozok	129	ásítozo	[/V][Prs.NDef.1Sg]	lakom/lakok	3555	8570080167	ásítozom	113	1.1403508771929824	0.13133600206108695
áskálódok	13	áskálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1964	8570080167	áskálódom	12	1.0769230769230769	0.074107972153721835
asszimilálódok	12	asszimilálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	5757	8570080167	asszimilálódom	6	1.8571428571428572	0.6190392084062235
aszalódok	26	aszalódo	[/V][Prs.NDef.1Sg]	lakom/lakok	2207	8570080167	aszalódom	21	1.2272727272727273	0.20479441264601322
aszok	147	aszo	[/V][Prs.NDef.1Sg]	lakom/lakok	5633	8570080167	aszom	21	6.7272727272727275	1.9061698204057993
átkozódok	13	átkozódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3739	8570080167	átkozódom	60	0.22950819672131148	-1.4718165345580525
autókázok	29	autókázo	[/V][Prs.NDef.1Sg]	lakom/lakok	2943	8570080167	autókázom	18	1.5789473684210527	0.4567584024957149
autózok	544	autózo	[/V][Prs.NDef.1Sg]	lakom/lakok	53397	8570080167	autózom	1088	0.5004591368227732	-0.6922293282697164
avatkozok	139	avatkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	45734	8570080167	avatkozom	448	0.311804008908686	-1.16538046513295
bábáskodok	12	bábáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	5536	8570080167	bábáskodom	32	0.3939393939393939	-0.9315582040049435
bajlódok	373	bajlódo	[/V][Prs.NDef.1Sg]	lakom/lakok	39724	8570080167	bajlódom	377	0.9894179894179894	-0.010638398205055754
bajoskodok	1	bajoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	101	8570080167	bajoskodom	3	0.5	-0.6931471805599453
bakizok	24	bakizo	[/V][Prs.NDef.1Sg]	lakom/lakok	1995	8570080167	bakizom	13	1.7857142857142858	0.5798184952529422
balhézok	112	balhézo	[/V][Prs.NDef.1Sg]	lakom/lakok	6131	8570080167	balhézom	5	18.833333333333332	2.9356283494842854
bámészkodok	110	bámészkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6070	8570080167	bámészkodom	134	0.8222222222222222	-0.19574457712609536
bánkódok	143	bánkódo	[/V][Prs.NDef.1Sg]	lakom/lakok	14891	8570080167	bánkódom	467	0.3076923076923077	-1.1786549963416462
bántódok	10	bántódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1216	8570080167	bántódom	7	1.375	0.3184537311185346
barátkozok	287	barátkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	50745	8570080167	barátkozom	2017	0.14271555996035679	-1.9469017207776083
basáskodok	3	basáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	547	8570080167	basáskodom	4	0.8	-0.2231435513142097
bátorkodok	131	bátorkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	9746	8570080167	bátorkodom	1686	0.07824540604623592	-2.5479051599595977
bátorodok	5	bátorodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1398	8570080167	bátorodom	16	0.35294117647058826	-1.041453874828161
bátortalanodok	11	bátortalanodo	[/V][Prs.NDef.1Sg]	lakom/lakok	479	8570080167	bátortalanodom	1	6	1.791759469228055
békétlenkedek	4	békétlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	301	8570080167	békétlenkedem	2	1.6666666666666667	0.5108256237659907
beleszerelmesedek	28	beleszerelmesede	[/V][Prs.NDef.1Sg]	lakom/lakok	2629	8570080167	beleszerelmesedem	8	3.2222222222222223	1.1700712526502546
berzenkedek	77	berzenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	3632	8570080167	berzenkedem	98	0.7878787878787878	-0.23841102344499823
betaknyosodok	1	betaknyosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	83	8570080167	betaknyosodom	1	1	0
betegeskedek	66	betegeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	9158	8570080167	betegeskedem	88	0.7528089887640449	-0.28394375034117386
betegszek	15	betegsze	[/V][Prs.NDef.1Sg]	lakom/lakok	9223	8570080167	betegszem	129	0.12307692307692308	-2.094945728215801
betyárkodok	7	betyárkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	246	8570080167	betyárkodom	1	4	1.3862943611198906
bíbelődök	210	bíbelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	14471	8570080167	bíbelődöm	239	0.8791666666666667	-0.12878078986592484
bíráskodok	8	bíráskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3616	8570080167	bíráskodom	40	0.21951219512195122	-1.5163474893680884
birkózok	329	birkózo	[/V][Prs.NDef.1Sg]	lakom/lakok	38668	8570080167	birkózom	762	0.4325032765399738	-0.8381653768239311
bizakodok	448	bizakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	30323	8570080167	bizakodom	1122	0.39982190560997327	-0.9167360669961889
bizalmaskodok	2	bizalmaskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	700	8570080167	bizalmaskodom	9	0.3	-1.2039728043259361
bizalmatlankodok	3	bizalmatlankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	284	8570080167	bizalmatlankodom	1	2	0.6931471805599453
bízok	14694	bízo	[/V][Prs.NDef.1Sg]	lakom/lakok	1037991	8570080167	bízom	139717	0.10517614051160194	-2.252118805622328
bizonyosodok	39	bizonyosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	29527	8570080167	bizonyosodom	46	0.851063829787234	-0.16126814759612226
bizonytalankodok	48	bizonytalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4183	8570080167	bizonytalankodom	101	0.4803921568627451	-0.7331525151736444
bocsátkozok	71	bocsátkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	24331	8570080167	bocsátkozom	1019	0.07058823529411765	-2.6508917872622613
bogarászok	186	bogarászo	[/V][Prs.NDef.1Sg]	lakom/lakok	9264	8570080167	bogarászom	156	1.1910828025477707	0.17486281150627853
bohóckodok	164	bohóckodo	[/V][Prs.NDef.1Sg]	lakom/lakok	10687	8570080167	bohóckodom	119	1.375	0.3184537311185346
bóklászok	207	bóklászo	[/V][Prs.NDef.1Sg]	lakom/lakok	13080	8570080167	bóklászom	195	1.0612244897959184	0.059423420470800806
bölcselkedek	15	bölcselkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1698	8570080167	bölcselkedem	29	0.5333333333333333	-0.6286086594223742
böngészök	1	böngészö	[/V][Prs.NDef.1Sg]	lakom/lakok	122712	8570080167	böngészöm	4	0.4	-0.916290731874155
bonyolódok	161	bonyolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	34776	8570080167	bonyolódom	205	0.7864077669902912	-0.24027983355719704
borotválkozok	56	borotválkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	7593	8570080167	borotválkozom	341	0.16666666666666666	-1.791759469228055
bosszankodok	459	bosszankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	28274	8570080167	bosszankodom	994	0.4623115577889447	-0.7715162476754521
botladozok	128	botladozo	[/V][Prs.NDef.1Sg]	lakom/lakok	8796	8570080167	botladozom	187	0.6861702127659575	-0.37662955846827706
botlok	1692	botlo	[/V][Prs.NDef.1Sg]	lakom/lakok	41912	8570080167	botlom	197	8.55050505050505	2.1459903514386
botránkozok	24	botránkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	3482	8570080167	botránkozom	65	0.3787878787878788	-0.9707789171582248
bővelkedek	41	bővelkede	[/V][Prs.NDef.1Sg]	lakom/lakok	38446	8570080167	bővelkedem	118	0.35294117647058826	-1.041453874828161
búcsúzkodok	15	búcsúzkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3282	8570080167	búcsúzkodom	105	0.1509433962264151	-1.890850371872286
búcsúzok	402	búcsúzo	[/V][Prs.NDef.1Sg]	lakom/lakok	154036	8570080167	búcsúzom	2888	0.13949463482173763	-1.9697291385195523
büdösödök	4	büdösödö	[/V][Prs.NDef.1Sg]	lakom/lakok	1381	8570080167	büdösödöm	2	1.6666666666666667	0.5108256237659907
bujdosok	49	bujdoso	[/V][Prs.NDef.1Sg]	lakom/lakok	4942	8570080167	bujdosom	12	3.8461538461538463	1.3470736479666094
bújócskázok	24	bújócskázo	[/V][Prs.NDef.1Sg]	lakom/lakok	3783	8570080167	bújócskázom	13	1.7857142857142858	0.5798184952529422
bukfencezek	27	bukfenceze	[/V][Prs.NDef.1Sg]	lakom/lakok	3043	8570080167	bukfencezem	8	3.111111111111111	1.1349799328389845
bűnhődök	33	bűnhődö	[/V][Prs.NDef.1Sg]	lakom/lakok	9169	8570080167	bűnhődöm	85	0.3953488372093023	-0.9279867716373464
bűnözök	1253	bűnözö	[/V][Prs.NDef.1Sg]	lakom/lakok	6131	8570080167	bűnözöm	1	627	6.440946540632921
burkolódzok	1	burkolódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	13652	8570080167	burkolódzom	21	0.09090909090909091	-2.3978952727983707
búslakodok	31	búslakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	8087	8570080167	búslakodom	70	0.4507042253521127	-0.7969439742415888
büszkélkedek	66	büszkélkede	[/V][Prs.NDef.1Sg]	lakom/lakok	84413	8570080167	büszkélkedem	122	0.5447154471544715	-0.6074917359814515
butáskodok	1	butáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	585	8570080167	butáskodom	5	0.3333333333333333	-1.0986122886681098
búvárkodok	51	búvárkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	10030	8570080167	búvárkodom	96	0.5360824742268041	-0.6234672599219555
bűvészkedek	49	bűvészkede	[/V][Prs.NDef.1Sg]	lakom/lakok	3597	8570080167	bűvészkedem	34	1.4285714285714286	0.3566749439387324
buzgólkodok	1	buzgólkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2888	8570080167	buzgólkodom	43	0.045454545454545456	-3.0910424533583156
cangázok	26	cangázo	[/V][Prs.NDef.1Sg]	lakom/lakok	163	8570080167	cangázom	6	3.857142857142857	1.349926716949016
cicózok	12	cicózo	[/V][Prs.NDef.1Sg]	lakom/lakok	1046	8570080167	cicózom	3	3.25	1.1786549963416462
cigánykodok	5	cigánykodo	[/V][Prs.NDef.1Sg]	lakom/lakok	325	8570080167	cigánykodom	6	0.8571428571428571	-0.15415067982725836
cigarettázok	54	cigarettázo	[/V][Prs.NDef.1Sg]	lakom/lakok	7767	8570080167	cigarettázom	136	0.40145985401459855	-0.912647740595654
cikkezek	50	cikkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	14162	8570080167	cikkezem	8	5.666666666666667	1.7346010553881064
cipekedek	109	cipekede	[/V][Prs.NDef.1Sg]	lakom/lakok	4233	8570080167	cipekedem	23	4.583333333333333	1.5224265354444706
cipekszek	3	cipeksze	[/V][Prs.NDef.1Sg]	lakom/lakok	4233	8570080167	cipekszem	4	0.8	-0.2231435513142097
citerázok	12	citerázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1464	8570080167	citerázom	13	0.9285714285714286	-0.07410797215372185
civódok	4	civódo	[/V][Prs.NDef.1Sg]	lakom/lakok	735	8570080167	civódom	4	1	0
csalatkozok	7	csalatkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4769	8570080167	csalatkozom	122	0.06504065040650407	-2.7327428136925813
csalódok	1342	csalódo	[/V][Prs.NDef.1Sg]	lakom/lakok	170163	8570080167	csalódom	923	1.4534632034632036	0.37394912488155346
csapódok	141	csapódo	[/V][Prs.NDef.1Sg]	lakom/lakok	59286	8570080167	csapódom	80	1.7530864197530864	0.561377902928822
csatlakozok	1779	csatlakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	869608	8570080167	csatlakozom	3253	0.547019053472649	-0.6032716444928523
csavarodok	33	csavarodo	[/V][Prs.NDef.1Sg]	lakom/lakok	9265	8570080167	csavarodom	11	2.8333333333333335	1.0414538748281612
cselekszek	301	cseleksze	[/V][Prs.NDef.1Sg]	lakom/lakok	280658	8570080167	cselekszem	3938	0.07666920538207667	-2.5682551455960363
csellózok	17	csellózo	[/V][Prs.NDef.1Sg]	lakom/lakok	1782	8570080167	csellózom	39	0.45	-0.7985076962177716
csendesedek	12	csendesede	[/V][Prs.NDef.1Sg]	lakom/lakok	6494	8570080167	csendesedem	2	4.333333333333333	1.466337068793427
csigázok	48	csigázo	[/V][Prs.NDef.1Sg]	lakom/lakok	4081	8570080167	csigázom	44	1.0888888888888888	0.08515780834030677
csimpaszkodok	23	csimpaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4352	8570080167	csimpaszkodom	64	0.36923076923076925	-0.9963334395476915
csinosodok	3	csinosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	521	8570080167	csinosodom	2	1.3333333333333333	0.28768207245178085
csintalankodok	4	csintalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	492	8570080167	csintalankodom	3	1.25	0.22314355131420976
csiszolódok	8	csiszolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	6459	8570080167	csiszolódom	12	0.6923076923076923	-0.3677247801253174
csodálkozok	1955	csodálkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	200735	8570080167	csodálkozom	17802	0.10986912318148627	-2.2084654108101
csókolózok	40	csókolózo	[/V][Prs.NDef.1Sg]	lakom/lakok	18284	8570080167	csókolózom	99	0.41	-0.8915981192837836
csónakázok	13	csónakázo	[/V][Prs.NDef.1Sg]	lakom/lakok	6485	8570080167	csónakázom	2	4.666666666666667	1.540445040947149
csuklok	107	csuklo	[/V][Prs.NDef.1Sg]	lakom/lakok	6520	8570080167	csuklom	25	4.153846153846154	1.4240346891027378
csúszok	1288	csúszo	[/V][Prs.NDef.1Sg]	lakom/lakok	191096	8570080167	csúszom	509	2.5274509803921568	0.9272112772208159
dacoskodok	5	dacoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	237	8570080167	dacoskodom	6	0.8571428571428571	-0.15415067982725836
deformálódok	2	deformálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	11452	8570080167	deformálódom	1	1.5	0.4054651081081644
degradálódok	1	degradálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3616	8570080167	degradálódom	1	1	0
deresedek	1	deresede	[/V][Prs.NDef.1Sg]	lakom/lakok	388	8570080167	deresedem	3	0.5	-0.6931471805599453
dévánkozok	1	dévánkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	18	8570080167	dévánkozom	2	0.6666666666666666	-0.40546510810816444
diadalmaskodok	1	diadalmaskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	35682	8570080167	diadalmaskodom	12	0.15384615384615385	-1.8718021769015913
dicsekszek	41	dicseksze	[/V][Prs.NDef.1Sg]	lakom/lakok	46395	8570080167	dicsekszem	1420	0.029556650246305417	-3.521446509813732
diétázok	496	diétázo	[/V][Prs.NDef.1Sg]	lakom/lakok	18417	8570080167	diétázom	1699	0.2923529411764706	-1.2297935039476786
dobálódzok	18	dobálódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	12200	8570080167	dobálódzom	9	1.9	0.6418538861723947
döglődök	36	döglődö	[/V][Prs.NDef.1Sg]	lakom/lakok	2107	8570080167	döglődöm	28	1.2758620689655173	0.2436220826577505
dohányzok	1261	dohányzo	[/V][Prs.NDef.1Sg]	lakom/lakok	67978	8570080167	dohányzom	14148	0.08919358258534173	-2.4169461860947936
dolgozok	24294	dolgozo	[/V][Prs.NDef.1Sg]	lakom/lakok	3627092	8570080167	dolgozom	175459	0.13846460731790722	-1.9771405288423716
dörgölődzök	1	dörgölődzö	[/V][Prs.NDef.1Sg]	lakom/lakok	2068	8570080167	dörgölődzöm	7	0.25	-1.3862943611198906
dörgölőzök	11	dörgölőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	3938	8570080167	dörgölőzöm	5	2	0.6931471805599453
dudorászok	54	dudorászo	[/V][Prs.NDef.1Sg]	lakom/lakok	3096	8570080167	dudorászom	62	0.873015873015873	-0.13580154115906176
duhajkodok	4	duhajkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	777	8570080167	duhajkodom	5	0.8333333333333334	-0.1823215567939546
dühösködök	7	dühösködö	[/V][Prs.NDef.1Sg]	lakom/lakok	411	8570080167	dühösködöm	13	0.5714285714285714	-0.5596157879354228
durcáskodok	2	durcáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	505	8570080167	durcáskodom	23	0.125	-2.0794415416798357
ébredezek	77	ébredeze	[/V][Prs.NDef.1Sg]	lakom/lakok	10153	8570080167	ébredezem	12	6	1.791759469228055
edzok	21	edzo	[/V][Prs.NDef.1Sg]	lakom/lakok	183810	8570080167	edzom	5	3.6666666666666665	1.2992829841302609
edződök	12	edződö	[/V][Prs.NDef.1Sg]	lakom/lakok	7138	8570080167	edződöm	48	0.2653061224489796	-1.3268709406490897
egyenesedek	32	egyenesede	[/V][Prs.NDef.1Sg]	lakom/lakok	3332	8570080167	egyenesedem	6	4.714285714285714	1.550597412411167
egyezek	371	egyeze	[/V][Prs.NDef.1Sg]	lakom/lakok	230655	8570080167	egyezem	79	4.65	1.536867219599265
egyszerűsödök	5	egyszerűsödö	[/V][Prs.NDef.1Sg]	lakom/lakok	13942	8570080167	egyszerűsödöm	10	0.5454545454545454	-0.6061358035703156
éhezek	443	éheze	[/V][Prs.NDef.1Sg]	lakom/lakok	59636	8570080167	éhezem	210	2.104265402843602	0.7439664289561583
éjszakázok	84	éjszakázo	[/V][Prs.NDef.1Sg]	lakom/lakok	12361	8570080167	éjszakázom	130	0.648854961832061	-0.4325460667108351
ejtőzök	52	ejtőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	3317	8570080167	ejtőzöm	25	2.0384615384615383	0.7121953755306397
ékeskedek	55	ékeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	5504	8570080167	ékeskedem	128	0.43410852713178294	-0.8344607136265229
elandalodok	1	elandalodo	[/V][Prs.NDef.1Sg]	lakom/lakok	522	8570080167	elandalodom	7	0.25	-1.3862943611198906
elbizonytalanodok	383	elbizonytalanodo	[/V][Prs.NDef.1Sg]	lakom/lakok	29628	8570080167	elbizonytalanodom	625	0.6134185303514377	-0.4887078185123717
élcelődök	23	élcelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	4503	8570080167	élcelődöm	33	0.7058823529411765	-0.3483066942682157
elégedetlenkedek	117	elégedetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	6274	8570080167	elégedetlenkedem	55	2.107142857142857	0.7453329337305156
elégszek	43	elégsze	[/V][Prs.NDef.1Sg]	lakom/lakok	184225	8570080167	elégszem	777	0.056555269922879174	-2.8725368902601307
elegyedek	366	elegyede	[/V][Prs.NDef.1Sg]	lakom/lakok	21613	8570080167	elegyedem	100	3.633663366336634	1.2902413312133107
elhatárolódok	168	elhatárolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	19819	8570080167	elhatárolódom	346	0.48703170028818443	-0.7194260650237857
elkényelmesedek	12	elkényelmesede	[/V][Prs.NDef.1Sg]	lakom/lakok	5281	8570080167	elkényelmesedem	9	1.3	0.26236426446749106
elkérezkedek	3	elkérezkede	[/V][Prs.NDef.1Sg]	lakom/lakok	90	8570080167	elkérezkedem	1	2	0.6931471805599453
ellenkezek	238	ellenkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	35786	8570080167	ellenkezem	168	1.4142011834319526	0.3465648370084371
ellenségeskedek	11	ellenségeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	839	8570080167	ellenségeskedem	6	1.7142857142857142	0.5389965007326869
elmélázok	322	elmélázo	[/V][Prs.NDef.1Sg]	lakom/lakok	6646	8570080167	elmélázom	63	5.046875	1.6187692398629847
elmélkedek	637	elmélkede	[/V][Prs.NDef.1Sg]	lakom/lakok	48134	8570080167	elmélkedem	1599	0.39875	-0.9194206248830827
élősködök	275	élősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	9380	8570080167	élősködöm	71	3.8333333333333335	1.3437347467010947
élvezkedek	97	élvezkede	[/V][Prs.NDef.1Sg]	lakom/lakok	4178	8570080167	élvezkedem	100	0.9702970297029703	-0.030153038170687558
emlékezek	981	emlékeze	[/V][Prs.NDef.1Sg]	lakom/lakok	1190771	8570080167	emlékezem	20	46.76190476190476	3.8450688706310427
emlékezök	2	emlékezö	[/V][Prs.NDef.1Sg]	lakom/lakok	607896	8570080167	emlékezöm	2	1	0
emlékszek	5189	emléksze	[/V][Prs.NDef.1Sg]	lakom/lakok	582900	8570080167	emlékszem	355436	0.014601743768937955	-4.226614321171158
emlékszök	22	emlékszö	[/V][Prs.NDef.1Sg]	lakom/lakok	582875	8570080167	emlékszöm	8	2.5555555555555554	0.9382696385929302
engedelmeskedek	585	engedelmeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	75413	8570080167	engedelmeskedem	412	1.4188861985472154	0.3498721966159798
engesztelődök	1	engesztelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	982	8570080167	engesztelődöm	6	0.2857142857142857	-1.252762968495368
epekedek	82	epekede	[/V][Prs.NDef.1Sg]	lakom/lakok	5130	8570080167	epekedem	79	1.0375	0.0368139731227164
