dat_id	part_id	part_gender	part_yob	part_edu	list_number	trial_kind	trial_index	stimulus	choice1	choice2	variant1	variant2	response	response_string	picked_v1	picked_left	esp_response	esp_match	esp_v1	rt	variation	file_name	column	base	log_odds	prompt	nsyl	suffix	sample_number	word_rank	top_20	bottom_20	picked_majority	bot_variant_preference	bot_lexical_direction
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	31	Te bizony sokat friszlasz. Én is sokat...	friszlok	friszlom	friszlok	friszlom	0	friszlok	TRUE	TRUE	friszlok	TRUE	TRUE	5908	lakok/lakom	lakok_3_low_reversed	23	friszlik	0.06453852113757116	Te bizony sokat friszlasz. Én is sokat...	1	NA	3	31	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	33	Te bizony sokat fligzol. Én is sokat...	fligzom	fligzok	fligzok	fligzom	1	fligzok	TRUE	FALSE	fligzok	TRUE	TRUE	1793	lakok/lakom	lakok_3_low_reversed	23	fligzik	-0.5978370007556204	Te bizony sokat fligzol. Én is sokat...	1	NA	3	48	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	35	Te bizony sokat táklasz. Én is sokat...	táklom	táklok	táklok	táklom	1	táklok	TRUE	FALSE	táklok	TRUE	TRUE	3405	lakok/lakom	lakok_3_low_reversed	23	táklik	-0.2876820724517809	Te bizony sokat táklasz. Én is sokat...	1	NA	3	41	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	37	Te bizony sokat spibádzol. Én is sokat...	spibádzok	spibádzom	spibádzok	spibádzom	0	spibádzok	TRUE	TRUE	spibádzok	TRUE	TRUE	4386	lakok/lakom	lakok_3_low_reversed	23	spibádzik	-0.2076393647782445	Te bizony sokat spibádzol. Én is sokat...	2	NA	3	39	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	39	Te bizony sokat prezlesz. Én is sokat...	prezlem	prezlek	prezlek	prezlem	1	prezlek	TRUE	FALSE	prezlem	FALSE	FALSE	2422	lakok/lakom	lakok_3_low_reversed	23	prezlik	0.9162907318741552	Te bizony sokat prezlesz. Én is sokat...	1	NA	3	11	TRUE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	41	Te bizony sokat frágapszol. Én is sokat...	frágapszok	frágapszom	frágapszok	frágapszom	1	frágapszom	FALSE	FALSE	frágapszok	FALSE	TRUE	4378	lakok/lakom	lakok_3_low_reversed	23	frágapszik	-0.3483066942682157	Te bizony sokat frágapszol. Én is sokat...	2	NA	3	42	FALSE	TRUE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	43	Te bizony sokat lihadzol. Én is sokat...	lihadzom	lihadzok	lihadzok	lihadzom	1	lihadzok	TRUE	FALSE	lihadzok	TRUE	TRUE	2829	lakok/lakom	lakok_3_low_reversed	23	lihadzik	0.1941560144409574	Te bizony sokat lihadzol. Én is sokat...	2	NA	3	27	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	45	Te bizony sokat vihepszel. Én is sokat...	vihepszem	vihepszek	vihepszek	vihepszem	1	vihepszek	TRUE	FALSE	vihepszek	TRUE	TRUE	7466	lakok/lakom	lakok_3_low_reversed	23	vihepszik	-0.7472144018302211	Te bizony sokat vihepszel. Én is sokat...	2	NA	3	51	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	47	Te bizony sokat klidlasz. Én is sokat...	klidlom	klidlok	klidlok	klidlom	1	klidlok	TRUE	FALSE	klidlom	FALSE	FALSE	7066	lakok/lakom	lakok_3_low_reversed	23	klidlik	0.8938178760220965	Te bizony sokat klidlasz. Én is sokat...	1	NA	3	12	TRUE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	49	Te bizony sokat gyibakszol. Én is sokat...	gyibakszok	gyibakszom	gyibakszok	gyibakszom	0	gyibakszok	TRUE	TRUE	gyibakszok	TRUE	TRUE	3699	lakok/lakom	lakok_3_low_reversed	23	gyibakszik	-0.587786664902119	Te bizony sokat gyibakszol. Én is sokat...	2	NA	3	46	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	51	Te bizony sokat gyivádzol. Én is sokat...	gyivádzok	gyivádzom	gyivádzok	gyivádzom	0	gyivádzok	TRUE	TRUE	gyivádzok	TRUE	TRUE	2927	lakok/lakom	lakok_3_low_reversed	23	gyivádzik	-0.6418538861723948	Te bizony sokat gyivádzol. Én is sokat...	2	NA	3	49	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	53	Te bizony sokat flözlesz. Én is sokat...	flözlöm	flözlök	flözlök	flözlöm	0	flözlöm	FALSE	TRUE	flözlöm	TRUE	FALSE	4259	lakok/lakom	lakok_3_low_reversed	23	flözlik	0.965080896043587	Te bizony sokat flözlesz. Én is sokat...	1	NA	3	9	TRUE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	55	Te bizony sokat plágadzol. Én is sokat...	plágadzok	plágadzom	plágadzok	plágadzom	0	plágadzok	TRUE	TRUE	plágadzok	TRUE	TRUE	2740	lakok/lakom	lakok_3_low_reversed	23	plágadzik	-0.4353180712578455	Te bizony sokat plágadzol. Én is sokat...	2	NA	3	44	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	57	Te bizony sokat flibekszel. Én is sokat...	flibekszek	flibekszem	flibekszek	flibekszem	0	flibekszek	TRUE	TRUE	flibekszek	TRUE	TRUE	2983	lakok/lakom	lakok_3_low_reversed	23	flibekszik	-0.4595323293784402	Te bizony sokat flibekszel. Én is sokat...	2	NA	3	45	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	59	Te bizony sokat klárzol. Én is sokat...	klárzom	klárzok	klárzok	klárzom	1	klárzok	TRUE	FALSE	klárzok	TRUE	TRUE	2043	lakok/lakom	lakok_3_low_reversed	23	klárzik	0	Te bizony sokat klárzol. Én is sokat...	1	NA	3	33	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	61	Te bizony sokat livaklasz. Én is sokat...	livaklom	livaklok	livaklok	livaklom	0	livaklom	FALSE	TRUE	livaklok	FALSE	TRUE	3167	lakok/lakom	lakok_3_low_reversed	23	livaklik	-0.9650808960435872	Te bizony sokat livaklasz. Én is sokat...	2	NA	3	53	FALSE	TRUE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	63	Te bizony sokat trihagzol. Én is sokat...	trihagzom	trihagzok	trihagzok	trihagzom	1	trihagzok	TRUE	FALSE	trihagzok	TRUE	TRUE	3211	lakok/lakom	lakok_3_low_reversed	23	trihagzik	-0.6418538861723948	Te bizony sokat trihagzol. Én is sokat...	2	NA	3	50	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	65	Te bizony sokat sprálszol. Én is sokat...	sprálszom	sprálszok	sprálszok	sprálszom	1	sprálszok	TRUE	FALSE	sprálszok	TRUE	TRUE	4527	lakok/lakom	lakok_3_low_reversed	23	sprálszik	-0.2876820724517809	Te bizony sokat sprálszol. Én is sokat...	1	NA	3	40	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	67	Te bizony sokat frivajlasz. Én is sokat...	frivajlom	frivajlok	frivajlok	frivajlom	0	frivajlom	FALSE	TRUE	frivajlom	TRUE	FALSE	3219	lakok/lakom	lakok_3_low_reversed	23	frivajlik	1.2992829841302609	Te bizony sokat frivajlasz. Én is sokat...	2	NA	3	6	TRUE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	69	Te bizony sokat mékszel. Én is sokat...	mékszek	mékszem	mékszek	mékszem	0	mékszek	TRUE	TRUE	mékszek	TRUE	TRUE	3080	lakok/lakom	lakok_3_low_reversed	23	mékszik	-0.1431008436406733	Te bizony sokat mékszel. Én is sokat...	1	NA	3	36	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	71	Te bizony sokat spülőrzöl. Én is sokat...	spülőrzöm	spülőrzök	spülőrzök	spülőrzöm	1	spülőrzök	TRUE	FALSE	spülőrzök	TRUE	TRUE	3829	lakok/lakom	lakok_3_low_reversed	23	spülőrzik	0.5877866649021191	Te bizony sokat spülőrzöl. Én is sokat...	2	NA	3	20	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	73	Te bizony sokat prihekszel. Én is sokat...	prihekszek	prihekszem	prihekszek	prihekszem	0	prihekszek	TRUE	TRUE	prihekszek	TRUE	TRUE	2177	lakok/lakom	lakok_3_low_reversed	23	prihekszik	-0.1941560144409575	Te bizony sokat prihekszel. Én is sokat...	2	NA	3	37	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	75	Te bizony sokat pugoslasz. Én is sokat...	pugoslok	pugoslom	pugoslok	pugoslom	1	pugoslom	FALSE	FALSE	pugoslom	TRUE	FALSE	3452	lakok/lakom	lakok_3_low_reversed	23	pugoslik	0.965080896043587	Te bizony sokat pugoslasz. Én is sokat...	2	NA	3	10	TRUE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	77	Te bizony sokat spírzol. Én is sokat...	spírzom	spírzok	spírzok	spírzom	1	spírzok	TRUE	FALSE	spírzok	TRUE	TRUE	2056	lakok/lakom	lakok_3_low_reversed	23	spírzik	0	Te bizony sokat spírzol. Én is sokat...	1	NA	3	34	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	79	Te bizony sokat praslasz. Én is sokat...	praslok	praslom	praslok	praslom	1	praslom	FALSE	FALSE	praslom	TRUE	FALSE	3468	lakok/lakom	lakok_3_low_reversed	23	praslik	1.4271163556401458	Te bizony sokat praslasz. Én is sokat...	1	NA	3	5	TRUE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	81	Te bizony sokat fliraklasz. Én is sokat...	fliraklok	fliraklom	fliraklok	fliraklom	1	fliraklom	FALSE	FALSE	fliraklok	FALSE	TRUE	3527	lakok/lakom	lakok_3_low_reversed	23	fliraklik	0	Te bizony sokat fliraklasz. Én is sokat...	2	NA	3	32	FALSE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	83	Te bizony sokat gerénylesz. Én is sokat...	gerénylem	gerénylek	gerénylek	gerénylem	0	gerénylem	FALSE	TRUE	gerénylem	TRUE	FALSE	1955	lakok/lakom	lakok_3_low_reversed	23	gerénylik	1.791759469228055	Te bizony sokat gerénylesz. Én is sokat...	2	NA	3	2	TRUE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	85	Te bizony sokat zödlesz. Én is sokat...	zödlöm	zödlök	zödlök	zödlöm	0	zödlöm	FALSE	TRUE	zödlöm	TRUE	FALSE	5557	lakok/lakom	lakok_3_low_reversed	23	zödlik	0.7472144018302211	Te bizony sokat zödlesz. Én is sokat...	1	NA	3	15	TRUE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	87	Te bizony sokat brarlasz. Én is sokat...	brarlom	brarlok	brarlok	brarlom	1	brarlok	TRUE	FALSE	brarlom	FALSE	FALSE	7202	lakok/lakom	lakok_3_low_reversed	23	brarlik	1.1451323043030026	Te bizony sokat brarlasz. Én is sokat...	1	NA	3	7	TRUE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	89	Te bizony sokat flérlesz. Én is sokat...	flérlek	flérlem	flérlek	flérlem	1	flérlem	FALSE	FALSE	flérlem	TRUE	FALSE	3139	lakok/lakom	lakok_3_low_reversed	23	flérlik	1.5686159179138452	Te bizony sokat flérlesz. Én is sokat...	1	NA	3	4	TRUE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	91	Te bizony sokat floglasz. Én is sokat...	floglok	floglom	floglok	floglom	1	floglom	FALSE	FALSE	floglok	FALSE	TRUE	1800	lakok/lakom	lakok_3_low_reversed	23	floglik	0.4595323293784402	Te bizony sokat floglasz. Én is sokat...	1	NA	3	21	FALSE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	93	Te bizony sokat féjzel. Én is sokat...	féjzek	féjzem	féjzek	féjzem	0	féjzek	TRUE	TRUE	féjzek	TRUE	TRUE	1797	lakok/lakom	lakok_3_low_reversed	23	féjzik	0.4353180712578455	Te bizony sokat féjzel. Én is sokat...	1	NA	3	22	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	95	Te bizony sokat sprédlesz. Én is sokat...	sprédlem	sprédlek	sprédlek	sprédlem	0	sprédlem	FALSE	TRUE	sprédlem	TRUE	FALSE	2272	lakok/lakom	lakok_3_low_reversed	23	sprédlik	2.159484249353372	Te bizony sokat sprédlesz. Én is sokat...	1	NA	3	1	TRUE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	97	Te bizony sokat huklasz. Én is sokat...	huklok	huklom	huklok	huklom	1	huklom	FALSE	FALSE	huklok	FALSE	TRUE	7549	lakok/lakom	lakok_3_low_reversed	23	huklik	-0.06899287148695143	Te bizony sokat huklasz. Én is sokat...	1	NA	3	35	FALSE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	99	Te bizony sokat gilárzol. Én is sokat...	gilárzok	gilárzom	gilárzok	gilárzom	0	gilárzok	TRUE	TRUE	gilárzok	TRUE	TRUE	1844	lakok/lakom	lakok_3_low_reversed	23	gilárzik	-0.8938178760220964	Te bizony sokat gilárzol. Én is sokat...	2	NA	3	52	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	101	Te bizony sokat prohódzol. Én is sokat...	prohódzom	prohódzok	prohódzok	prohódzom	1	prohódzok	TRUE	FALSE	prohódzok	TRUE	TRUE	4791	lakok/lakom	lakok_3_low_reversed	23	prohódzik	-1.0560526742493137	Te bizony sokat prohódzol. Én is sokat...	2	NA	3	54	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	103	Te bizony sokat ibáglasz. Én is sokat...	ibáglom	ibáglok	ibáglok	ibáglom	0	ibáglom	FALSE	TRUE	ibáglok	FALSE	TRUE	4228	lakok/lakom	lakok_3_low_reversed	23	ibáglik	0.6418538861723947	Te bizony sokat ibáglasz. Én is sokat...	2	NA	3	18	FALSE	FALSE	TRUE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	105	Te bizony sokat kumlasz. Én is sokat...	kumlom	kumlok	kumlok	kumlom	1	kumlok	TRUE	FALSE	kumlom	FALSE	FALSE	7984	lakok/lakom	lakok_3_low_reversed	23	kumlik	1.6486586255873816	Te bizony sokat kumlasz. Én is sokat...	1	NA	3	3	TRUE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	107	Te bizony sokat spatszol. Én is sokat...	spatszok	spatszom	spatszok	spatszom	0	spatszok	TRUE	TRUE	spatszok	TRUE	TRUE	2132	lakok/lakom	lakok_3_low_reversed	23	spatszik	-0.3483066942682157	Te bizony sokat spatszol. Én is sokat...	1	NA	3	43	FALSE	TRUE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	109	Te bizony sokat aglasz. Én is sokat...	aglok	aglom	aglok	aglom	0	aglok	TRUE	TRUE	aglok	TRUE	TRUE	7016	lakok/lakom	lakok_3_low_reversed	23	aglik	-0.2076393647782445	Te bizony sokat aglasz. Én is sokat...	1	NA	3	38	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	111	Te bizony sokat plövőrzöl. Én is sokat...	plövőrzöm	plövőrzök	plövőrzök	plövőrzöm	1	plövőrzök	TRUE	FALSE	plövőrzök	TRUE	TRUE	5874	lakok/lakom	lakok_3_low_reversed	23	plövőrzik	0.06899287148695142	Te bizony sokat plövőrzöl. Én is sokat...	2	NA	3	30	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	113	Te bizony sokat spélszel. Én is sokat...	spélszek	spélszem	spélszek	spélszem	0	spélszek	TRUE	TRUE	spélszek	TRUE	TRUE	3582	lakok/lakom	lakok_3_low_reversed	23	spélszik	0.3483066942682158	Te bizony sokat spélszel. Én is sokat...	1	NA	3	25	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	115	Te bizony sokat drügzöl. Én is sokat...	drügzöm	drügzök	drügzök	drügzöm	1	drügzök	TRUE	FALSE	drügzök	TRUE	TRUE	4666	lakok/lakom	lakok_3_low_reversed	23	drügzik	0.06899287148695142	Te bizony sokat drügzöl. Én is sokat...	1	NA	3	29	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	10	esp trial	117	Te bizony sokat sztruglasz. Én is sokat...	sztruglok	sztruglom	sztruglok	sztruglom	0	sztruglok	TRUE	TRUE	sztruglok	TRUE	TRUE	9856	lakok/lakom	lakok_3_low_reversed	23	sztruglik	0.4353180712578455	Te bizony sokat sztruglasz. Én is sokat...	1	NA	3	23	FALSE	FALSE	FALSE	var2	upwards
hesp_ESP-DEMO_SESSION_2022-10-06_20h03.31.924.csv	5ff57a85a7a8b7000bf3a381	Férfi	2001	14	1	posttest trial	120	Te bizony sokat lorjódzol. Én is sokat...	lorjódzok	lorjódzom	lorjódzok	lorjódzom	0	lorjódzok	TRUE	TRUE	NA	NA	NA	8125	lakok/lakom	lakok_1_high_typical	14	lorjódzik	-0.1941560144409575	Te bizony sokat lorjódzol. Én is sokat...	2	NA	1	37	FALSE	FALSE	TRUE	var1	upwards
