dat_id	record_date	part_id	part_gender	part_yob	part_edu	list_number	trial_kind	trial_index	stimulus	choice1	choice2	response	response_string	esp_response	esp_match	rt	time_elapsed	file_name	variation	column	base	log_odds	variant1	variant2	nsyl	suffix	sample_number	word_rank	top_20	bottom_20	reg_rate	reg_dist	picked_left	picked_v1	esp_v1	picked_majority
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	31	Te bizony sokat tiregzel. Én is sokat...	tiregzem	tiregzek	0	tiregzem	tiregzem	TRUE	1847	236884	lakok_1_low_reversed	lakok/lakom	27	tiregzik	0.06453852113757116	tiregzek	tiregzem	2	NA	1	32	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	33	Te bizony sokat pebzel. Én is sokat...	pebzek	pebzem	1	pebzem	pebzem	TRUE	2035	248817	lakok_1_low_reversed	lakok/lakom	27	pebzik	0.49247648509779424	pebzek	pebzem	1	NA	1	21	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	35	Te bizony sokat vilakszol. Én is sokat...	vilakszok	vilakszom	1	vilakszom	vilakszok	FALSE	1113	260735	lakok_1_low_reversed	lakok/lakom	27	vilakszik	-0.7985076962177716	vilakszok	vilakszom	2	NA	1	52	FALSE	TRUE	low	reversed	FALSE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	37	Te bizony sokat frilegszel. Én is sokat...	frilegszek	frilegszem	1	frilegszem	frilegszek	FALSE	1290	272653	lakok_1_low_reversed	lakok/lakom	27	frilegszik	-0.2876820724517809	frilegszek	frilegszem	2	NA	1	40	FALSE	TRUE	low	reversed	FALSE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	39	Te bizony sokat prilegzel. Én is sokat...	prilegzek	prilegzem	1	prilegzem	prilegzek	FALSE	1105	284574	lakok_1_low_reversed	lakok/lakom	27	prilegzik	-0.3483066942682157	prilegzek	prilegzem	2	NA	1	43	FALSE	TRUE	low	reversed	FALSE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	41	Te bizony sokat tomlasz. Én is sokat...	tomlok	tomlom	1	tomlom	tomlom	TRUE	1758	296488	lakok_1_low_reversed	lakok/lakom	27	tomlik	2.2335922215070942	tomlok	tomlom	1	NA	1	1	TRUE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	43	Te bizony sokat pratánylasz. Én is sokat...	pratánylok	pratánylom	1	pratánylom	pratánylom	TRUE	1217	308394	lakok_1_low_reversed	lakok/lakom	27	pratánylik	1.2321436812926323	pratánylok	pratánylom	2	NA	1	7	TRUE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	45	Te bizony sokat juszlasz. Én is sokat...	juszlok	juszlom	1	juszlom	juszlom	TRUE	2108	320314	lakok_1_low_reversed	lakok/lakom	27	juszlik	0.4595323293784402	juszlok	juszlom	1	NA	1	22	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	47	Te bizony sokat nyáslasz. Én is sokat...	nyáslok	nyáslom	1	nyáslom	nyáslom	TRUE	2593	332223	lakok_1_low_reversed	lakok/lakom	27	nyáslik	0.5877866649021191	nyáslok	nyáslom	1	NA	1	20	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	49	Te bizony sokat spatárzol. Én is sokat...	spatárzok	spatárzom	1	spatárzom	spatárzom	TRUE	1255	344138	lakok_1_low_reversed	lakok/lakom	27	spatárzik	-0.06453852113757118	spatárzok	spatárzom	2	NA	1	35	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	51	Te bizony sokat fibamlasz. Én is sokat...	fibamlom	fibamlok	0	fibamlom	fibamlom	TRUE	1484	356066	lakok_1_low_reversed	lakok/lakom	27	fibamlik	1.9095425048844383	fibamlok	fibamlom	2	NA	1	2	TRUE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	53	Te bizony sokat ribzol. Én is sokat...	ribzok	ribzom	1	ribzom	ribzok	FALSE	1435	367981	lakok_1_low_reversed	lakok/lakom	27	ribzik	-0.5978370007556204	ribzok	ribzom	1	NA	1	49	FALSE	TRUE	low	reversed	FALSE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	55	Te bizony sokat málapszol. Én is sokat...	málapszok	málapszom	1	málapszom	málapszom	TRUE	1473	379915	lakok_1_low_reversed	lakok/lakom	27	málapszik	-0.06899287148695143	málapszok	málapszom	2	NA	1	36	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	57	Te bizony sokat spilágzol. Én is sokat...	spilágzok	spilágzom	1	spilágzom	spilágzok	FALSE	2022	392153	lakok_1_low_reversed	lakok/lakom	27	spilágzik	-0.9650808960435872	spilágzok	spilágzom	2	NA	1	54	FALSE	TRUE	low	reversed	FALSE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	59	Te bizony sokat prűrlesz. Én is sokat...	prűrlöm	prűrlök	0	prűrlöm	prűrlöm	TRUE	1251	404542	lakok_1_low_reversed	lakok/lakom	27	prűrlik	0.9162907318741552	prűrlök	prűrlöm	1	NA	1	12	TRUE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	61	Te bizony sokat büglesz. Én is sokat...	büglök	büglöm	1	büglöm	büglöm	TRUE	1453	416461	lakok_1_low_reversed	lakok/lakom	27	büglik	0.9162907318741552	büglök	büglöm	1	NA	1	11	TRUE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	63	Te bizony sokat sprökszöl. Én is sokat...	sprökszöm	sprökszök	0	sprökszöm	sprökszök	FALSE	1341	428392	lakok_1_low_reversed	lakok/lakom	27	sprökszik	-0.2876820724517809	sprökszök	sprökszöm	1	NA	1	41	FALSE	TRUE	low	reversed	TRUE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	65	Te bizony sokat lorjódzol. Én is sokat...	lorjódzok	lorjódzom	1	lorjódzom	lorjódzom	TRUE	1617	440311	lakok_1_low_reversed	lakok/lakom	27	lorjódzik	-0.1941560144409575	lorjódzok	lorjódzom	2	NA	1	37	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	67	Te bizony sokat klibamlasz. Én is sokat...	klibamlom	klibamlok	1	klibamlok	klibamlom	FALSE	1945	452231	lakok_1_low_reversed	lakok/lakom	27	klibamlik	0.4353180712578455	klibamlok	klibamlom	2	NA	1	23	FALSE	FALSE	low	reversed	FALSE	TRUE	FALSE	FALSE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	69	Te bizony sokat jüslesz. Én is sokat...	jüslök	jüslöm	1	jüslöm	jüslöm	TRUE	1586	464149	lakok_1_low_reversed	lakok/lakom	27	jüslik	0.965080896043587	jüslök	jüslöm	1	NA	1	10	TRUE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	71	Te bizony sokat spűmlesz. Én is sokat...	spűmlök	spűmlöm	1	spűmlöm	spűmlöm	TRUE	1784	476060	lakok_1_low_reversed	lakok/lakom	27	spűmlik	1.5686159179138452	spűmlök	spűmlöm	1	NA	1	5	TRUE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	73	Te bizony sokat flagárzol. Én is sokat...	flagárzok	flagárzom	1	flagárzom	flagárzom	TRUE	1527	487975	lakok_1_low_reversed	lakok/lakom	27	flagárzik	-0.2076393647782445	flagárzok	flagárzom	2	NA	1	39	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	75	Te bizony sokat spéslesz. Én is sokat...	spéslek	spéslem	1	spéslem	spéslem	TRUE	1501	499896	lakok_1_low_reversed	lakok/lakom	27	spéslik	1.1451323043030026	spéslek	spéslem	1	NA	1	8	TRUE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	77	Te bizony sokat tínylasz. Én is sokat...	tínylom	tínylok	0	tínylom	tínylom	TRUE	1675	511818	lakok_1_low_reversed	lakok/lakom	27	tínylik	0.4353180712578455	tínylok	tínylom	1	NA	1	24	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	79	Te bizony sokat trilszol. Én is sokat...	trilszok	trilszom	1	trilszom	trilszom	TRUE	1516	523747	lakok_1_low_reversed	lakok/lakom	27	trilszik	0.28768207245178085	trilszok	trilszom	1	NA	1	27	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	81	Te bizony sokat piragszol. Én is sokat...	piragszok	piragszom	1	piragszom	piragszok	FALSE	2294	535656	lakok_1_low_reversed	lakok/lakom	27	piragszik	-0.587786664902119	piragszok	piragszom	2	NA	1	47	FALSE	TRUE	low	reversed	FALSE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	83	Te bizony sokat fretszel. Én is sokat...	fretszek	fretszem	1	fretszem	fretszem	TRUE	1255	547607	lakok_1_low_reversed	lakok/lakom	27	fretszik	0	fretszek	fretszem	1	NA	1	33	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	85	Te bizony sokat sztremlesz. Én is sokat...	sztremlek	sztremlem	1	sztremlem	sztremlem	TRUE	930	559525	lakok_1_low_reversed	lakok/lakom	27	sztremlik	1.3437347467010947	sztremlek	sztremlem	1	NA	1	6	TRUE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	87	Te bizony sokat femlesz. Én is sokat...	femlek	femlem	1	femlem	femlem	TRUE	4030	571458	lakok_1_low_reversed	lakok/lakom	27	femlik	1.6486586255873816	femlek	femlem	1	NA	1	3	TRUE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	89	Te bizony sokat hilarzol. Én is sokat...	hilarzom	hilarzok	0	hilarzom	hilarzom	TRUE	2049	583362	lakok_1_low_reversed	lakok/lakom	27	hilarzik	0.06899287148695142	hilarzok	hilarzom	2	NA	1	30	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	91	Te bizony sokat spibaklasz. Én is sokat...	spibaklom	spibaklok	0	spibaklom	spibaklom	TRUE	1368	595276	lakok_1_low_reversed	lakok/lakom	27	spibaklik	0.06899287148695142	spibaklok	spibaklom	2	NA	1	31	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	93	Te bizony sokat feténylesz. Én is sokat...	feténylem	feténylek	0	feténylem	feténylem	TRUE	1532	607183	lakok_1_low_reversed	lakok/lakom	27	feténylik	1.5686159179138452	feténylek	feténylem	2	NA	1	4	TRUE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	95	Te bizony sokat flűröklesz. Én is sokat...	flűröklök	flűröklöm	1	flűröklöm	flűröklöm	TRUE	2284	619098	lakok_1_low_reversed	lakok/lakom	27	flűröklik	0.32542240043462795	flűröklök	flűröklöm	2	NA	1	26	FALSE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	97	Te bizony sokat herégszel. Én is sokat...	herégszek	herégszem	1	herégszem	herégszek	FALSE	1129	631037	lakok_1_low_reversed	lakok/lakom	27	herégszik	-0.6418538861723948	herégszek	herégszem	2	NA	1	50	FALSE	TRUE	low	reversed	FALSE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	99	Te bizony sokat csíszlasz. Én is sokat...	csíszlom	csíszlok	0	csíszlom	csíszlom	TRUE	1962	642949	lakok_1_low_reversed	lakok/lakom	27	csíszlik	0.7419373447293773	csíszlok	csíszlom	1	NA	1	16	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	101	Te bizony sokat driládzol. Én is sokat...	driládzom	driládzok	0	driládzom	driládzok	FALSE	1205	654858	lakok_1_low_reversed	lakok/lakom	27	driládzik	-0.5978370007556204	driládzok	driládzom	2	NA	1	48	FALSE	TRUE	low	reversed	TRUE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	103	Te bizony sokat bölszöl. Én is sokat...	bölszöm	bölszök	0	bölszöm	bölszöm	TRUE	1761	666779	lakok_1_low_reversed	lakok/lakom	27	bölszik	0.3483066942682158	bölszök	bölszöm	1	NA	1	25	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	105	Te bizony sokat böjzöl. Én is sokat...	böjzöm	böjzök	0	böjzöm	böjzöm	TRUE	1088	678682	lakok_1_low_reversed	lakok/lakom	27	böjzik	0.14310084364067324	böjzök	böjzöm	1	NA	1	28	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	107	Te bizony sokat narjárzol. Én is sokat...	narjárzom	narjárzok	0	narjárzom	narjárzom	TRUE	1821	690598	lakok_1_low_reversed	lakok/lakom	27	narjárzik	0	narjárzok	narjárzom	2	NA	1	34	FALSE	FALSE	low	reversed	TRUE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	109	Te bizony sokat ruslasz. Én is sokat...	ruslok	ruslom	1	ruslom	ruslom	TRUE	5901	702520	lakok_1_low_reversed	lakok/lakom	27	ruslik	0.8938178760220965	ruslok	ruslom	1	NA	1	13	TRUE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	111	Te bizony sokat sprogzol. Én is sokat...	sprogzom	sprogzok	0	sprogzom	sprogzok	FALSE	2592	714428	lakok_1_low_reversed	lakok/lakom	27	sprogzik	-0.7419373447293773	sprogzok	sprogzom	1	NA	1	51	FALSE	TRUE	low	reversed	TRUE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	113	Te bizony sokat drubódzol. Én is sokat...	drubódzom	drubódzok	0	drubódzom	drubódzok	FALSE	3367	726349	lakok_1_low_reversed	lakok/lakom	27	drubódzik	-0.4353180712578455	drubódzok	drubódzom	2	NA	1	44	FALSE	TRUE	low	reversed	TRUE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	115	Te bizony sokat flagánylasz. Én is sokat...	flagánylok	flagánylom	1	flagánylom	flagánylom	TRUE	3188	738270	lakok_1_low_reversed	lakok/lakom	27	flagánylik	1.0560526742493137	flagánylok	flagánylom	2	NA	1	9	TRUE	FALSE	low	reversed	FALSE	FALSE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	2	esp trial	117	Te bizony sokat brágaklasz. Én is sokat...	brágaklom	brágaklok	0	brágaklom	brágaklok	FALSE	3533	750188	lakok_1_low_reversed	lakok/lakom	27	brágaklik	-0.325422400434628	brágaklok	brágaklom	2	NA	1	42	FALSE	TRUE	low	reversed	TRUE	FALSE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	4	posttest trial	120	Te bizony sokat plűbzöl. Én is sokat...	plűbzök	plűbzöm	1	plűbzöm	NA	NA	2484	826312	lakok_2_high_reversed	lakok/lakom	29	plűbzik	0.49247648509779424	plűbzök	plűbzöm	1	NA	2	21	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	4	posttest trial	121	Te bizony sokat hűgzöl. Én is sokat...	hűgzök	hűgzöm	0	hűgzök	NA	NA	3961	830788	lakok_2_high_reversed	lakok/lakom	29	hűgzik	0	hűgzök	hűgzöm	1	NA	2	33	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	4	posttest trial	122	Te bizony sokat düjzöl. Én is sokat...	düjzöm	düjzök	1	düjzök	NA	NA	1781	833076	lakok_2_high_reversed	lakok/lakom	29	düjzik	0	düjzök	düjzöm	1	NA	2	32	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA
hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	4	posttest trial	123	Te bizony sokat plugzol. Én is sokat...	plugzok	plugzom	1	plugzom	NA	NA	2068	835648	lakok_2_high_reversed	lakok/lakom	29	plugzik	-0.325422400434628	plugzok	plugzom	1	NA	2	42	FALSE	TRUE	low	reversed	FALSE	FALSE	NA	NA
