dat_id	part_id	part_gender	part_yob	part_edu	list_number	trial_kind	trial_index	stimulus	choice1	choice2	variant1	variant2	response	response_string	picked_v1	picked_left	esp_response	esp_match	esp_v1	rt	time_elapsed	variation	file_name	column	base	log_odds	prompt	nsyl	suffix	sample_number	word_rank	top_20	bottom_20	reg_rate	reg_dist	picked_majority
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	31	Te bizony sokat femlesz. Én is sokat...	femlek	femlem	femlek	femlem	0	femlek	TRUE	TRUE	femlek	TRUE	TRUE	2742	463764	lakok/lakom	lakok_1_high_typical	14	femlik	1.6486586255873816	Te bizony sokat femlesz. Én is sokat...	1	NA	1	3	TRUE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	33	Te bizony sokat fretszel. Én is sokat...	fretszem	fretszek	fretszek	fretszem	0	fretszem	FALSE	TRUE	fretszek	FALSE	TRUE	6628	474399	lakok/lakom	lakok_1_high_typical	14	fretszik	0	Te bizony sokat fretszel. Én is sokat...	1	NA	1	33	FALSE	FALSE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	35	Te bizony sokat pebzel. Én is sokat...	pebzek	pebzem	pebzek	pebzem	0	pebzek	TRUE	TRUE	pebzek	TRUE	TRUE	4836	483908	lakok/lakom	lakok_1_high_typical	14	pebzik	0.49247648509779424	Te bizony sokat pebzel. Én is sokat...	1	NA	1	21	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	37	Te bizony sokat trilszol. Én is sokat...	trilszom	trilszok	trilszok	trilszom	1	trilszok	TRUE	FALSE	trilszok	TRUE	TRUE	8076	495992	lakok/lakom	lakok_1_high_typical	14	trilszik	0.28768207245178085	Te bizony sokat trilszol. Én is sokat...	1	NA	1	27	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	39	Te bizony sokat spilágzol. Én is sokat...	spilágzok	spilágzom	spilágzok	spilágzom	1	spilágzom	FALSE	FALSE	spilágzom	TRUE	FALSE	4096	505501	lakok/lakom	lakok_1_high_typical	14	spilágzik	-0.9650808960435872	Te bizony sokat spilágzol. Én is sokat...	2	NA	1	54	FALSE	TRUE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	41	Te bizony sokat bölszöl. Én is sokat...	bölszök	bölszöm	bölszök	bölszöm	0	bölszök	TRUE	TRUE	bölszök	TRUE	TRUE	5904	515413	lakok/lakom	lakok_1_high_typical	14	bölszik	0.3483066942682158	Te bizony sokat bölszöl. Én is sokat...	1	NA	1	25	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	43	Te bizony sokat szirlasz. Én is sokat...	szirlok	szirlom	szirlok	szirlom	0	szirlok	TRUE	TRUE	szirlok	TRUE	TRUE	7252	526673	lakok/lakom	lakok_1_high_typical	14	szirlik	0.7419373447293773	Te bizony sokat szirlasz. Én is sokat...	1	NA	1	18	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	45	Te bizony sokat pratánylasz. Én is sokat...	pratánylok	pratánylom	pratánylok	pratánylom	1	pratánylom	FALSE	FALSE	pratánylok	FALSE	TRUE	5392	536182	lakok/lakom	lakok_1_high_typical	14	pratánylik	1.2321436812926323	Te bizony sokat pratánylasz. Én is sokat...	2	NA	1	7	TRUE	FALSE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	47	Te bizony sokat brüjlesz. Én is sokat...	brüjlöm	brüjlök	brüjlök	brüjlöm	0	brüjlöm	FALSE	TRUE	brüjlök	FALSE	TRUE	7549	547738	lakok/lakom	lakok_1_high_typical	14	brüjlik	0.7472144018302211	Te bizony sokat brüjlesz. Én is sokat...	1	NA	1	15	TRUE	FALSE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	49	Te bizony sokat piragszol. Én is sokat...	piragszok	piragszom	piragszok	piragszom	1	piragszom	FALSE	FALSE	piragszom	TRUE	FALSE	5164	557247	lakok/lakom	lakok_1_high_typical	14	piragszik	-0.587786664902119	Te bizony sokat piragszol. Én is sokat...	2	NA	1	47	FALSE	TRUE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	51	Te bizony sokat flüröslesz. Én is sokat...	flüröslök	flüröslöm	flüröslök	flüröslöm	0	flüröslök	TRUE	TRUE	flüröslök	TRUE	TRUE	3808	566757	lakok/lakom	lakok_1_high_typical	14	flüröslik	0.7419373447293773	Te bizony sokat flüröslesz. Én is sokat...	2	NA	1	17	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	53	Te bizony sokat sojzol. Én is sokat...	sojzom	sojzok	sojzok	sojzom	1	sojzok	TRUE	FALSE	sojzom	FALSE	FALSE	10550	581314	lakok/lakom	lakok_1_high_typical	14	sojzik	-0.4595323293784402	Te bizony sokat sojzol. Én is sokat...	1	NA	1	46	FALSE	TRUE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	55	Te bizony sokat frilegszel. Én is sokat...	frilegszek	frilegszem	frilegszek	frilegszem	1	frilegszem	FALSE	FALSE	frilegszem	TRUE	FALSE	7297	592618	lakok/lakom	lakok_1_high_typical	14	frilegszik	-0.2876820724517809	Te bizony sokat frilegszel. Én is sokat...	2	NA	1	40	FALSE	TRUE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	57	Te bizony sokat ruslasz. Én is sokat...	ruslok	ruslom	ruslok	ruslom	0	ruslok	TRUE	TRUE	ruslok	TRUE	TRUE	9395	606021	lakok/lakom	lakok_1_high_typical	14	ruslik	0.8938178760220965	Te bizony sokat ruslasz. Én is sokat...	1	NA	1	13	TRUE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	59	Te bizony sokat fibamlasz. Én is sokat...	fibamlok	fibamlom	fibamlok	fibamlom	0	fibamlok	TRUE	TRUE	fibamlok	TRUE	TRUE	2972	615529	lakok/lakom	lakok_1_high_typical	14	fibamlik	1.9095425048844383	Te bizony sokat fibamlasz. Én is sokat...	2	NA	1	2	TRUE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	61	Te bizony sokat drubódzol. Én is sokat...	drubódzom	drubódzok	drubódzok	drubódzom	1	drubódzok	TRUE	FALSE	drubódzom	FALSE	FALSE	6655	626191	lakok/lakom	lakok_1_high_typical	14	drubódzik	-0.4353180712578455	Te bizony sokat drubódzol. Én is sokat...	2	NA	1	44	FALSE	TRUE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	63	Te bizony sokat tiregzel. Én is sokat...	tiregzek	tiregzem	tiregzek	tiregzem	1	tiregzem	FALSE	FALSE	tiregzek	FALSE	TRUE	8141	638339	lakok/lakom	lakok_1_high_typical	14	tiregzik	0.06453852113757116	Te bizony sokat tiregzel. Én is sokat...	2	NA	1	32	FALSE	FALSE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	65	Te bizony sokat pivegszel. Én is sokat...	pivegszem	pivegszek	pivegszek	pivegszem	1	pivegszek	TRUE	FALSE	pivegszem	FALSE	FALSE	3460	647848	lakok/lakom	lakok_1_high_typical	14	pivegszik	-0.8938178760220964	Te bizony sokat pivegszel. Én is sokat...	2	NA	1	53	FALSE	TRUE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	67	Te bizony sokat flagánylasz. Én is sokat...	flagánylom	flagánylok	flagánylok	flagánylom	1	flagánylok	TRUE	FALSE	flagánylok	TRUE	TRUE	3658	657356	lakok/lakom	lakok_1_high_typical	14	flagánylik	1.0560526742493137	Te bizony sokat flagánylasz. Én is sokat...	2	NA	1	9	TRUE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	69	Te bizony sokat ribzol. Én is sokat...	ribzom	ribzok	ribzok	ribzom	1	ribzok	TRUE	FALSE	ribzom	FALSE	FALSE	3491	666865	lakok/lakom	lakok_1_high_typical	14	ribzik	-0.5978370007556204	Te bizony sokat ribzol. Én is sokat...	1	NA	1	49	FALSE	TRUE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	71	Te bizony sokat juszlasz. Én is sokat...	juszlom	juszlok	juszlok	juszlom	0	juszlom	FALSE	TRUE	juszlok	FALSE	TRUE	9483	680355	lakok/lakom	lakok_1_high_typical	14	juszlik	0.4595323293784402	Te bizony sokat juszlasz. Én is sokat...	1	NA	1	22	FALSE	FALSE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	73	Te bizony sokat flagárzol. Én is sokat...	flagárzok	flagárzom	flagárzok	flagárzom	1	flagárzom	FALSE	FALSE	flagárzok	FALSE	TRUE	3676	689863	lakok/lakom	lakok_1_high_typical	14	flagárzik	-0.2076393647782445	Te bizony sokat flagárzol. Én is sokat...	2	NA	1	39	FALSE	FALSE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	75	Te bizony sokat spatárzol. Én is sokat...	spatárzom	spatárzok	spatárzok	spatárzom	1	spatárzok	TRUE	FALSE	spatárzok	TRUE	TRUE	3333	699371	lakok/lakom	lakok_1_high_typical	14	spatárzik	-0.06453852113757118	Te bizony sokat spatárzol. Én is sokat...	2	NA	1	35	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	77	Te bizony sokat vilakszol. Én is sokat...	vilakszom	vilakszok	vilakszok	vilakszom	1	vilakszok	TRUE	FALSE	vilakszom	FALSE	FALSE	4959	708880	lakok/lakom	lakok_1_high_typical	14	vilakszik	-0.7985076962177716	Te bizony sokat vilakszol. Én is sokat...	2	NA	1	52	FALSE	TRUE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	79	Te bizony sokat büglesz. Én is sokat...	büglök	büglöm	büglök	büglöm	0	büglök	TRUE	TRUE	büglök	TRUE	TRUE	3060	718388	lakok/lakom	lakok_1_high_typical	14	büglik	0.9162907318741552	Te bizony sokat büglesz. Én is sokat...	1	NA	1	11	TRUE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	81	Te bizony sokat hilarzol. Én is sokat...	hilarzok	hilarzom	hilarzok	hilarzom	1	hilarzom	FALSE	FALSE	hilarzok	FALSE	TRUE	3688	727897	lakok/lakom	lakok_1_high_typical	14	hilarzik	0.06899287148695142	Te bizony sokat hilarzol. Én is sokat...	2	NA	1	30	FALSE	FALSE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	83	Te bizony sokat driládzol. Én is sokat...	driládzom	driládzok	driládzok	driládzom	1	driládzok	TRUE	FALSE	driládzom	FALSE	FALSE	3195	737406	lakok/lakom	lakok_1_high_typical	14	driládzik	-0.5978370007556204	Te bizony sokat driládzol. Én is sokat...	2	NA	1	48	FALSE	TRUE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	85	Te bizony sokat prilegzel. Én is sokat...	prilegzem	prilegzek	prilegzek	prilegzem	1	prilegzek	TRUE	FALSE	prilegzem	FALSE	FALSE	5566	746978	lakok/lakom	lakok_1_high_typical	14	prilegzik	-0.3483066942682157	Te bizony sokat prilegzel. Én is sokat...	2	NA	1	43	FALSE	TRUE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	87	Te bizony sokat sűzlesz. Én is sokat...	sűzlöm	sűzlök	sűzlök	sűzlöm	1	sűzlök	TRUE	FALSE	sűzlök	TRUE	TRUE	4455	756485	lakok/lakom	lakok_1_high_typical	14	sűzlik	0.14310084364067324	Te bizony sokat sűzlesz. Én is sokat...	1	NA	1	29	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	89	Te bizony sokat flűröklesz. Én is sokat...	flűröklöm	flűröklök	flűröklök	flűröklöm	1	flűröklök	TRUE	FALSE	flűröklök	TRUE	TRUE	6232	766723	lakok/lakom	lakok_1_high_typical	14	flűröklik	0.32542240043462795	Te bizony sokat flűröklesz. Én is sokat...	2	NA	1	26	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	91	Te bizony sokat jüslesz. Én is sokat...	jüslök	jüslöm	jüslök	jüslöm	0	jüslök	TRUE	TRUE	jüslök	TRUE	TRUE	6506	777236	lakok/lakom	lakok_1_high_typical	14	jüslik	0.965080896043587	Te bizony sokat jüslesz. Én is sokat...	1	NA	1	10	TRUE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	93	Te bizony sokat nyáslasz. Én is sokat...	nyáslok	nyáslom	nyáslok	nyáslom	1	nyáslom	FALSE	FALSE	nyáslok	FALSE	TRUE	3096	786745	lakok/lakom	lakok_1_high_typical	14	nyáslik	0.5877866649021191	Te bizony sokat nyáslasz. Én is sokat...	1	NA	1	20	FALSE	FALSE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	95	Te bizony sokat lorjódzol. Én is sokat...	lorjódzok	lorjódzom	lorjódzok	lorjódzom	1	lorjódzom	FALSE	FALSE	lorjódzok	FALSE	TRUE	4835	796252	lakok/lakom	lakok_1_high_typical	14	lorjódzik	-0.1941560144409575	Te bizony sokat lorjódzol. Én is sokat...	2	NA	1	37	FALSE	FALSE	high	typical	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	97	Te bizony sokat tomlasz. Én is sokat...	tomlok	tomlom	tomlok	tomlom	0	tomlok	TRUE	TRUE	tomlok	TRUE	TRUE	3587	805761	lakok/lakom	lakok_1_high_typical	14	tomlik	2.2335922215070942	Te bizony sokat tomlasz. Én is sokat...	1	NA	1	1	TRUE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	99	Te bizony sokat klibamlasz. Én is sokat...	klibamlok	klibamlom	klibamlok	klibamlom	0	klibamlok	TRUE	TRUE	klibamlok	TRUE	TRUE	3150	815269	lakok/lakom	lakok_1_high_typical	14	klibamlik	0.4353180712578455	Te bizony sokat klibamlasz. Én is sokat...	2	NA	1	23	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	101	Te bizony sokat marzol. Én is sokat...	marzom	marzok	marzok	marzom	1	marzok	TRUE	FALSE	marzok	TRUE	TRUE	2891	824778	lakok/lakom	lakok_1_high_typical	14	marzik	0.7985076962177716	Te bizony sokat marzol. Én is sokat...	1	NA	1	14	TRUE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	103	Te bizony sokat prűrlesz. Én is sokat...	prűrlök	prűrlöm	prűrlök	prűrlöm	0	prűrlök	TRUE	TRUE	prűrlök	TRUE	TRUE	4208	834285	lakok/lakom	lakok_1_high_typical	14	prűrlik	0.9162907318741552	Te bizony sokat prűrlesz. Én is sokat...	1	NA	1	12	TRUE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	105	Te bizony sokat spibaklasz. Én is sokat...	spibaklok	spibaklom	spibaklok	spibaklom	0	spibaklok	TRUE	TRUE	spibaklok	TRUE	TRUE	5090	843793	lakok/lakom	lakok_1_high_typical	14	spibaklik	0.06899287148695142	Te bizony sokat spibaklasz. Én is sokat...	2	NA	1	31	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	107	Te bizony sokat siladzol. Én is sokat...	siladzok	siladzom	siladzok	siladzom	0	siladzok	TRUE	TRUE	siladzom	FALSE	FALSE	2971	853302	lakok/lakom	lakok_1_high_typical	14	siladzik	-0.4353180712578455	Te bizony sokat siladzol. Én is sokat...	2	NA	1	45	FALSE	TRUE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	109	Te bizony sokat málapszol. Én is sokat...	málapszok	málapszom	málapszok	málapszom	0	málapszok	TRUE	TRUE	málapszok	TRUE	TRUE	11915	869223	lakok/lakom	lakok_1_high_typical	14	málapszik	-0.06899287148695143	Te bizony sokat málapszol. Én is sokat...	2	NA	1	36	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	111	Te bizony sokat spűmlesz. Én is sokat...	spűmlök	spűmlöm	spűmlök	spűmlöm	0	spűmlök	TRUE	TRUE	spűmlök	TRUE	TRUE	2711	878731	lakok/lakom	lakok_1_high_typical	14	spűmlik	1.5686159179138452	Te bizony sokat spűmlesz. Én is sokat...	1	NA	1	5	TRUE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	113	Te bizony sokat sprogzol. Én is sokat...	sprogzom	sprogzok	sprogzok	sprogzom	1	sprogzok	TRUE	FALSE	sprogzom	FALSE	FALSE	7988	890727	lakok/lakom	lakok_1_high_typical	14	sprogzik	-0.7419373447293773	Te bizony sokat sprogzol. Én is sokat...	1	NA	1	51	FALSE	TRUE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	115	Te bizony sokat sztremlesz. Én is sokat...	sztremlek	sztremlem	sztremlek	sztremlem	0	sztremlek	TRUE	TRUE	sztremlek	TRUE	TRUE	3993	900234	lakok/lakom	lakok_1_high_typical	14	sztremlik	1.3437347467010947	Te bizony sokat sztremlesz. Én is sokat...	1	NA	1	6	TRUE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	1	esp trial	117	Te bizony sokat böjzöl. Én is sokat...	böjzök	böjzöm	böjzök	böjzöm	0	böjzök	TRUE	TRUE	böjzök	TRUE	TRUE	2863	909743	lakok/lakom	lakok_1_high_typical	14	böjzik	0.14310084364067324	Te bizony sokat böjzöl. Én is sokat...	1	NA	1	28	FALSE	FALSE	high	typical	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	4	posttest trial	120	Te bizony sokat sztrozlasz. Én is sokat...	sztrozlom	sztrozlok	sztrozlok	sztrozlom	1	sztrozlok	TRUE	FALSE	NA	NA	NA	4448	928055	lakok/lakom	lakok_2_high_reversed	17	sztrozlik	0.4353180712578455	Te bizony sokat sztrozlasz. Én is sokat...	1	NA	2	23	FALSE	FALSE	high	typical	NA
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	4	posttest trial	121	Te bizony sokat spülűdzöl. Én is sokat...	spülűdzöm	spülűdzök	spülűdzök	spülűdzöm	0	spülűdzöm	FALSE	TRUE	NA	NA	NA	3202	931760	lakok/lakom	lakok_2_high_reversed	17	spülűdzik	-0.1941560144409575	Te bizony sokat spülűdzöl. Én is sokat...	2	NA	2	38	FALSE	FALSE	high	typical	NA
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	4	posttest trial	122	Te bizony sokat trehégszel. Én is sokat...	trehégszem	trehégszek	trehégszek	trehégszem	0	trehégszem	FALSE	TRUE	NA	NA	NA	6772	939035	lakok/lakom	lakok_2_high_reversed	17	trehégszik	-0.7472144018302211	Te bizony sokat trehégszel. Én is sokat...	2	NA	2	51	FALSE	TRUE	high	typical	NA
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	JT0KQV	Nő	2000	15	4	posttest trial	123	Te bizony sokat pribemlesz. Én is sokat...	pribemlem	pribemlek	pribemlek	pribemlem	1	pribemlek	TRUE	FALSE	NA	NA	NA	2858	942395	lakok/lakom	lakok_2_high_reversed	17	pribemlik	1.9095425048844383	Te bizony sokat pribemlesz. Én is sokat...	2	NA	2	2	TRUE	FALSE	high	typical	NA
