lemma	xpostag	corpus_size	lemma_freq
kezdődik	[/V][Prs.NDef.3Sg]	8570080167	1314350
érkezik	[/V][Prs.NDef.3Sg]	8570080167	2258874
mutat	[/V][Prs.NDef.3Sg]	8570080167	4151935
okoz	[/V][Prs.NDef.3Sg]	8570080167	2613848
sikerül	[/V][Prs.NDef.3Sg]	8570080167	2966716
esik	[/V][Prs.NDef.3Sg]	8570080167	1885634
jelenik	[/V][Prs.NDef.3Sg]	8570080167	1647977
vár	[/V][Prs.NDef.3Sg]	8570080167	5583765
kínál	[/V][Prs.NDef.3Sg]	8570080167	1308126
kezd	[/V][Prs.NDef.3Sg]	8570080167	5071060
néz	[/V][Prs.NDef.3Sg]	8570080167	4431565
hoz	[/V][Prs.NDef.3Sg]	8570080167	4455966
játszik	[/V][Prs.NDef.3Sg]	8570080167	2672605
alakul	[/V][Prs.NDef.3Sg]	8570080167	1569647
használ	[/V][Prs.NDef.3Sg]	8570080167	5769674
csökken	[/V][Prs.NDef.3Sg]	8570080167	1246910
felel	[/V][Prs.NDef.3Sg]	8570080167	960570
változik	[/V][Prs.NDef.3Sg]	8570080167	1725689
kíván	[/V][Prs.NDef.3Sg]	8570080167	1883284
beszél	[/V][Prs.NDef.3Sg]	8570080167	3852454
érdekel	[/V][Prs.NDef.3Sg]	8570080167	1072429
minősül	[/V][Prs.NDef.3Sg]	8570080167	540558
igényel	[/V][Prs.NDef.3Sg]	8570080167	898007
nyílik	[/V][Prs.NDef.3Sg]	8570080167	769981
szolgál	[/V][Prs.NDef.3Sg]	8570080167	1769877
nő	[/V][Prs.NDef.3Sg]	8570080167	4643167
folyik	[/V][Prs.NDef.3Sg]	8570080167	743029
hiányzik	[/V][Prs.NDef.3Sg]	8570080167	686890
dönt	[/V][Prs.NDef.3Sg]	8570080167	2125501
vállal	[/V][Prs.NDef.3Sg]	8570080167	1735065
fordul	[/V][Prs.NDef.3Sg]	8570080167	1724604
keres	[/V][Prs.NDef.3Sg]	8570080167	3435311
utal	[/V][Prs.NDef.3Sg]	8570080167	940286
zajlik	[/V][Prs.NDef.3Sg]	8570080167	746813
mond	[/V][Prs.NDef.3Sg]	8570080167	11546023
ír	[/V][Prs.NDef.3Sg]	8570080167	6150589
talál	[/V][Prs.NDef.3Sg]	8570080167	4867898
származik	[/V][Prs.NDef.3Sg]	8570080167	596330
épül	[/V][Prs.NDef.3Sg]	8570080167	925838
lát	[/V][Prs.NDef.3Sg]	8570080167	9221997
igyekszik	[/V][Prs.NDef.3Sg]	8570080167	1372052
szeret	[/V][Prs.NDef.3Sg]	8570080167	10345041
derül	[/V][Prs.NDef.3Sg]	8570080167	629753
bír	[/V][Prs.NDef.3Sg]	8570080167	1131835
múlik	[/V][Prs.NDef.3Sg]	8570080167	558108
akad	[/V][Prs.NDef.3Sg]	8570080167	716760
illik	[/V][Prs.NDef.3Sg]	8570080167	433674
terjed	[/V][Prs.NDef.3Sg]	8570080167	532381
hangzik	[/V][Prs.NDef.3Sg]	8570080167	530652
fáj	[/V][Prs.NDef.3Sg]	8570080167	436834
alapul	[/V][Prs.NDef.3Sg]	8570080167	340577
fekszik	[/V][Prs.NDef.3Sg]	8570080167	604506
halad	[/V][Prs.NDef.3Sg]	8570080167	1229271
csinál	[/V][Prs.NDef.3Sg]	8570080167	2593286
árt	[/V][Prs.NDef.3Sg]	8570080167	390799
végez	[/V][Prs.NDef.3Sg]	8570080167	3074085
kér	[/V][Prs.NDef.3Sg]	8570080167	5537727
fut	[/V][Prs.NDef.3Sg]	8570080167	1003808
készít	[/V][Prs.NDef.3Sg]	8570080167	3314879
tölt	[/V][Prs.NDef.3Sg]	8570080167	2349708
növekszik	[/V][Prs.NDef.3Sg]	8570080167	520866
hat	[/V][Prs.NDef.3Sg]	8570080167	2152703
ül	[/V][Prs.NDef.3Sg]	8570080167	1154184
hasonlít	[/V][Prs.NDef.3Sg]	8570080167	533823
emelkedik	[/V][Prs.NDef.3Sg]	8570080167	747438
fizet	[/V][Prs.NDef.3Sg]	8570080167	1760611
küld	[/V][Prs.NDef.3Sg]	8570080167	1828231
hagy	[/V][Prs.NDef.3Sg]	8570080167	2963878
teremt	[/V][Prs.NDef.3Sg]	8570080167	851069
mozog	[/V][Prs.NDef.3Sg]	8570080167	562525
valósul	[/V][Prs.NDef.3Sg]	8570080167	436620
von	[/V][Prs.NDef.3Sg]	8570080167	800716
gondol	[/V][Prs.NDef.3Sg]	8570080167	4935994
születik	[/V][Prs.NDef.3Sg]	8570080167	1768256
törekszik	[/V][Prs.NDef.3Sg]	8570080167	642126
állít	[/V][Prs.NDef.3Sg]	8570080167	2381511
foglal	[/V][Prs.NDef.3Sg]	8570080167	1108687
tér	[/V][Prs.NDef.3Sg]	8570080167	4088384
szenved	[/V][Prs.NDef.3Sg]	8570080167	720180
próbál	[/V][Prs.NDef.3Sg]	8570080167	2432831
rejlik	[/V][Prs.NDef.3Sg]	8570080167	197559
szül	[/V][Prs.NDef.3Sg]	8570080167	338760
visz	[/V][Prs.NDef.3Sg]	8570080167	2117193
küzd	[/V][Prs.NDef.3Sg]	8570080167	656496
ered	[/V][Prs.NDef.3Sg]	8570080167	256869
adódik	[/V][Prs.NDef.3Sg]	8570080167	313753
követ	[/V][Prs.NDef.3Sg]	8570080167	2193641
általad	[/V][Prs.NDef.3Sg]	8570080167	153842
lakik	[/V][Prs.NDef.3Sg]	8570080167	612717
merül	[/V][Prs.NDef.3Sg]	8570080167	483170
nyer	[/V][Prs.NDef.3Sg]	8570080167	2114276
vágyik	[/V][Prs.NDef.3Sg]	8570080167	579400
köt	[/V][Prs.NDef.3Sg]	8570080167	1334443
fér	[/V][Prs.NDef.3Sg]	8570080167	418301
enged	[/V][Prs.NDef.3Sg]	8570080167	1374896
fejlődik	[/V][Prs.NDef.3Sg]	8570080167	554541
ismer	[/V][Prs.NDef.3Sg]	8570080167	3638636
hirdet	[/V][Prs.NDef.3Sg]	8570080167	748798
szervez	[/V][Prs.NDef.3Sg]	8570080167	907556
érint	[/V][Prs.NDef.3Sg]	8570080167	869713
folytat	[/V][Prs.NDef.3Sg]	8570080167	1669986
válaszol	[/V][Prs.NDef.3Sg]	8570080167	1118492
telik	[/V][Prs.NDef.3Sg]	8570080167	654760
számol	[/V][Prs.NDef.3Sg]	8570080167	1199432
vet	[/V][Prs.NDef.3Sg]	8570080167	814801
zavar	[/V][Prs.NDef.3Sg]	8570080167	1009409
indít	[/V][Prs.NDef.3Sg]	8570080167	1039566
eszik	[/V][Prs.NDef.3Sg]	8570080167	1320365
tekint	[/V][Prs.NDef.3Sg]	8570080167	1535021
fogad	[/V][Prs.NDef.3Sg]	8570080167	1856349
szorul	[/V][Prs.NDef.3Sg]	8570080167	300521
tanul	[/V][Prs.NDef.3Sg]	8570080167	1684728
képvisel	[/V][Prs.NDef.3Sg]	8570080167	790726
épít	[/V][Prs.NDef.3Sg]	8570080167	1364042
egyetért	[/V][Prs.NDef.3Sg]	8570080167	410832
részesül	[/V][Prs.NDef.3Sg]	8570080167	508175
mer	[/V][Prs.NDef.3Sg]	8570080167	696507
alszik	[/V][Prs.NDef.3Sg]	8570080167	668614
alkalmaz	[/V][Prs.NDef.3Sg]	8570080167	1721628
szerez	[/V][Prs.NDef.3Sg]	8570080167	1811387
reagál	[/V][Prs.NDef.3Sg]	8570080167	547336
irányul	[/V][Prs.NDef.3Sg]	8570080167	205320
száll	[/V][Prs.NDef.3Sg]	8570080167	564360
bővül	[/V][Prs.NDef.3Sg]	8570080167	337143
alkot	[/V][Prs.NDef.3Sg]	8570080167	1036247
emlékszik	[/V][Prs.NDef.3Sg]	8570080167	582875
teljesít	[/V][Prs.NDef.3Sg]	8570080167	1042083
figyel	[/V][Prs.NDef.3Sg]	8570080167	1694001
rejt	[/V][Prs.NDef.3Sg]	8570080167	271674
választ	[/V][Prs.NDef.3Sg]	8570080167	3388203
játszódik	[/V][Prs.NDef.3Sg]	8570080167	142955
tervez	[/V][Prs.NDef.3Sg]	8570080167	1266812
érez	[/V][Prs.NDef.3Sg]	8570080167	3983846
kötődik	[/V][Prs.NDef.3Sg]	8570080167	196259
képez	[/V][Prs.NDef.3Sg]	8570080167	762570
utazik	[/V][Prs.NDef.3Sg]	8570080167	732800
nyit	[/V][Prs.NDef.3Sg]	8570080167	1119729
örül	[/V][Prs.NDef.3Sg]	8570080167	1002120
fogalmaz	[/V][Prs.NDef.3Sg]	8570080167	888084
javul	[/V][Prs.NDef.3Sg]	8570080167	322487
vásárol	[/V][Prs.NDef.3Sg]	8570080167	1223253
fűződik	[/V][Prs.NDef.3Sg]	8570080167	121731
tör	[/V][Prs.NDef.3Sg]	8570080167	640800
támad	[/V][Prs.NDef.3Sg]	8570080167	523523
tanít	[/V][Prs.NDef.3Sg]	8570080167	698037
vala	[/V][Prs.NDef.3Sg]	8570080167	111315
mesél	[/V][Prs.NDef.3Sg]	8570080167	702143
fest	[/V][Prs.NDef.3Sg]	8570080167	408098
fakad	[/V][Prs.NDef.3Sg]	8570080167	164393
üzemel	[/V][Prs.NDef.3Sg]	8570080167	183031
bízik	[/V][Prs.NDef.3Sg]	8570080167	324694
kel	[/V][Prs.NDef.3Sg]	8570080167	525457
oszt	[/V][Prs.NDef.3Sg]	8570080167	923660
meghal	[/V][Prs.NDef.3Sg]	8570080167	583789
hallgat	[/V][Prs.NDef.3Sg]	8570080167	978988
fordít	[/V][Prs.NDef.3Sg]	8570080167	886176
fogyaszt	[/V][Prs.NDef.3Sg]	8570080167	705093
húzódik	[/V][Prs.NDef.3Sg]	8570080167	188010
véd	[/V][Prs.NDef.3Sg]	8570080167	750932
távozik	[/V][Prs.NDef.3Sg]	8570080167	362436
ígér	[/V][Prs.NDef.3Sg]	8570080167	411716
közeledik	[/V][Prs.NDef.3Sg]	8570080167	245136
forog	[/V][Prs.NDef.3Sg]	8570080167	294185
hajt	[/V][Prs.NDef.3Sg]	8570080167	712163
kelt	[/V][Prs.NDef.3Sg]	8570080167	538398
olvas	[/V][Prs.NDef.3Sg]	8570080167	3269165
termel	[/V][Prs.NDef.3Sg]	8570080167	313305
fogy	[/V][Prs.NDef.3Sg]	8570080167	286379
hisz	[/V][Prs.NDef.3Sg]	8570080167	3584379
gyakorol	[/V][Prs.NDef.3Sg]	8570080167	698422
érdemel	[/V][Prs.NDef.3Sg]	8570080167	234882
takar	[/V][Prs.NDef.3Sg]	8570080167	216089
hív	[/V][Prs.NDef.3Sg]	8570080167	2006476
járul	[/V][Prs.NDef.3Sg]	8570080167	280941
támogat	[/V][Prs.NDef.3Sg]	8570080167	1629176
romlik	[/V][Prs.NDef.3Sg]	8570080167	195968
tartogat	[/V][Prs.NDef.3Sg]	8570080167	138274
hal	[/V][Prs.NDef.3Sg]	8570080167	1175235
ütközik	[/V][Prs.NDef.3Sg]	8570080167	225302
ugrik	[/V][Prs.NDef.3Sg]	8570080167	341439
jelez	[/V][Prs.NDef.3Sg]	8570080167	1474107
határoz	[/V][Prs.NDef.3Sg]	8570080167	1070142
kedvez	[/V][Prs.NDef.3Sg]	8570080167	146123
dől	[/V][Prs.NDef.3Sg]	8570080167	242724
nyúlik	[/V][Prs.NDef.3Sg]	8570080167	73041
szab	[/V][Prs.NDef.3Sg]	8570080167	368502
egyezik	[/V][Prs.NDef.3Sg]	8570080167	230655
világít	[/V][Prs.NDef.3Sg]	8570080167	194627
követel	[/V][Prs.NDef.3Sg]	8570080167	413127
uralkodik	[/V][Prs.NDef.3Sg]	8570080167	204714
énekel	[/V][Prs.NDef.3Sg]	8570080167	474208
hordoz	[/V][Prs.NDef.3Sg]	8570080167	273817
rendel	[/V][Prs.NDef.3Sg]	8570080167	852113
fél	[/V][Prs.NDef.3Sg]	8570080167	5014343
zárul	[/V][Prs.NDef.3Sg]	8570080167	189091
társul	[/V][Prs.NDef.3Sg]	8570080167	119041
nyugszik	[/V][Prs.NDef.3Sg]	8570080167	200200
vall	[/V][Prs.NDef.3Sg]	8570080167	539503
szűnik	[/V][Prs.NDef.3Sg]	8570080167	168796
helyez	[/V][Prs.NDef.3Sg]	8570080167	1512735
erősödik	[/V][Prs.NDef.3Sg]	8570080167	216852
ajánl	[/V][Prs.NDef.3Sg]	8570080167	1801275
kezel	[/V][Prs.NDef.3Sg]	8570080167	1333756
süt	[/V][Prs.NDef.3Sg]	8570080167	554057
visel	[/V][Prs.NDef.3Sg]	8570080167	848951
változtat	[/V][Prs.NDef.3Sg]	8570080167	384555
vág	[/V][Prs.NDef.3Sg]	8570080167	1055445
rendez	[/V][Prs.NDef.3Sg]	8570080167	1260629
gyűjt	[/V][Prs.NDef.3Sg]	8570080167	746531
csap	[/V][Prs.NDef.3Sg]	8570080167	373843
szakad	[/V][Prs.NDef.3Sg]	8570080167	207620
teljesül	[/V][Prs.NDef.3Sg]	8570080167	191550
passzol	[/V][Prs.NDef.3Sg]	8570080167	137991
int	[/V][Prs.NDef.3Sg]	8570080167	182880
un	[/V][Prs.NDef.3Sg]	8570080167	239321
bizonyul	[/V][Prs.NDef.3Sg]	8570080167	418714
látogat	[/V][Prs.NDef.3Sg]	8570080167	591299
terem	[/V][Prs.NDef.3Sg]	8570080167	684922
alakít	[/V][Prs.NDef.3Sg]	8570080167	1013962
mar	[/V][Prs.NDef.3Sg]	8570080167	543061
fektet	[/V][Prs.NDef.3Sg]	8570080167	267456
kölcsönöz	[/V][Prs.NDef.3Sg]	8570080167	154127
pihen	[/V][Prs.NDef.3Sg]	8570080167	378745
alapszik	[/V][Prs.NDef.3Sg]	8570080167	60602
iszik	[/V][Prs.NDef.3Sg]	8570080167	651299
vált	[/V][Prs.NDef.3Sg]	8570080167	1179469
módosul	[/V][Prs.NDef.3Sg]	8570080167	155783
vonz	[/V][Prs.NDef.3Sg]	8570080167	266603
veszít	[/V][Prs.NDef.3Sg]	8570080167	326481
old	[/V][Prs.NDef.3Sg]	8570080167	572652
fokozódik	[/V][Prs.NDef.3Sg]	8570080167	95082
idéz	[/V][Prs.NDef.3Sg]	8570080167	722464
húz	[/V][Prs.NDef.3Sg]	8570080167	861876
beszélget	[/V][Prs.NDef.3Sg]	8570080167	357380
csúszik	[/V][Prs.NDef.3Sg]	8570080167	191096
gyárt	[/V][Prs.NDef.3Sg]	8570080167	378416
jelöl	[/V][Prs.NDef.3Sg]	8570080167	767720
megér	[/V][Prs.NDef.3Sg]	8570080167	471883
repül	[/V][Prs.NDef.3Sg]	8570080167	256901
fed	[/V][Prs.NDef.3Sg]	8570080167	233982
stimmel	[/V][Prs.NDef.3Sg]	8570080167	69539
igazodik	[/V][Prs.NDef.3Sg]	8570080167	195863
mosolyog	[/V][Prs.NDef.3Sg]	8570080167	318098
sír	[/V][Prs.NDef.3Sg]	8570080167	618589
örvend	[/V][Prs.NDef.3Sg]	8570080167	112797
lóg	[/V][Prs.NDef.3Sg]	8570080167	151259
csal	[/V][Prs.NDef.3Sg]	8570080167	170277
ég	[/V][Prs.NDef.3Sg]	8570080167	903056
meglesz	[/V][Prs.NDef.3Sg]	8570080167	143492
költ	[/V][Prs.NDef.3Sg]	8570080167	399749
keveredik	[/V][Prs.NDef.3Sg]	8570080167	181236
érződik	[/V][Prs.NDef.3Sg]	8570080167	74697
ragad	[/V][Prs.NDef.3Sg]	8570080167	333129
veszik	[/V][Prs.NDef.3Sg]	8570080167	167484
élvez	[/V][Prs.NDef.3Sg]	8570080167	882560
tárul	[/V][Prs.NDef.3Sg]	8570080167	81379
bocsát	[/V][Prs.NDef.3Sg]	8570080167	390852
kattint	[/V][Prs.NDef.3Sg]	8570080167	1082020
ígérkezik	[/V][Prs.NDef.3Sg]	8570080167	66458
párosul	[/V][Prs.NDef.3Sg]	8570080167	82065
nyilvánul	[/V][Prs.NDef.3Sg]	8570080167	79072
létrejön	[/V][Prs.NDef.3Sg]	8570080167	254977
emlékezik	[/V][Prs.NDef.3Sg]	8570080167	607896
fagy	[/V][Prs.NDef.3Sg]	8570080167	145270
hazudik	[/V][Prs.NDef.3Sg]	8570080167	206336
közöl	[/V][Prs.NDef.3Sg]	8570080167	1508793
fenyeget	[/V][Prs.NDef.3Sg]	8570080167	224051
árad	[/V][Prs.NDef.3Sg]	8570080167	80515
közelít	[/V][Prs.NDef.3Sg]	8570080167	254342
dob	[/V][Prs.NDef.3Sg]	8570080167	706261
harcol	[/V][Prs.NDef.3Sg]	8570080167	311822
végződik	[/V][Prs.NDef.3Sg]	8570080167	106528
fejleszt	[/V][Prs.NDef.3Sg]	8570080167	752514
közeleg	[/V][Prs.NDef.3Sg]	8570080167	51802
fúj	[/V][Prs.NDef.3Sg]	8570080167	220661
kapcsol	[/V][Prs.NDef.3Sg]	8570080167	484175
működtet	[/V][Prs.NDef.3Sg]	8570080167	164446
kering	[/V][Prs.NDef.3Sg]	8570080167	84916
támaszt	[/V][Prs.NDef.3Sg]	8570080167	221647
szed	[/V][Prs.NDef.3Sg]	8570080167	807552
észlel	[/V][Prs.NDef.3Sg]	8570080167	237393
javasol	[/V][Prs.NDef.3Sg]	8570080167	1106430
téved	[/V][Prs.NDef.3Sg]	8570080167	243797
sül	[/V][Prs.NDef.3Sg]	8570080167	121431
szállít	[/V][Prs.NDef.3Sg]	8570080167	589979
ragyog	[/V][Prs.NDef.3Sg]	8570080167	116220
áramlik	[/V][Prs.NDef.3Sg]	8570080167	85538
menekül	[/V][Prs.NDef.3Sg]	8570080167	311035
késik	[/V][Prs.NDef.3Sg]	8570080167	131308
illet	[/V][Prs.NDef.3Sg]	8570080167	555266
üt	[/V][Prs.NDef.3Sg]	8570080167	362797
szünetel	[/V][Prs.NDef.3Sg]	8570080167	66640
vonul	[/V][Prs.NDef.3Sg]	8570080167	331272
ébred	[/V][Prs.NDef.3Sg]	8570080167	206263
bukkan	[/V][Prs.NDef.3Sg]	8570080167	236459
terül	[/V][Prs.NDef.3Sg]	8570080167	64708
tár	[/V][Prs.NDef.3Sg]	8570080167	281030
generál	[/V][Prs.NDef.3Sg]	8570080167	153488
mér	[/V][Prs.NDef.3Sg]	8570080167	682345
emel	[/V][Prs.NDef.3Sg]	8570080167	1092627
oszlik	[/V][Prs.NDef.3Sg]	8570080167	77631
virágzik	[/V][Prs.NDef.3Sg]	8570080167	83044
győz	[/V][Prs.NDef.3Sg]	8570080167	499824
lebeg	[/V][Prs.NDef.3Sg]	8570080167	102459
produkál	[/V][Prs.NDef.3Sg]	8570080167	203852
rohan	[/V][Prs.NDef.3Sg]	8570080167	190269
törődik	[/V][Prs.NDef.3Sg]	8570080167	206232
nevel	[/V][Prs.NDef.3Sg]	8570080167	344097
ver	[/V][Prs.NDef.3Sg]	8570080167	515446
sérül	[/V][Prs.NDef.3Sg]	8570080167	200277
nyom	[/V][Prs.NDef.3Sg]	8570080167	1582352
hall	[/V][Prs.NDef.3Sg]	8570080167	1878112
zár	[/V][Prs.NDef.3Sg]	8570080167	1197895
vigyáz	[/V][Prs.NDef.3Sg]	8570080167	423581
közvetít	[/V][Prs.NDef.3Sg]	8570080167	215293
kérdez	[/V][Prs.NDef.3Sg]	8570080167	1376405
mozdul	[/V][Prs.NDef.3Sg]	8570080167	161595
fókuszál	[/V][Prs.NDef.3Sg]	8570080167	121911
szólal	[/V][Prs.NDef.3Sg]	8570080167	184693
nyúl	[/V][Prs.NDef.3Sg]	8570080167	441496
aggódik	[/V][Prs.NDef.3Sg]	8570080167	341034
tapasztal	[/V][Prs.NDef.3Sg]	8570080167	740188
ért	[/V][Prs.NDef.3Sg]	8570080167	2303223
tárgyal	[/V][Prs.NDef.3Sg]	8570080167	379507
hord	[/V][Prs.NDef.3Sg]	8570080167	308279
nevez	[/V][Prs.NDef.3Sg]	8570080167	1664895
sugároz	[/V][Prs.NDef.3Sg]	8570080167	106925
oldódik	[/V][Prs.NDef.3Sg]	8570080167	72937
szavaz	[/V][Prs.NDef.3Sg]	8570080167	493710
fejeződik	[/V][Prs.NDef.3Sg]	8570080167	91178
bújik	[/V][Prs.NDef.3Sg]	8570080167	143158
képződik	[/V][Prs.NDef.3Sg]	8570080167	75875
dominál	[/V][Prs.NDef.3Sg]	8570080167	102529
hull	[/V][Prs.NDef.3Sg]	8570080167	78959
árulkodik	[/V][Prs.NDef.3Sg]	8570080167	62655
ölel	[/V][Prs.NDef.3Sg]	8570080167	141462
pörög	[/V][Prs.NDef.3Sg]	8570080167	130764
szán	[/V][Prs.NDef.3Sg]	8570080167	385789
lő	[/V][Prs.NDef.3Sg]	8570080167	480818
bánik	[/V][Prs.NDef.3Sg]	8570080167	34758
tevődik	[/V][Prs.NDef.3Sg]	8570080167	46451
melegszik	[/V][Prs.NDef.3Sg]	8570080167	43511
ró	[/V][Prs.NDef.3Sg]	8570080167	137998
árul	[/V][Prs.NDef.3Sg]	8570080167	339829
állapít	[/V][Prs.NDef.3Sg]	8570080167	472935
tapad	[/V][Prs.NDef.3Sg]	8570080167	80451
siet	[/V][Prs.NDef.3Sg]	8570080167	239126
tárol	[/V][Prs.NDef.3Sg]	8570080167	447970
szárad	[/V][Prs.NDef.3Sg]	8570080167	85188
ölt	[/V][Prs.NDef.3Sg]	8570080167	160569
ás	[/V][Prs.NDef.3Sg]	8570080167	123452
üzemeltet	[/V][Prs.NDef.3Sg]	8570080167	113257
nevet	[/V][Prs.NDef.3Sg]	8570080167	314185
dolgoz	[/V][Prs.NDef.3Sg]	8570080167	91431
ken	[/V][Prs.NDef.3Sg]	8570080167	248916
úszik	[/V][Prs.NDef.3Sg]	8570080167	228752
rejtőzik	[/V][Prs.NDef.3Sg]	8570080167	58213
irt	[/V][Prs.NDef.3Sg]	8570080167	90074
hullik	[/V][Prs.NDef.3Sg]	8570080167	123414
lapul	[/V][Prs.NDef.3Sg]	8570080167	57721
bukik	[/V][Prs.NDef.3Sg]	8570080167	178435
kötelez	[/V][Prs.NDef.3Sg]	8570080167	240981
szabadul	[/V][Prs.NDef.3Sg]	8570080167	218163
jólesik	[/V][Prs.NDef.3Sg]	8570080167	54288
mos	[/V][Prs.NDef.3Sg]	8570080167	317719
hárul	[/V][Prs.NDef.3Sg]	8570080167	46627
adatik	[/V][Prs.NDef.3Sg]	8570080167	76358
juttat	[/V][Prs.NDef.3Sg]	8570080167	252749
rak	[/V][Prs.NDef.3Sg]	8570080167	615065
ösztönöz	[/V][Prs.NDef.3Sg]	8570080167	238495
áraszt	[/V][Prs.NDef.3Sg]	8570080167	93630
említ	[/V][Prs.NDef.3Sg]	8570080167	782191
viszonyul	[/V][Prs.NDef.3Sg]	8570080167	87853
villog	[/V][Prs.NDef.3Sg]	8570080167	65235
kellet	[/V][Prs.NDef.3Sg]	8570080167	35094
táncol	[/V][Prs.NDef.3Sg]	8570080167	214996
szalad	[/V][Prs.NDef.3Sg]	8570080167	136755
irányít	[/V][Prs.NDef.3Sg]	8570080167	564604
tombol	[/V][Prs.NDef.3Sg]	8570080167	64725
fejt	[/V][Prs.NDef.3Sg]	8570080167	257759
garantál	[/V][Prs.NDef.3Sg]	8570080167	317932
hajlik	[/V][Prs.NDef.3Sg]	8570080167	62306
elér	[/V][Prs.NDef.3Sg]	8570080167	1658979
borul	[/V][Prs.NDef.3Sg]	8570080167	125964
sért	[/V][Prs.NDef.3Sg]	8570080167	239091
főz	[/V][Prs.NDef.3Sg]	8570080167	527377
forr	[/V][Prs.NDef.3Sg]	8570080167	58824
takarít	[/V][Prs.NDef.3Sg]	8570080167	179614
cseng	[/V][Prs.NDef.3Sg]	8570080167	58130
köszön	[/V][Prs.NDef.3Sg]	8570080167	2184604
ábrázol	[/V][Prs.NDef.3Sg]	8570080167	216846
imád	[/V][Prs.NDef.3Sg]	8570080167	602566
olvad	[/V][Prs.NDef.3Sg]	8570080167	70268
vélekedik	[/V][Prs.NDef.3Sg]	8570080167	123148
debütál	[/V][Prs.NDef.3Sg]	8570080167	94242
jogosít	[/V][Prs.NDef.3Sg]	8570080167	42499
ront	[/V][Prs.NDef.3Sg]	8570080167	269924
kiált	[/V][Prs.NDef.3Sg]	8570080167	194159
öl	[/V][Prs.NDef.3Sg]	8570080167	340526
hódít	[/V][Prs.NDef.3Sg]	8570080167	94186
ömlik	[/V][Prs.NDef.3Sg]	8570080167	51237
hever	[/V][Prs.NDef.3Sg]	8570080167	81274
gyűlik	[/V][Prs.NDef.3Sg]	8570080167	173964
rémlik	[/V][Prs.NDef.3Sg]	8570080167	33703
ápol	[/V][Prs.NDef.3Sg]	8570080167	174723
lakozik	[/V][Prs.NDef.3Sg]	8570080167	39428
gyorsul	[/V][Prs.NDef.3Sg]	8570080167	61593
arat	[/V][Prs.NDef.3Sg]	8570080167	285593
üzen	[/V][Prs.NDef.3Sg]	8570080167	176802
rögzít	[/V][Prs.NDef.3Sg]	8570080167	634484
válogat	[/V][Prs.NDef.3Sg]	8570080167	388544
bomlik	[/V][Prs.NDef.3Sg]	8570080167	48249
vérzik	[/V][Prs.NDef.3Sg]	8570080167	54196
